"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0322875-01-001-0322875","0322875-01-001","0322875","Kettering David C","Dolores Place","3842 25th St","San Francisco","CA","94114","1999-01-12T00:00:00.000",,"1999-01-12T00:00:00.000",,,"3842 25th St","San Francisco","94114","CA",,,,"false","true",,,,"8","Noe Valley",,"POINT (-122.4261225 37.750419)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","22","52"
"1031804-06-151-1015158","1031804-06-151","1015158","Carico Family LLC","2215 Gough St Residential Real Estate","2215 Gough St","San Francisco","CA","94147","2014-01-01T00:00:00.000","2023-06-07T00:00:00.000","2015-06-26T00:00:00.000","2023-06-07T00:00:00.000",,,,,,"5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Pacific Heights",,"POINT (-122.426665017 37.793889981)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","6","30","102"
"0463696-01-001-0463696","0463696-01-001","0463696","Koval Paul","The Perfect Pooch","2001 Mcallister St Apt 138","San Francisco","CA","94118","2006-02-10T00:00:00.000","2025-03-31T00:00:00.000","2006-02-10T00:00:00.000","2025-03-31T00:00:00.000",,,,,,,,,"false","false","C02","COMMERCIAL DOG WALKER - OWNER","COMMERCIAL DOG WALKER - OWNER","2","Lone Mountain/USF",,"POINT (-122.445076 37.776917)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","97","7","11","18","97"
"1041675-10-151-1018407","1041675-10-151","1018407","Vibrasure Consulting Engineers Inc","Vibrasure","1015 Florida St","San Francisco","CA","94110","2015-09-16T00:00:00.000",,"2015-10-01T00:00:00.000","2018-08-06T00:00:00.000",,"2440 16th St # 317","San Francisco","94103","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"9","Mission",,"POINT (-122.4101205 37.75563)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1048200-01-161-1022605","1048200-01-161","1022605","J-Four Enterprises Inc","Mr Sprinkler Fire Protection","100 Derek Pl","Roseville","CA","95678","2016-01-06T00:00:00.000",,"2016-01-06T00:00:00.000",,,"100 Derek Pl","Roseville","95678","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-121.295779981 38.764161993)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0439039-01-001-0439039","0439039-01-001","0439039","United Stonestown Corporation","Stonestown Twin 2","501 Buckingham Way","San Francisco","CA","94132","2009-01-01T00:00:00.000","2021-03-18T00:00:00.000","2009-01-01T00:00:00.000","2021-03-18T00:00:00.000",,,,,,,,,"false","false",,,,"4","Lakeshore",,"POINT (-122.4788445 37.729764)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","41","10","8","16","41"
"0457509-01-001-0457509","0457509-01-001","0457509","Pastel Alex","Pastel Dental","3026 Geary Blvd","San Francisco","CA","94118","2011-03-01T00:00:00.000",,"2011-03-01T00:00:00.000","2022-02-28T00:00:00.000",,"3380 Geary Blvd","San Francisco","94118","CA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"2","Presidio Heights",,"POINT (-122.4517005 37.782261)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","11","8","6","31","11"
"0465495-03-001-0465495","0465495-03-001","0465495","Home Designs And Staging Inc","Www.Americanasf.Com","73 Joost Ave","San Francisco","CA","94131","2012-01-10T00:00:00.000",,"2012-01-11T00:00:00.000","2017-12-12T00:00:00.000",,"Po Box 443","Brisbane","94005","CA",,,,"false","false",,,,"7","West of Twin Peaks",,"POINT (-122.43681 37.732149)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","95","9","8","41","95"
"0434268-01-001-0434268","0434268-01-001","0434268","Sunset Business Ventures Inc","Phat Philly","3388 24th St","San Francisco","CA","94110","2008-12-10T00:00:00.000","2014-05-09T00:00:00.000","2008-12-10T00:00:00.000","2014-05-09T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.4203895 37.752255)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1140720-03-171-0436565","1140720-03-171","0436565","Russian Deli","Russian Deli Eliseevski","5203 Geary Blvd","San Francisco","CA","94118","2009-02-27T00:00:00.000","2018-04-01T00:00:00.000","2009-02-27T00:00:00.000","2018-04-01T00:00:00.000",,,,,,,,,"false","false",,,,"1","Outer Richmond","Geary Boulevard","POINT (-122.4752805 37.780254)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","29","5"
"1192882-06-181-0317688","1192882-06-181","0317688","Zhao Dexiong","Xingxing Art And Learning Center","1101 Vicente St","San Francisco","CA","94122","2003-11-18T00:00:00.000",,"2018-06-01T00:00:00.000","2018-06-27T00:00:00.000",,"1101 Vicente St","San Francisco","94116","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.478767261 37.739155306)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"1031128-06-151-0486297","1031128-06-151","0486297","Graphscience Inc","Graphscience Inc","612 Howard St #300","San Francisco","CA","94105","2014-01-08T00:00:00.000","2019-06-30T00:00:00.000","2015-04-01T00:00:00.000","2019-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.398902 37.786698)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
