"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0394919-01-999-0394919","0394919-01-999","0394919","Martin Ruby S","Am-Pm Home Health Services","440 Almanor Ave","South San Francisco","CA","94080","2006-01-01T00:00:00.000","2015-06-18T00:00:00.000","2006-01-01T00:00:00.000","2015-06-18T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.441827041 37.64344802)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1363873-06-241-1159457","1363873-06-241","1159457","Audrey Darling","Audrey Darling","812 Sutter St","San Francisco","CA","94109","2024-06-13T00:00:00.000",,"2024-06-13T00:00:00.000","2025-02-21T00:00:00.000",,"175 Langton St Apt 1","San Francisco","94103","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Nob Hill",,"POINT (-122.4138555 37.788804)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","3","21","50"
"0933838-02-001-0933838","0933838-02-001","0933838","Haight,Brown & Bonesteel","Haight Brown & Bonesteel Llp","3 Embarcadero Ctr Ste 200","San Francisco","CA","94111","1994-08-29T00:00:00.000","2020-08-31T00:00:00.000","2013-09-01T00:00:00.000","2020-08-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.388432556 37.782079308)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"1074100-05-161-0419431","1074100-05-161","0419431","Shun Fung Intl Trading Inc","Yummy Foods Co","2089 Ingalls St","San Francisco","CA","94124","2007-07-01T00:00:00.000",,"2016-05-31T00:00:00.000","2017-05-30T00:00:00.000",,"607 Jackson St","San Francisco","94133","CA","7220-7229","Food Services","Food Services","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.386677831 37.726099083)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","78","2","9","1","78"
"1088666-08-161-1042163","1088666-08-161","1042163","Lisa Souza","Lisa Souza","858 Page Street","San Francisco","CA","94117","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000",,,,,,,,,"false","false",,,,"5","Haight Ashbury",,"POINT (-122.434884 37.772622)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","26","4","11","3","26"
"0455176-02-001-0455176","0455176-02-001","0455176","Lang-Bakar Anita P","Driftwood Acupuncture & Wellne","1408 31st Ave 407","San Francisco","CA","94122","2011-01-15T00:00:00.000",,"2011-01-15T00:00:00.000","2013-08-15T00:00:00.000",,"3727 Buchanan St Ste 204","San Francisco","94123","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.489541 37.760904)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1246737-02-201-0451894","1246737-02-201","0451894","Hotaling & Co LLC","Hirsch Distillers","550 Montgomery St Ste 300","San Francisco","CA","94111","2010-08-04T00:00:00.000",,"2011-06-07T00:00:00.000",,,"550 Montgomery St # 300ste","San Francisco","94111","CA","4200-4299","Wholesale Trade","Wholesale Trade","false","false",,,,"3","Chinatown",,"POINT (-122.402808 37.794384)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","6","108"
"0452413-05-001-0452413","0452413-05-001","0452413","Whiskey Media","Tested","921 Front St 100","San Francisco","CA","94111","2010-07-01T00:00:00.000","2018-06-30T00:00:00.000","2010-07-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.400477 37.799856)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","77","6","3","8","77"
"1348785-12-231-1153369","1348785-12-231","1153369","Waldman Family Partnership Lp","Midtown Garage Associates","265 Eddy St","San Francisco","CA","94102","2020-07-01T00:00:00.000",,"2020-07-01T00:00:00.000",,,"855 Marina Bay Pkwy Ste 200","Richmond","94804","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"5","Tenderloin",,"POINT (-122.411961 37.783737)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","20","5","10","36","20"
"1276800-05-211-1124086","1276800-05-211","1124086","Skip Robotics LLC","Skip Robotics LLC","981 Mission St Ste 100","San Francisco","CA","94103","2021-05-03T00:00:00.000",,"2021-05-03T00:00:00.000",,,"981 Mission St 100 Ste","San Francisco","94103","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","South of Market",,"POINT (-122.408163 37.781244)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0950337-03-001-0950337","0950337-03-001","0950337","Graham Karen A","Just Buy","2 Henry Adams St Ste M40","San Francisco","CA","94103","1996-03-13T00:00:00.000",,"2009-01-01T00:00:00.000",,,"2 Henry Adams St Ste 2m69","San Francisco","94103","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"6","Mission Bay",,"POINT (-122.404437 37.769121)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","33","1","9","4","33"
"0439384-01-001-0439384","0439384-01-001","0439384","Spectrum It Consulting Inc","Spectrum It Consulting Inc","130 Gardenside Dr Apt 304","San Francisco","CA","94131","2009-05-18T00:00:00.000",,"2009-05-18T00:00:00.000",,,"701 Minna St Apt 17","San Francisco","94103","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"8","Twin Peaks",,"POINT (-122.4448425 37.753416)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","51","7","5","38","51"
"1362043-05-241-1073622","1362043-05-241","1073622","Trusted, Inc.","Trusted, Inc","580 California St Ste 1621","San Francisco","CA","94104","2017-07-20T00:00:00.000",,"2024-01-01T00:00:00.000",,,"201 California St Ste 950","San Francisco","94111","CA",,,,"false","false",,,,"3","Financial District/South Beach","Chinatown","POINT (-122.4041535 37.792971)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1008132-09-141-1004303","1008132-09-141","1004303","Optimaze Inc","Optimaze Inc","156 2nd St","San Francisco","CA","94107","2014-05-01T00:00:00.000","2022-06-29T00:00:00.000","2014-05-01T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.399055 37.787229)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
"0396465-01-001-0396465","0396465-01-001","0396465","Giftlit LLC","Giftlit","24 17th Ave","San Francisco","CA","94121","2006-03-02T00:00:00.000","2015-03-01T00:00:00.000","2006-03-02T00:00:00.000","2015-03-01T00:00:00.000",,,,,,,,,"false","false",,,,"1","Seacliff",,"POINT (-122.4762975 37.786662)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","2","8","6","33","2"
"0409303-02-999-0409303","0409303-02-999","0409303","Lou Christopher K","Lou Christopher K","128 W Moltke St","Daly City","CA","94014","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2014-02-21T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.466835036 37.694297003)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0396654-01-001-0396654","0396654-01-001","0396654","Kens Kitchen","Kens Kitchen","700 Polk St","San Francisco","CA","94109","2006-03-14T00:00:00.000","2017-03-16T00:00:00.000","2006-03-14T00:00:00.000","2017-03-16T00:00:00.000",,,,,,,,,"false","false",,,,"5","Tenderloin","Lower Polk","POINT (-122.4190305 37.783395)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","20","5","10","36","20"
"1250907-04-201-1113773","1250907-04-201","1113773","William Davis","Apex Office Machines","1609 Felton St","San Francisco","CA","94134","2020-04-22T00:00:00.000",,"2020-04-22T00:00:00.000",,,"1609 Felton St","San Francisco","94134","CA","8100-8139","Certain Services","Certain Services","false","false",,,,"11","Excelsior",,"POINT (-122.420817 37.72557)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","92","9","2","7","92"
