"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1056803-03-161-1027876","1056803-03-161","1027876","Aragon Eliett M","Deep Cleaning Janitor","1290 De Soto Dr","Pacifica","CA","94044","2016-03-01T00:00:00.000",,"2016-03-01T00:00:00.000",,,"66 Laguna Cir","Pittsburg","94565","CA",,,,"false","false",,,,,,,"POINT (-122.503498989 37.592956986)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0457245-02-001-0457245","0457245-02-001","0457245","Sifuentes-Winter Larah E","Larah Sifuentes-Winter Designs","777 Morton St A","San Francisco","CA","94129","2011-02-21T00:00:00.000","2014-01-06T00:00:00.000","2012-04-01T00:00:00.000","2014-01-06T00:00:00.000",,,,,,,,,"false","false",,,,"2","Presidio",,"POINT (-122.453253 37.796292)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","3",,"6","27","3"
"1080182-07-161-1038728","1080182-07-161","1038728","Yanez IVan","IVan Yanez","2460 Ann Arbor Arbor Ave","Pomona","CA","91766","2016-07-01T00:00:00.000","2017-06-07T00:00:00.000","2016-07-01T00:00:00.000","2017-06-07T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,,,,"POINT (-117.734752976 34.027286993)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1077265-06-161-1037532","1077265-06-161","1037532","Bbg Global Holdings LLC","Bbg Global Holdings LLC","691 39th Ave Apt","San Francisco","CA","94121","2016-06-17T00:00:00.000","2019-06-30T00:00:00.000","2016-06-17T00:00:00.000","2019-06-30T00:00:00.000","***Administratively Closed",,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"1","Outer Richmond",,"POINT (-122.499702 37.775826)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"1043897-11-151-1019528","1043897-11-151","1019528","Thananunvorakul P, Pataveesamut J & Veerothai R","Thaikter","2948 Folsom St","San Francisco","CA","94110","2015-10-08T00:00:00.000","2016-12-30T00:00:00.000","2015-11-05T00:00:00.000","2016-12-30T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.414211 37.750176)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1230600-08-191-1105347","1230600-08-191","1105347","Liliana Steeg","Liliana Steeg Childcare","56 Northgate Ave","Daly City","CA","94015","2019-06-01T00:00:00.000","2020-07-01T00:00:00.000","2019-06-01T00:00:00.000","2020-01-01T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.487473964 37.703152987)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1347540-11-231-1135061","1347540-11-231","1135061","Rmsj Holdings, LLC","Rmsj Holdings LLC","2501 Ocean Ave","San Francisco","CA","94132","2021-02-04T00:00:00.000",,"2023-01-01T00:00:00.000",,,"2515 Ocean Ave","San Francisco","94132","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"7","West of Twin Peaks",,"POINT (-122.4726345 37.731213)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","62","10","8","41","62"
"1294251-12-211-1130723","1294251-12-211","1130723","Big Cube LLC","Big Cube LLC","3225 Mcleod Dr Ste 100","Las Vegas","NV","89121","2021-06-01T00:00:00.000",,"2021-06-01T00:00:00.000",,,"3225 Mcleod Dr Ste 100","Las Vegas","89121","NV","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,,,,"POINT (-115.110157977 36.131292002)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1292855-12-211-1130153","1292855-12-211","1130153","World Public Media International","World Public Media International","560 4th St Fl 4","San Francisco","CA","94107","2018-03-12T00:00:00.000",,"2018-03-12T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco",,"CA","2300-2399 3100-3399 5100-5199 5400-5499 5600-5699 7100-7199","Multiple","Construction; Manufacturing; Information; Professional, Scientific, and Technical Services; Administrative and Support Services; Arts, Entertainment, and Recreation","false","false",,,,"6","South of Market",,"POINT (-122.3973675 37.778823)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1335673-06-231-1018870","1335673-06-231","1018870","Pm Builder Sales Company Inc","Pm Builder Sales Company, Inc.","235 Kansas St Fl 1","San Francisco","CA","94103","2015-01-14T00:00:00.000",,"2021-10-01T00:00:00.000",,,"235 Kansas St Fl 1","San Francisco","94103","CA","4200-4299","Wholesale Trade","Wholesale Trade","false","false",,,,"6","Mission Bay",,"POINT (-122.403357 37.76643)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","33","1","9","4","33"
