"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1045210-11-151-1021187","1045210-11-151","1021187","Haddadene Nouredine","Olive Catering","1668 Bush St","San Francisco","CA","94109","2015-11-20T00:00:00.000","2023-11-30T00:00:00.000","2015-11-20T00:00:00.000","2017-06-19T00:00:00.000",,,,,,"7220-7229","Food Services","Food Services","false","false",,,,"2","Western Addition",,"POINT (-122.42493 37.788381)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","100","4","6","39","100"
"0430782-01-001-0430782","0430782-01-001","0430782","Ruan Chuangke","C & Y Painting Company","2645 Franklin St 2","San Francisco","CA","94123","2008-07-23T00:00:00.000","2018-06-30T00:00:00.000","2008-07-23T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"2","Marina",,"POINT (-122.426055 37.798938)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","15","4","6","13","15"
"0475929-01-999-0475929","0475929-01-999","0475929","Golovin Sergey","Sg Builders","1431 N Market Blvd 9","Sacramento","CA","95834","2013-01-22T00:00:00.000","2013-04-30T00:00:00.000","2013-01-22T00:00:00.000","2013-04-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-121.49446847 38.648028839)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1033009-07-151-1015717","1033009-07-151","1015717","Boschetti Giampaolo","Giampaolo Boschetti","542 Steiner St","San Francisco","CA","94117","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,,"955 Prague St","San Francisco","94112","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"5","Hayes Valley",,"POINT (-122.43252 37.774174)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","26","4","11","9","26"
"0460956-04-001-0460956","0460956-04-001","0460956","San Francisco Crepe Co Inc","San Francisco Crepe Co","1220 Polk St","San Francisco","CA","94109","2013-07-30T00:00:00.000","2018-06-30T00:00:00.000","2014-01-17T00:00:00.000","2018-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"3","Nob Hill","Lower Polk","POINT (-122.4198765 37.788057)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","4","3","21","50"
"1288211-10-211-1128448","1288211-10-211","1128448","Rigoberto Matias","Rigoberto Matias","1359 Saratoga Ave Apt 1","San Jose","CA","95129","2021-10-04T00:00:00.000","2021-11-01T00:00:00.000","2021-10-04T00:00:00.000","2021-11-01T00:00:00.000",,,,,,"4400-4599","Retail Trade","Retail Trade","false","false",,,,,,,"POINT (-121.983772964 37.299582999)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1363073-06-241-1152949","1363073-06-241","1152949","Harim O Soto Jr.","Harim O Soto Jr","2911 24th St","San Francisco","CA","94110","2023-12-04T00:00:00.000",,"2024-06-04T00:00:00.000",,,"1180 4th St Apt 107","San Francisco","94158","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"9","Mission",,"POINT (-122.41034279 37.752698095)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1200926-09-181-1092848","1200926-09-181","1092848","Woloz Blaire","Woloz Hosting","267 A Anderson St","San Francisco","CA","94110","2018-09-17T00:00:00.000","2019-03-31T00:00:00.000","2018-09-17T00:00:00.000","2019-03-31T00:00:00.000",,,,,,,,,"false","false",,,,"9","Bernal Heights",,"POINT (-122.415066 37.739466)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","83","9","2","2","83"
"1295910-01-221-1131371","1295910-01-221","1131371","Jackie Ballesteros","Jackie B Digital","421 Oriente St","Daly City","CA","94014","2022-01-21T00:00:00.000","2022-06-21T00:00:00.000","2022-01-21T00:00:00.000","2022-06-21T00:00:00.000",,,,,,"5600-5699","Administrative and Support Services","Administrative and Support Services","false","false",,,,,,,"POINT (-122.41638302 37.700903997)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1199324-08-181-1092132","1199324-08-181","1092132","Hah 7 Ca","Have A Heart Cc","3968 6th Nw Ave Ste 3","Seattle","WA","98107","2018-08-30T00:00:00.000","2019-07-02T00:00:00.000","2018-08-30T00:00:00.000","2019-07-02T00:00:00.000",,,,,,"4400-4599","Retail Trade","Retail Trade","false","false",,,,,,,"POINT (-122.363544896 47.655756502)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
