"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0395383-02-001-0395383","0395383-02-001","0395383","Tres Agaves LLC","Tres Tequila Lounge & Mex Kitc","130 Townsend St","San Francisco","CA","94107","2005-10-25T00:00:00.000","2020-01-31T00:00:00.000","2011-03-02T00:00:00.000","2020-01-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3916615 37.780425)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"1252290-05-201-1114343","1252290-05-201","1114343","Shane Mccarthy","Basset Engineering","2330 Castro St","San Francisco","CA","94131","2019-06-17T00:00:00.000","2021-04-12T00:00:00.000","2019-06-17T00:00:00.000","2021-04-12T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,"8","Glen Park",,"POINT (-122.433606 37.742814)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","59","9","5","10","59"
"1091335-08-161-1043467","1091335-08-161","1043467","Groupware Technology","Groupware Technology, Inc","541 Division St","Campbell","CA","95008","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,,,,"POINT (-121.95934902 37.263188021)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1172232-12-171-1027548","1172232-12-171","1027548","Wright Chi","Wright Chi","25 Linda St","San Francisco","CA","94110","2013-01-07T00:00:00.000","2023-06-30T00:00:00.000","2013-01-07T00:00:00.000","2023-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false","H68","GENERAL MASSAGE PRACTITIONER","GENERAL MASSAGE PRACTITIONER","9","Mission",,"POINT (-122.4228105 37.761228)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","20","37"
"0341349-01-001-0341349","0341349-01-001","0341349","Tien Cuong Phu","Finishing Touch Nails","3250 Scott St","San Francisco","CA","94123","2000-12-12T00:00:00.000","2024-06-20T00:00:00.000","2003-09-01T00:00:00.000","2024-06-20T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"2","Marina",,"POINT (-122.4408285 37.799973)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","17","4","6","13","17"
"1212748-02-191-1098142","1212748-02-191","1098142","Brinkerhoff Construction Inc.","Brinkerhoff Construction Inc.","109 Hubbard Ave","Pleasant Hill","CA","94523","2019-02-12T00:00:00.000",,"2019-02-12T00:00:00.000",,,"109 Hubbard Ave","Pleasant Hill","94523","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.074765983 37.940609999)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0489671-01-001-0489671","0489671-01-001","0489671","Orion Trading Worldwide LLC","Orion Trading Worldwide LLC","1160 Battery St","San Francisco","CA","94111","2013-01-01T00:00:00.000","2013-09-30T00:00:00.000","2013-01-01T00:00:00.000","2013-09-30T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.401134 37.801917)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","77","6","3","8","77"
"0187652-01-001-0187652","0187652-01-001","0187652","Parkinson Dawn M","Parkinson Dawn M","100 Fishermans Wharf","San Francisco","CA","94133","1995-01-01T00:00:00.000","2019-06-25T00:00:00.000","1995-01-01T00:00:00.000","2019-06-25T00:00:00.000",,,,,,,,,"false","false",,,,"3","North Beach",,"POINT (-122.419015434 37.810844111)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","99","6","3","23","99"
"0406798-01-999-0406798","0406798-01-999","0406798","Chiang Frank F","Chiang Frank F","392 Deerfield Dr","Moraga","CA","94556","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.119415962 37.813828014)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1320660-12-221-1141550","1320660-12-221","1141550","Antar Davidson De Sa","Antar Davidson De Sa","53 Shorebreeze Ct","East Palo Alto","CA","94303","2022-12-26T00:00:00.000",,"2022-12-26T00:00:00.000",,,"53 Shorebreeze Ct","East Palo Alto","94303","CA","4800-4999","Transportation and Warehousing","Transportation and Warehousing","false","false",,,,,,,"POINT (-122.12798101 37.464755987)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1125057-10-161-0467484","1125057-10-161","0467484","Sisson Dinair P","Dinairspa","943 Kearny St","San Francisco","CA","94133","2012-04-01T00:00:00.000",,"2015-11-01T00:00:00.000","2023-07-16T00:00:00.000",,"5040 Geary Blvd","San Francisco","94118","CA",,,,"false","false",,,,"3","Chinatown","Chinatown","POINT (-122.405607 37.796787)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"0468616-01-001-0468616","0468616-01-001","0468616","De Souza E/De Sousa M","The Original Front Room","1550 California St","San Francisco","CA","94109","2012-04-01T00:00:00.000","2018-06-30T00:00:00.000","2012-04-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"3","Nob Hill",,"POINT (-122.420124 37.790964)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","105","4","3","21","105"
"0441405-01-001-0441405","0441405-01-001","0441405","Novero Jessette/Paaga Pemita K","Polyinkd Designs","1390 45th Av","San Francisco","CA","94122","2009-08-06T00:00:00.000","2015-04-29T00:00:00.000","2009-08-06T00:00:00.000","2015-04-29T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.504598 37.760706)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1350630-01-241-1154163","1350630-01-241","1154163","Slow Street Coffee","Slow Street Coffee","851 Baker St","San Francisco","CA","94115","2024-01-19T00:00:00.000",,"2024-01-19T00:00:00.000",,,"851 Baker St","San Francisco","94115","CA","3100-3399","Manufacturing","Manufacturing","false","false",,,,"2","Lone Mountain/USF",,"POINT (-122.4423855 37.778985)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","97","7","11","18","97"
"1243871-01-201-1002952","1243871-01-201","1002952","Bowld Acai","Bowl'd Acai, LLC","451 Montgomery St","San Francisco","CA","94104","2014-08-19T00:00:00.000",,"2014-08-19T00:00:00.000",,,"6324 Rocky Point Ct","Oakland","94605","CA","7220-7229","Food Services","Food Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4032445 37.793583)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1229722-08-191-1072619","1229722-08-191","1072619","Castillo Eduardo","Castillo Eduardo","890 Campus Dr #206","Daly City","CA","94015","2017-06-28T00:00:00.000",,"2019-08-01T00:00:00.000",,,"76 Rae Ave","San Francisco","94112","CA",,,,"false","false","P43","TOW CAR DRIVER","TOW CAR DRIVER",,,,"POINT (-122.476549298 37.665311487)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0451816-01-001-0451816","0451816-01-001","0451816","Sweethardt LLC","Sweethardt LLC","735 Clementina St","San Francisco","CA","94103","2010-08-18T00:00:00.000","2015-12-31T00:00:00.000","2010-08-18T00:00:00.000","2015-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4111195 37.774827)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1358971-04-241-1157641","1358971-04-241","1157641","Zario Enterprises, Inc.","Sunset True Value","3126 Noriega St","San Francisco","CA","94122","2024-04-23T00:00:00.000",,"2024-04-23T00:00:00.000",,,"216 Millwood Dr","Millbrae","94030","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.497254 37.753443)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"0391497-02-001-0391497","0391497-02-001","0391497","Localtech, Inc.","Localtech","1141 Quesada Ave","San Francisco","CA","94124","2005-09-12T00:00:00.000",,"2009-07-17T00:00:00.000",,,"1141 Quesada Ave","San Francisco","94124","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.381019 37.727289)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","78","2","9","1","78"
"0480190-01-001-0480190","0480190-01-001","0480190","Altman Vilandrie & Company","Altman Vilandrie & Company","1 Montgomery St Ste 2350","San Francisco","CA","94104","2012-03-01T00:00:00.000",,"2012-03-01T00:00:00.000","2023-03-27T00:00:00.000",,"101 Federal St Fl 28","Boston","02110","MA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.40243 37.789254)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0487391-01-001-0487391","0487391-01-001","0487391","Palomino Db Inc","Blackbird","222 8th St","San Francisco","CA","94103","2014-01-01T00:00:00.000","2016-06-30T00:00:00.000","2014-01-01T00:00:00.000","2016-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.411385 37.775682)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
