"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1294222-12-211-1130712","1294222-12-211","1130712","Newport  Valuations Inc,","Newport Valuations, Inc.","1 Sansome St Ste 3500","San Francisco","CA","94104","2021-12-09T00:00:00.000",,"2021-12-09T00:00:00.000",,,"1 Sansome St Ste 3500","San Francisco","94104","CA","5210-5239","Financial Services","Financial Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.400954 37.790487)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0458355-01-001-0458355","0458355-01-001","0458355","Beautiful Hardwood Floor Inc","Beautiful Hardwood Floor Inc","417 Moscow St","San Francisco","CA","94112","2011-01-02T00:00:00.000",,"2011-01-02T00:00:00.000",,,"417 Moscow St","San Francisco","94112","CA",,,,"false","false",,,,"11","Excelsior",,"POINT (-122.4276795 37.720755)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","90","9","1","7","90"
"1122167-10-161-1039593","1122167-10-161","1039593","Wan Li Construction Co","Wan Li Construction Co","121 San Diego Ave","Daly City","CA","94014","2016-07-13T00:00:00.000",,"2016-07-14T00:00:00.000","2018-06-06T00:00:00.000",,"328 Eastmoor Ave","Daly City","94015","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.466472016 37.707937)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1317174-10-221-1140060","1317174-10-221","1140060","Yanyi Wu","Sweet Cleaners","5001 California St","San Francisco","CA","94118","2022-10-27T00:00:00.000","2023-04-30T00:00:00.000","2022-10-27T00:00:00.000","2023-04-30T00:00:00.000",,,,,,"8100-8139","Certain Services","Certain Services","false","false",,,,"1","Inner Richmond",,"POINT (-122.471154 37.784277)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"1039593-09-151-1018386","1039593-09-151","1018386","Yancey Jessica","Washington St","101 A Clay St 344","San Francisco","CA","94111","2015-09-16T00:00:00.000","2022-06-29T00:00:00.000","2015-09-16T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.397174 37.795329)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0338567-01-001-0338567","0338567-01-001","0338567","March Paula","Marchpartners","45 Loraine Ct","San Francisco","CA","94118","2000-08-01T00:00:00.000","2024-07-01T00:00:00.000","2000-08-01T00:00:00.000","2024-07-01T00:00:00.000",,,,,,,,,"false","false",,,,"2","Lone Mountain/USF",,"POINT (-122.457231 37.779948)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","12","8","4","18","12"
"1011398-11-141-1005705","1011398-11-141","1005705","Presence Learning Inc","Presence Learning Inc","580 Market St 6th Fl","San Francisco","CA","94104","2009-09-01T00:00:00.000",,"2009-09-01T00:00:00.000","2015-11-30T00:00:00.000",,"3739 Balboa St # 1001","San Francisco","94121","CA",,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4014625 37.789641)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0410489-01-001-0410489","0410489-01-001","0410489","Perez Douglas B","Perez Douglas B","1773 Mckinnon Ave #A","San Francisco","CA","94124","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.3925345 37.737432)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"1081301-07-161-0353976","1081301-07-161","0353976","Tien Dao Christian Media Assoc","Tien Dao Christian Media Assoc","906 Clement St","San Francisco","CA","94118","2000-12-18T00:00:00.000","2018-06-30T00:00:00.000","2000-12-18T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"1","Inner Richmond",,"POINT (-122.469012 37.782954)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"0405775-01-001-0405775","0405775-01-001","0405775","Alhindawi Wahab R","Alhindawi Wahab R","1832 Anza St","San Francisco","CA","94118","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"1","Inner Richmond",,"POINT (-122.4680085 37.779174)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
