"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1175148-01-181-1081885","1175148-01-181","1081885","Daniel Renteria","West Cal Plalstering","31284 San Antionio St Ste 3","Hayward","CA","94544","2018-01-10T00:00:00.000","2023-05-25T00:00:00.000","2018-01-10T00:00:00.000","2023-05-25T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.047800981 37.608450012)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1002847-07-141-1001930","1002847-07-141","1001930","Parachute Technologies Inc","Parachute","550 1st St Ste 28","San Francisco","CA","94103","2013-01-01T00:00:00.000",,"2014-07-25T00:00:00.000","2015-04-16T00:00:00.000",,"2010 Crow Canyon Pl 260 Ste","San Ramon","94583","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.390138123 37.783773129)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"0366192-02-999-0366192","0366192-02-999","0366192","Mcarthur Security Alarms Inc","Maximum Security Alarms","3677 Ponderosa Trl","Pinole","CA","94564","2006-08-09T00:00:00.000","2021-09-27T00:00:00.000","2006-08-09T00:00:00.000","2021-09-27T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.282478009 37.997317011)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1028079-05-151-0368221","1028079-05-151","0368221","Environmental Innovations Corp","Environmental Innovations Corp","1325 Evans Ave Rm 2","San Francisco","CA","94124","2003-07-01T00:00:00.000",,"2013-07-16T00:00:00.000",,,"17604 17604 Chateau Ct","Castro Valley","94552","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.383365277 37.740014199)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"0022280-06-001-0022280","0022280-06-001","0022280","Yee Shubert Y","1545 Lombard St Apartments","1545 Lombard St","San Francisco","CA","94123","1968-10-01T00:00:00.000","2018-06-29T00:00:00.000","2001-08-08T00:00:00.000","2015-06-22T00:00:00.000",,,,,,,,,"false","false",,,,"2","Marina","Lombard Street","POINT (-122.426739 37.800729)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","15","4","6","13","15"
"0074873-08-001-0074873","0074873-08-001","0074873","Lee James & Paula","Balmoral Hotel","706 Kearny St","San Francisco","CA","94108","1972-05-01T00:00:00.000","2021-05-01T00:00:00.000","1996-06-01T00:00:00.000","2017-09-13T00:00:00.000",,,,,,,,,"false","false",,,,"3","Chinatown","Chinatown","POINT (-122.4045495 37.794654)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"0407606-01-999-0407606","0407606-01-999","0407606","Fong Kin K","Fong Kin K","620 Alexis Cir","Daly City","CA","94014","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.423108994 37.703319996)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1228099-07-191-1104311","1228099-07-191","1104311","Justin Ricaurte","Justin Ricaurte","995 Market St Fl 2","San Francisco","CA","94103","2019-06-10T00:00:00.000","2020-04-04T00:00:00.000","2019-06-10T00:00:00.000","2020-04-04T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","South of Market","Central Market","POINT (-122.409756 37.78209)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"0473787-01-001-0473787","0473787-01-001","0473787","Sherwood Katherine R","Execution Strategy","1157 Dolores St","San Francisco","CA","94110","2012-10-13T00:00:00.000","2013-06-30T00:00:00.000","2012-10-13T00:00:00.000","2013-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"8","Mission",,"POINT (-122.4246465 37.750896)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","20","52"
"1097168-08-161-1046365","1097168-08-161","1046365","Prasanna Bhujel","Prasanna Bhujel","1613 Bayo Vista Ave Ave","San Pablo","CA","94806","2016-08-25T00:00:00.000","2018-01-01T00:00:00.000","2016-08-25T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.325740029 37.956280009)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
