"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1251176-04-201-1113886","1251176-04-201","1113886","Jordin Kelsey","Jordin Kelsey","1453 Silver Ave Apt 1","San Francisco","CA","94134","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000",,,,,,"7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"9","Portola",,"POINT (-122.407839 37.73196)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","91","2","2","25","91"
"1162470-09-171-1076760","1162470-09-171","1076760","James M Steere","Steere Building And Woodworking","28 Lomita Dr","Mill Valley","CA","94941","2017-09-28T00:00:00.000",,"2017-09-28T00:00:00.000",,,"28 Lomita Dr","Mill Valley","94941","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.516679029 37.908312011)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1225314-06-191-1103242","1225314-06-191","1103242","Gamal Algahim/Rafik Algahim","City Bullding Maintenance","138 Hyde St Apt 19","SF","CA","94102","2019-06-18T00:00:00.000","2022-06-29T00:00:00.000","2019-06-18T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"5","Tenderloin",,"POINT (-122.4152685 37.782225)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","20","5","10","36","20"
"0416234-04-001-0416234","0416234-04-001","0416234","Kong Siuling Et Al","1 Scott St","1 Scott St","San Francisco","CA","94117","2007-03-01T00:00:00.000","2020-01-31T00:00:00.000","2007-03-01T00:00:00.000","2013-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"8","Haight Ashbury",,"POINT (-122.435253 37.769247)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","28","7","5","3","28"
"1029015-05-151-0489325","1029015-05-151","0489325","Tung Elena","Ideal Store","420 Doarado Terr","San Francisco","CA","94112","2014-06-01T00:00:00.000","2015-12-31T00:00:00.000","2015-04-16T00:00:00.000","2015-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"7","West of Twin Peaks",,"POINT (-122.461779075 37.726731897)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","68","10","8","41","68"
"0404935-01-001-0404935","0404935-01-001","0404935","Celldial Inc","Timetranslator.Com","550 S Van Ness 205","San Francisco","CA","94110","2007-01-01T00:00:00.000","2013-10-31T00:00:00.000","2007-01-01T00:00:00.000","2013-10-31T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.417456645 37.764365872)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1328866-03-231-1114151","1328866-03-231","1114151","Bernal Bakery LLC","Bernal Bakery","270 Noe St","San Francisco","CA","94114","2020-05-04T00:00:00.000",,"2023-03-30T00:00:00.000",,,"2001 Oakdale Ave","San Francisco","94124","CA","7220-7229","Food Services","Food Services","false","false",,,,"8","Castro/Upper Market",,"POINT (-122.433471 37.764684)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","28","7","5","5","28"
"1009662-10-141-0453232","1009662-10-141","0453232","Bay Area Holiday (Usa) Inc","Bay Area Holiday (Usa) Inc","1917 Irving St","San Francisco","CA","94122","2010-10-08T00:00:00.000","2022-06-29T00:00:00.000","2014-07-01T00:00:00.000","2016-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.478507 37.763397)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"0371369-01-001-0371369","0371369-01-001","0371369","Lee Diana","Lava Java","852 Stanyan St","San Francisco","CA","94117","2003-10-20T00:00:00.000",,"2003-10-20T00:00:00.000",,,"852 Stanyan St","San Francisco","94117","CA","7220-7229","Food Services","Food Services","false","false","H24 WM30","Multiple","RESTAURANT - UNDER 1,000 SQFT; COUNTER/OTHER LESS THAN 100LBS","8","Haight Ashbury",,"POINT (-122.452713 37.766682)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","29","7","11","3","29"
"0196658-02-001-0196658","0196658-02-001","0196658","Simon Tim Inc","Simon Tim Inc","1819 Polk St #349","San Francisco","CA","94109","1989-07-16T00:00:00.000","2019-05-31T00:00:00.000","2014-06-04T00:00:00.000","2019-05-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Russian Hill","Middle Polk","POINT (-122.4216 37.793583)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","105","4","3","32","105"
