"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1326453-03-231-1143946","1326453-03-231","1143946","Aye Aye Maw","Amber World; Page","348 Allison St","San Francisco","CA","94112","2023-03-01T00:00:00.000","2024-05-09T00:00:00.000","2023-03-01T00:00:00.000","2024-05-09T00:00:00.000",,,,,,"4400-4599","Retail Trade","Retail Trade","false","false",,,,"11","Excelsior",,"POINT (-122.4411705 37.710504)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","58","9","1","7","58"
"0027543-01-001-0027543","0027543-01-001","0027543","Sullivan Alice Phelan Corp","Sullivan Alice Phelan Corp","255 Sutter St","San Francisco","CA","94108","1968-10-01T00:00:00.000",,"1968-10-01T00:00:00.000",,,"490 Post St Ste 1632","San Francisco","94102","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4047655 37.789434)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0474085-01-999-0474085","0474085-01-999","0474085","Advanced Lighting Services Inc","Advanced Lighting Services Inc","6805 Sierra Ct B","Dublin","CA","94568","2012-10-30T00:00:00.000","2018-06-30T00:00:00.000","2012-10-30T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-121.913279985 37.709450018)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1036749-08-151-1017127","1036749-08-151","1017127","Architectural Playground Equipment Inc","Mountain Lake Park","137 E 25th St 7th Fl","New York","NY","10010","2015-08-01T00:00:00.000","2017-07-20T00:00:00.000","2015-08-01T00:00:00.000","2016-04-30T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-73.983367353 40.740720961)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1259683-09-201-0479882","1259683-09-201","0479882","Cole Consulting Group Inc","Cole Consulting Group Dba The Cole Group","1423 Broadway Unit 163","Oakland","CA","94612","2013-05-30T00:00:00.000",,"2020-09-01T00:00:00.000",,,"1423 Broadway 163 Unit","Oakland","94612","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,,,,"POINT (-122.271129241 37.804528247)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1145776-05-171-1069948","1145776-05-171","1069948","Danhua Li","Dan Hua Li","Grant Ave","San Francisco","CA","94108","2016-05-31T00:00:00.000","2016-05-31T00:00:00.000","2017-05-08T00:00:00.000","2016-05-31T00:00:00.000",,,,,,"7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.40571 37.79144)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","8","104"
"1236364-10-191-1058654","1236364-10-191","1058654","Side Inc","Unvarnished","508 4th St","San Francisco","CA","94107","2016-09-01T00:00:00.000",,"2019-10-16T00:00:00.000",,,"580 4th St","San Francisco","94107","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","South of Market",,"POINT (-122.398092 37.779201)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1223296-05-191-1089316","1223296-05-191","1089316","Royo Design Studio","Royo Design Studio","177 Collingwood St","San Francisco","CA","94114","2018-06-20T00:00:00.000",,"2019-05-28T00:00:00.000",,,"Po Box 14071","San Francisco","94114","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"8","Castro/Upper Market",,"POINT (-122.435694 37.759635)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","38","3","5","5","38"
"0456340-03-999-0456340","0456340-03-999","0456340","Jiang Shuhui","Happy Dumplings","28835 Mack St","Hayward","CA","94545","2011-02-14T00:00:00.000","2022-05-02T00:00:00.000","2013-04-15T00:00:00.000","2022-05-02T00:00:00.000",,,,,,,,,"false","false","D19 H79","Multiple","STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS; MOBILE FOOD FACILITY 5",,,,"POINT (-122.13168799 37.653799)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1147212-05-171-1070531","1147212-05-171","1070531","Ball + Winter LLC","Ball + Winter LLC","2625 Alcatraz Ave Unit 291","Berkeley","CA","94705","2017-04-20T00:00:00.000","2017-04-20T00:00:00.000","2017-04-20T00:00:00.000","2017-04-20T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.253010004 37.851399015)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1324536-02-231-0447774","1324536-02-231","0447774","Sim & Yoon Corporation","Sim & Yoon Corporation","1702 Post St","San Francisco","CA","94115","2002-01-28T00:00:00.000",,"2002-01-28T00:00:00.000",,,"5758 Geary Blvd Ste 236","San Francisco","94121","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"5","Japantown","Japantown","POINT (-122.4300375 37.785663)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","101","4","11","15","101"
"0386565-01-001-0386565","0386565-01-001","0386565","Dream Photo LLC","Dream Photo LLC","4401 20th St","San Francisco","CA","94114","2004-03-18T00:00:00.000","2015-07-01T00:00:00.000","2004-03-18T00:00:00.000","2015-07-01T00:00:00.000",,,,,,,,,"false","false",,,,"8","Castro/Upper Market",,"POINT (-122.4370305 37.757331)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","115","3","5","5","115"
"1202113-10-181-1093460","1202113-10-181","1093460","Gleb Finkelman","1262 34th Ave","1262 34th Ave","San Francisco","CA","94122","2018-09-20T00:00:00.000","2019-01-01T00:00:00.000","2018-09-20T00:00:00.000","2019-01-01T00:00:00.000",,,,,,"7210-7219","Accommodations","Accommodations","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.492934 37.763568)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1334701-06-231-1147363","1334701-06-231","1147363","Velocity Triple Automotive","American Chevrolet","4742 Mchenry Ave","Modesto","CA","95356","2023-06-02T00:00:00.000",,"2023-06-02T00:00:00.000",,,"4742 Mchenry Ave","Modesto","95356","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,,,,"POINT (-120.993693006 37.707816007)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1045991-12-151-1021545","1045991-12-151","1021545","Horton Michelle","Michelle Horton Therapy","735 Montgomery St Ste 300","San Francisco","CA","94111","2015-12-01T00:00:00.000","2021-06-04T00:00:00.000","2015-12-01T00:00:00.000","2021-06-04T00:00:00.000",,,,,,,,,"false","false",,,,"3","Chinatown",,"POINT (-122.4037665 37.79622)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","6","106"
"1276705-05-211-1124053","1276705-05-211","1124053","Jessica Padilla","Ocean Myofascial Release","2636 Ocean Avenue","San Francisco","CA","94132","2021-05-02T00:00:00.000",,"2021-05-02T00:00:00.000",,,"2211 Kenry Way","South San Francisco","94080","CA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"7","West of Twin Peaks",,"POINT (-122.4736965 37.732158)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","62","10","8","41","62"
"0456397-02-999-0456397","0456397-02-999","0456397","Total Outdoor Corp","Total Outdoor Corp","814 2nd Ave #200","Seattle","WA","98104","2011-03-21T00:00:00.000","2023-06-30T00:00:00.000","2011-03-21T00:00:00.000","2023-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.333814987 47.604235)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0038318-02-001-0038318","0038318-02-001","0038318","Milan Salvador M","Milan Properties","295 Bartlett St","San Francisco","CA","94110","1968-10-01T00:00:00.000","2014-03-14T00:00:00.000","2004-04-06T00:00:00.000","2014-03-12T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.41944 37.752345)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
