"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1072171-05-161-1035168","1072171-05-161","1035168","Crystal Ibc LLC","Crystal & Company","32 Old Slip","New York","NY","10005","2016-04-01T00:00:00.000","2024-12-31T00:00:00.000","2016-04-01T00:00:00.000","2024-12-31T00:00:00.000",,,,,,"5240-5249","Insurance","Insurance","false","false",,,,,,,"POINT (-74.008162699 40.703803748)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1248806-03-201-1112930","1248806-03-201","1112930","Joshua Bell","Joshua Bell","344 Ellis St 12","San Francisco","CA","94102","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000",,,,,,"5400-5499 5600-5699 8100-8139","Multiple","Professional, Scientific, and Technical Services; Administrative and Support Services; Certain Services","false","false",,,,"5","Tenderloin",,"POINT (-122.4119655 37.785267)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","20","5","10","36","20"
"0407050-01-999-0407050","0407050-01-999","0407050","Darak Raed J","Darak Raed J","Po Box 1302","Millbrae","CA","94030","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2007-01-01T00:00:00.000","2011-05-06T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.39783 37.599945)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1134186-01-171-1064479","1134186-01-171","1064479","James Brown","Create Interior Design","181 Franklin St 6","San Francisco","CA","94102","2017-01-24T00:00:00.000","2018-10-15T00:00:00.000","2017-01-24T00:00:00.000","2018-10-15T00:00:00.000",,,,,,,,,"false","false",,,,"5","Hayes Valley",,"POINT (-122.421267 37.775862)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","21","4","11","9","21"
"1368757-08-241-1161033","1368757-08-241","1161033","Lexa Rose","Alexandra Sandoval","566 17th Ave","San Francisco","CA","94121","2024-08-04T00:00:00.000",,"2024-08-20T00:00:00.000",,,"566 17th Ave","San Francisco","94121","CA",,,,"false","false",,,,"1","Outer Richmond",,"POINT (-122.4756225 37.777329)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","29","5"
"1041294-10-151-1019254","1041294-10-151","1019254","Supply Patriot Inc","Supply Patriot Inc","1485 Bayshore Blvd. #200 Ste 320/V","San Francisco","CA","94124","2015-07-01T00:00:00.000","2015-07-30T00:00:00.000","2015-07-01T00:00:00.000","2015-07-30T00:00:00.000",,,,,,,,,"false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.4006435 37.725939)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"0444777-01-001-0444777","0444777-01-001","0444777","Macomber Tara J","Law Offices Of Tara J Macomber","101 California St 2450","San Francisco","CA","94111","2009-12-15T00:00:00.000","2018-06-30T00:00:00.000","2009-12-15T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.398047 37.793043)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0327421-01-001-0327421","0327421-01-001","0327421","Kneller Natalia","American Janitorial Services","1825 Noriega St Apt 103","San Francisco","CA","94122","1999-06-14T00:00:00.000",,"1999-06-14T00:00:00.000",,,"1825 Noriega St Apt 103","San Francisco","94122","CA",,,,"false","false",,,,"4","Sunset/Parkside","Noriega","POINT (-122.4834435 37.753686)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"0331985-01-001-0331985","0331985-01-001","0331985","Chan Ken","Ken Chan","1795 Union St","San Francisco","CA","94123","1998-11-18T00:00:00.000","2018-06-30T00:00:00.000","1998-11-18T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"2","Marina","Union Street","POINT (-122.42862 37.797858)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","15","4","6","13","15"
"0386000-01-001-0386000","0386000-01-001","0386000","Bar Tartine Lp","Bar Tartine","561 Valencia St","San Francisco","CA","94110","2005-06-01T00:00:00.000","2016-12-31T00:00:00.000","2005-06-01T00:00:00.000","2016-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.421519 37.764018)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
