"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1364775-06-241-1159796","1364775-06-241","1159796","Fluently, Inc.","Fluently, Inc.","450 Townsend St","San Francisco","CA","94107","2024-05-31T00:00:00.000",,"2024-05-31T00:00:00.000",,,"2261 Market St","San Francisco","94114","CA","5100-5199","Information","Information","false","false",,,,"6","Mission Bay",,"POINT (-122.3985465 37.774872)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","4","32"
"1383087-03-251-0416454","1383087-03-251","0416454","Heisler Karen E","Heisler Property","574 5th Ave","San Francisco","CA","94118","2007-04-01T00:00:00.000",,"2019-10-01T00:00:00.000",,,"756 12th Ave","San Francisco","94118","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"1","Inner Richmond",,"POINT (-122.4626625 37.777806)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"1059649-03-161-1029281","1059649-03-161","1029281","Mare Nostrum LLC","Tawla SF","1103 Guerrero St","San Francisco","CA","94110","2016-03-16T00:00:00.000","2019-02-28T00:00:00.000","2016-03-16T00:00:00.000","2019-02-28T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.422869 37.75347)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","20","52"
"0025733-01-097-0025733","0025733-01-097","0025733","San Francisco Parking Inc","City Park","466 Bush St","San Francisco","CA","94108","1968-10-01T00:00:00.000","2015-12-31T00:00:00.000","2013-01-01T00:00:00.000","2015-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.405238 37.790874)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","8","104"
"0439835-01-001-0439835","0439835-01-001","0439835","Sf Property Owners Assoc Inc","Sf Property Owners Assoc Inc","750 Sutter St","San Francisco","CA","94109","2009-06-12T00:00:00.000",,"2009-06-12T00:00:00.000",,,"10750 W Charleston Blvd 130 Ste","Las Vegas","89135","NV",,,,"false","true","HHH","HEALTHY HOUSING HOTELS","HEALTHY HOUSING HOTELS","3","Nob Hill",,"POINT (-122.4127665 37.788867)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","3","21","50"
"0304059-05-001-0304059","0304059-05-001","0304059","Tides Center","Oasis For Girls, Proj","1129 Fol Som St","San Francisco","CA","94103","1997-01-01T00:00:00.000",,"1999-05-04T00:00:00.000","2012-01-01T00:00:00.000",,"1012 Torney Ave","San Francisco","94129","CA","5600-5699","Administrative and Support Services","Administrative and Support Services","false","false",,,,"6","South of Market",,"POINT (-122.408388 37.775997)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1203921-10-181-1094268","1203921-10-181","1094268","Bates Group LLC","Bates Group LLC","802 Montgomery St Fl 2nd","San Francisco","CA","94133","2018-10-25T00:00:00.000","2022-09-01T00:00:00.000","2018-10-25T00:00:00.000","2022-09-01T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Chinatown",,"POINT (-122.4033345 37.796598)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","6","106"
"0935176-02-001-0935176","0935176-02-001","0935176","Wong Wai","254 Dolores St","254 Dolores St","San Francisco","CA","94103","1994-10-14T00:00:00.000",,"2011-04-01T00:00:00.000",,,"722 20th Ave","San Francisco","94121","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"8","Castro/Upper Market",,"POINT (-122.426937 37.765296)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","5","37"
"1323589-02-231-1142812","1323589-02-231","1142812","Rachel Goldman","Rachel Goldman","330094 Po Box","San Francisco","CA","94133","2023-01-26T00:00:00.000","2024-05-29T00:00:00.000","2023-01-26T00:00:00.000","2024-05-29T00:00:00.000",,,,,,"6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"3","North Beach",,"POINT (-122.410904 37.80214)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","23","106"
"1071743-05-161-1034965","1071743-05-161","1034965","Pullstring Inc","Toytalk Inc","77 Maiden Ln","San Francisco","CA","94108","2016-05-20T00:00:00.000","2019-01-23T00:00:00.000","2016-05-20T00:00:00.000","2019-01-23T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.404662 37.788102)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"1120635-09-161-0385229","1120635-09-161","0385229","Chen Ai Yun","Ai Yun Chen Acupuncture Clinic","2395 Ocean Ave B","San Francisco","CA","94127","2005-02-25T00:00:00.000",,"2014-12-01T00:00:00.000",,,"2395 Ocean Ave Ste B","San Francisco","94127","CA",,,,"false","false",,,,"7","West of Twin Peaks",,"POINT (-122.469615 37.729854)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","67","10","8","41","67"
"1126561-11-161-1060787","1126561-11-161","1060787","Timothy Alford","Timothy Alford","904 Union St","Oakland","CA","94607","2015-07-04T00:00:00.000","2016-01-01T00:00:00.000","2016-01-01T00:00:00.000","2016-01-01T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.289734284 37.805908277)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1302281-04-221-1134043","1302281-04-221","1134043","Larry Evans","Larry Evans","168 Bluxome St Apt 507","San Francisco","CA","94107","2022-04-01T00:00:00.000",,"2022-04-12T00:00:00.000",,,"168 Bluxome St Apt 507","San Francisco","94107","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"6","Mission Bay",,"POINT (-122.399531521 37.774775184)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","4","32"
"0329536-01-001-0329536","0329536-01-001","0329536","Kelly Jon Paul","Jpk Video","133 Clayton St","San Francisco","CA","94117","1999-08-31T00:00:00.000","2023-04-30T00:00:00.000","1999-12-15T00:00:00.000","2019-06-30T00:00:00.000","***Administratively Closed",,,,,"7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"5","Lone Mountain/USF",,"POINT (-122.449743 37.773963)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","24","7","11","18","24"
"0327079-01-001-0327079","0327079-01-001","0327079","Winters David R","Winters Graphic Art","720 York St Unit 214","San Francisco","CA","94110","1999-08-01T00:00:00.000",,"1999-08-01T00:00:00.000",,,"2004 Forest Ave","Belmont","94002","CA",,,,"false","false",,,,"9","Mission",,"POINT (-122.409048152 37.760224374)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","9","20","53"
"1041327-10-151-0449014","1041327-10-151","0449014","Haller Design Studio Inc","Haller Architecture & Design","1211 Folsom St 3rd Fl","San Francisco","CA","94103","2010-05-06T00:00:00.000","2022-06-29T00:00:00.000","2015-06-02T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.410062 37.774674)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1322497-01-231-1142224","1322497-01-231","1142224","Iurii Kyslyi","Straight Edge","3191 Mission St","San Francisco","CA","94110","2023-01-20T00:00:00.000",,"2023-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"112 Ripley St Apt 1","San Francisco","94110","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"9","Bernal Heights","Mission Street","POINT (-122.419449 37.745784)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","83","9","2","2","83"
"0074213-01-001-0074213","0074213-01-001","0074213","Lee Florence","1455 Sacramento Apts","1455 Sacramento St","San Francisco","CA","94109","1972-08-11T00:00:00.000",,"1972-08-11T00:00:00.000",,,"659 11th Ave","San Francisco","94118","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"3","Nob Hill",,"POINT (-122.4168975 37.791756)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","16","6","3","21","16"
"0153986-23-999-0153986","0153986-23-999","0153986","Yp Western Directory LLC","Yp Western Directory LLC","1390 Willow Pass Road","Concord","CA","94520","1986-01-02T00:00:00.000","2016-04-13T00:00:00.000","2012-01-01T00:00:00.000","2016-04-13T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.051091968 37.968906005)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1328467-03-231-1144832","1328467-03-231","1144832","Hong Kong Intl Travel & Development Corp","Hong Kong Intl Travel & Development Corp","22152 Po Box","Sacramento","CA","95822","2023-03-19T00:00:00.000",,"2023-03-19T00:00:00.000",,,"22152 Po Box","Sacramento","95822","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,,,,"POINT (-121.491196 38.53147)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0412933-01-999-0412933","0412933-01-999","0412933","The Weth Group LLC","The Weth Group LLC","7112 Sayre Dr","Piedmont","CA","94611","2006-11-02T00:00:00.000",,"2006-11-02T00:00:00.000",,,"125 Silverado Springs Dr","Napa","94558","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,,,,"POINT (-122.194781006 37.833193982)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1279736-06-211-0954845","1279736-06-211","0954845","Golden Hill Monument Corp","Golden Hill Monument","128 Waverly Pl","San Francisco","CA","94108","1996-08-02T00:00:00.000",,"2020-10-01T00:00:00.000",,,"2099 Hillside Blvd","Colma","94014","CA","8100-8139","Certain Services","Certain Services","false","false",,,,"3","Chinatown","Chinatown","POINT (-122.40675 37.794627)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"1373846-11-241-1163576","1373846-11-241","1163576","Sh Sf Holdings LLC","Soma House","121 7th St","San Francisco","CA","94103","2024-11-01T00:00:00.000",,"2024-11-01T00:00:00.000",,,"121 7th St","San Francisco","94103","CA","7210-7219","Accommodations","Accommodations","true","true",,,,"6","South of Market",,"POINT (-122.4101025 37.778778)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0430887-01-001-0430887","0430887-01-001","0430887","235 Equity Holding Co LLC","235 Equity Holding Co LLC","1475 Folsom St Ste 400","San Francisco","CA","94103","2002-02-11T00:00:00.000",,"2002-02-11T00:00:00.000","2021-09-27T00:00:00.000",,"1605 Montgomery St","San Francisco","94111","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","South of Market",,"POINT (-122.4135225 37.771938)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0452332-01-001-0452332","0452332-01-001","0452332","Saunders Rachel A","Rachel Saunders Atty-At-Law","870 Market St 621","San Francisco","CA","94102","2010-09-15T00:00:00.000","2015-01-01T00:00:00.000","2010-09-15T00:00:00.000","2015-01-01T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.407434 37.785114)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0414068-01-001-0414068","0414068-01-001","0414068","Danny Coyle's","Danny Coyle's","668 Haight St","San Francisco","CA","94117","2006-06-09T00:00:00.000",,"2006-06-09T00:00:00.000",,,"668 Haight St","San Francisco","94117","CA","7220-7229","Food Services","Food Services","false","false","H86","BARS/TAVERNS W/O FOOD PREP","BARS/TAVERNS W/O FOOD PREP","5","Haight Ashbury",,"POINT (-122.4332955 37.772001)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","26","4","11","3","26"
"0352598-01-001-0352598","0352598-01-001","0352598","Chong Kumyon S","Lali","888 Brannan St Ste 249","San Francisco","CA","94103","2013-05-31T00:00:00.000","2019-06-30T00:00:00.000","2013-05-31T00:00:00.000","2019-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4052065 37.772019)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","33","1","10","34","33"
"0384093-01-001-0384093","0384093-01-001","0384093","Sf School Of Digitalfilmmaking","Sf School Of Digitalfilmmaking","925 Mission St 108","San Francisco","CA","94103","2005-01-12T00:00:00.000","2018-06-30T00:00:00.000","2010-08-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market","Central Market","POINT (-122.406615 37.782162)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0392534-01-001-0392534","0392534-01-001","0392534","Rosenberg Films Inc","Rosenberg Films Inc","2150 Hyde St 9","San Francisco","CA","94109","2000-01-01T00:00:00.000","2015-01-01T00:00:00.000","2000-01-01T00:00:00.000","2015-01-01T00:00:00.000",,,,,,,,,"false","false",,,,"3","Russian Hill",,"POINT (-122.419053 37.800792)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","107","6","6","32","107"
"1149846-06-171-1071640","1149846-06-171","1071640","Michael Spurrier","Head Games San Francisco","1141 Dolores St","San Francisco","CA","94110","2017-06-08T00:00:00.000","2021-06-30T00:00:00.000","2017-06-08T00:00:00.000","2021-06-30T00:00:00.000","***Administratively Closed",,,,,"7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"8","Mission",,"POINT (-122.424669 37.751103)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","20","52"
"0345999-01-001-0345999","0345999-01-001","0345999","Luo Peter Heng Hui","Peter Luo Transportation","933 Garfield St","San Francisco","CA","94132","2001-05-21T00:00:00.000",,"2001-05-21T00:00:00.000",,,"933 Garfield St","San Francisco","94132","CA","4800-4999","Transportation and Warehousing","Transportation and Warehousing","false","false",,,,"11","Oceanview/Merced/Ingleside",,"POINT (-122.4713475 37.719441)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","64","10","1","24","64"
"1167010-11-171-1036113","1167010-11-171","1036113","Pier 70 Consulting","Pier 70 Consulting","345 Topeka Ave","San Francisco","CA","94124","2015-08-18T00:00:00.000","2018-05-01T00:00:00.000","2015-08-18T00:00:00.000","2018-05-01T00:00:00.000",,,,,,,,,"false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.395077 37.731411)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","87","2","9","1","87"
