"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1138776-03-171-1066658","1138776-03-171","1066658","Nehemiah Chu","3331 17th St","3331 17th St Unit A","San Francisco","CA","94110","2017-01-01T00:00:00.000","2017-06-26T00:00:00.000","2017-03-01T00:00:00.000","2017-06-26T00:00:00.000",,,,,,"7210-7219","Accommodations","Accommodations","false","false",,,,"9","Mission",,"POINT (-122.4203355 37.763163)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1370766-09-241-1162277","1370766-09-241","1162277","Fresh Green, LLC","Fresh Green, LLC","1970 Jerrold Ave","San Francisco","CA","94124","2024-08-02T00:00:00.000",,"2024-08-02T00:00:00.000",,,"395 Oyster Point Blvd Ste 515","South San Francisco","94080","CA","4200-4299","Wholesale Trade","Wholesale Trade","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.3957205 37.74267)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","85","2","9","1","85"
"0407695-01-001-0407695","0407695-01-001","0407695","Galustyan Manuchar","Galustyan Manuchar","165 Buckingham Way Apt 304","San Francisco","CA","94132","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","2007-01-01T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"7","Lakeshore",,"POINT (-122.4793125 37.726947)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","41","10","8","16","41"
"1085325-07-161-0932134","1085325-07-161","0932134","National Mass Media Tel Syst","National Mass Media Tel Syst","4093 19th Ave","San Francisco","CA","94132","1985-05-01T00:00:00.000","2015-06-30T00:00:00.000","1985-05-01T00:00:00.000","2015-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"11","Oceanview/Merced/Ingleside","Broad Street","POINT (-122.47029 37.714473)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","65","10","1","24","65"
"1060420-03-161-1029661","1060420-03-161","1029661","Cheung Ming Wai","Bobby C Design Studio","2250 Taraval St","San Francisco","CA","94116","2014-01-01T00:00:00.000","2016-03-30T00:00:00.000","2014-01-01T00:00:00.000","2016-03-30T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside","Parkside Taraval","POINT (-122.4905445 37.742652)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"0481736-01-001-0481736","0481736-01-001","0481736","Blanco Nathan Mcdonald Curtis","Savage Flour","1080 Howard St","San Francisco","CA","94103","2013-07-22T00:00:00.000","2018-06-30T00:00:00.000","2013-07-22T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4090045 37.778481)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1363015-06-241-1159143","1363015-06-241","1159143","Templeton, Cupp & Bari Llp","Templeton, Cupp & Bari Llp","201 Spear St Ste 1100","San Francisco","CA","94105","2024-06-01T00:00:00.000",,"2024-06-01T00:00:00.000",,,"201 Spear St Ste 1100","San Francisco","94105","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3918055 37.791189)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","1","10","8","108"
"0444220-01-999-0444220","0444220-01-999","0444220","Bonney Inc","Heat Wave Systems","Po Box 1747","Sonoma","CA","95476","2009-12-02T00:00:00.000",,"2009-12-02T00:00:00.000",,,"Po Box 1747","Sonoma","95476","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.46452 38.288406)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1155426-07-171-1073785","1155426-07-171","1073785","Ftdo Inc.","Tina Hardison Studio","445 Lawton St Apt 3","San Francisco","CA","94122","2017-07-24T00:00:00.000","2022-06-29T00:00:00.000","2017-07-24T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"7","Inner Sunset",,"POINT (-122.467761 37.758123)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","44","10","8","14","44"
"0471390-01-001-0471390","0471390-01-001","0471390","Azpeitia Gloria","Decoraciones Glorias","2790 Mission St","San Francisco","CA","94110","2012-07-30T00:00:00.000","2014-10-25T00:00:00.000","2012-07-30T00:00:00.000","2014-10-25T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.418819 37.752408)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1375658-11-241-1164356","1375658-11-241","1164356","Revelry Sound Sf LLC","Side A","2814 19th St","San Francisco","CA","94110","2024-11-01T00:00:00.000",,"2024-11-30T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA","7220-7229","Food Services","Food Services","false","false",,,,"9","Mission",,"POINT (-122.410332 37.76058)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1076211-06-161-1037018","1076211-06-161","1037018","1 Clarence Place 17 LLC","1 Clarence Place 17 LLC","1 Clarence Pl 17","San Francisco","CA","94107","2014-10-31T00:00:00.000",,"2014-10-31T00:00:00.000",,,"3450 Sacramento St Ste 336","San Francisco","94118","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.393187 37.780065)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"0461650-01-001-0461650","0461650-01-001","0461650","Iwamasa Glenn I","Worldoflockets.Com","1471 37th Ave","San Francisco","CA","94122","2011-03-01T00:00:00.000","2012-12-31T00:00:00.000","2011-03-01T00:00:00.000","2012-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.496534 37.759536)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1031986-06-151-1015259","1031986-06-151","1015259","Modern Ice Bars Inc","Powder Sno","2860 Sacramento St","San Francisco","CA","94115","2015-06-15T00:00:00.000","2019-01-03T00:00:00.000","2015-06-15T00:00:00.000","2016-03-09T00:00:00.000",,,,,,,,,"false","false",,,,"2","Pacific Heights",,"POINT (-122.4399735 37.789362)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","6","30","102"
"1231491-08-191-1105630","1231491-08-191","1105630","Warwick Construction, Inc.","Warwick Construction, Inc.","365 Fm 1959 Rd","Houston","TX","77034","2019-08-19T00:00:00.000","2021-11-01T00:00:00.000","2019-08-19T00:00:00.000","2021-11-01T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-95.177906395 29.597805175)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
