"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0471950-01-999-0471950","0471950-01-999","0471950","Etc Building & Design Inc","Etc Building & Design Inc","980 David Rd E","Burlingame","CA","94010","2012-08-14T00:00:00.000","2017-03-31T00:00:00.000","2012-08-14T00:00:00.000","2017-03-31T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.371037007 37.593998018)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0482391-01-001-0482391","0482391-01-001","0482391","Jc & Dc Restaurant Inc","Tokyo Express Battery","77 Battery St Ste 100","San Francisco","CA","94111","2013-09-01T00:00:00.000","2020-01-17T00:00:00.000","2013-09-01T00:00:00.000","2020-01-17T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4000045 37.791945)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1030274-06-151-1014401","1030274-06-151","1014401","Dco Realty Inc","Hpi 2161 Sutter Lp","2161 Sutter St","San Francisco","CA","94115","2015-01-01T00:00:00.000",,"2015-01-01T00:00:00.000",,,"1745 Shea Center Dr Ste 200","Highlands Ranch","80129","CO","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"5","Japantown",,"POINT (-122.435964 37.785654)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","103","4","11","15","103"
"0402095-01-001-0402095","0402095-01-001","0402095","Hoffman Juliet L","Couture By Juliet","237 Kearny St 170","San Francisco","CA","94108","2006-10-01T00:00:00.000","2012-12-31T00:00:00.000","2010-01-27T00:00:00.000","2012-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.404194 37.790316)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"1323720-02-231-1142864","1323720-02-231","1142864","Cindy Lu","Echo Esthetics","520 Montgomery St","San Francisco","CA","94111","2023-02-07T00:00:00.000",,"2023-02-07T00:00:00.000",,,"18 10th St Apt 2127","San Francisco","94103","CA",,,,"false","false",,,,"3","Chinatown",,"POINT (-122.402835 37.794159)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","6","108"
"1134731-01-171-0024669","1134731-01-171","0024669","Safeway Inc","Andronico's Community Markets","1200 Irving St","San Francisco","CA","94122","1968-01-01T00:00:00.000",,"2017-01-30T00:00:00.000",,,"251 Little Falls Dr","Wilmington","19808","DE","4400-4599","Retail Trade","Retail Trade","false","false","H08 H73 POS01 WM18 WM30","Multiple","RETAIL MKTS W/FOOD PREP (10,001 - 20,000); DEEMED APPROVED OFF-SALE ALCOHOL USE; POINT OF SALES; COMPUTING SCALE; COUNTER/OTHER LESS THAN 100LBS","7","Inner Sunset",,"POINT (-122.471181 37.764351)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","109","10","11","14","109"
"0469679-01-001-0469679","0469679-01-001","0469679","Gough & Fell LLC","Gough & Fell LLC","230 Gough St","San Francisco","CA","94102","2009-02-11T00:00:00.000",,"2009-02-11T00:00:00.000",,,"286 Hampshire Ct","Daly City","94015","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"5","Hayes Valley",,"POINT (-122.42259 37.775718)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","21","4","11","9","21"
"1344754-10-231-1151636","1344754-10-231","1151636","Monica Noe","Bay Vanity","2865 Cesar Chavez","San Francisco","CA","94110","2023-10-14T00:00:00.000",,"2023-10-14T00:00:00.000",,,"2865 Cesar Chavez","San Francisco","94110","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"9","Bernal Heights",,"POINT (-122.407067272 37.748585889)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","60","3","2","2","60"
"1314797-09-221-1139038","1314797-09-221","1139038","Natzke Design LLC","Natzke Design LLC","2325 3rd St Ste 431","San Francisco","CA","94107","2022-04-26T00:00:00.000",,"2022-04-26T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"10","Potrero Hill",,"POINT (-122.3881875 37.760049)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","55","2","9","26","55"
"1291098-11-211-1129472","1291098-11-211","1129472","Ars Minerva Inc","Ars Minerva Inc","3983 Cesar Chavez St Apt 2","San Francisco","CA","94131","2013-05-03T00:00:00.000",,"2013-05-03T00:00:00.000",,,"3983 Cesar Chavez St Apt 2","San Francisco","94131","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"8","Noe Valley",,"POINT (-122.4287955 37.74735)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","84","9","5","22","84"
