"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1387457-04-251-1169400","1387457-04-251","1169400","Demar Specialties LLC","Demar Prefabricated Equipment","2423 Finchwood Landing Ln","Manteca","CA","95336","2025-04-30T00:00:00.000",,"2025-04-30T00:00:00.000",,,"2423 Finchwood Landing Ln","Manteca","95336","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-121.23165398 37.832454991)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0182889-03-001-0182889","0182889-03-001","0182889","Tmc Mortage Co Inc","Tmc","440 Pacific Ave","San Francisco","CA","94133","2010-03-09T00:00:00.000","2013-12-13T00:00:00.000","2011-07-25T00:00:00.000","2013-12-13T00:00:00.000",,,,,,,,,"false","false",,,,"3","North Beach",,"POINT (-122.4027945 37.797615)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","23","106"
"1379554-01-251-1166070","1379554-01-251","1166070","Mr. Dim Sum","The Heart Of The City Farmer's Market - 147 Fulton St, San Francisco, Ca 94102 - Mr. Dim Sum","147 Felton St","San Francisco","CA","94134","2025-01-31T00:00:00.000",,"2025-01-31T00:00:00.000",,,"1332 Wayne Ave","San Leandro","94577","CA","7220-7229","Food Services","Food Services","false","false",,,,"9","Portola",,"POINT (-122.406063011 37.729632154)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","91","2","2","25","91"
"1283305-07-211-1126575","1283305-07-211","1126575","Finance For Gen Z LLC","Finance For Gen Z","1390 Market St Ste 200","San Francisco","CA","94102","2021-07-30T00:00:00.000","2022-03-28T00:00:00.000","2021-07-30T00:00:00.000","2022-03-28T00:00:00.000",,,,,,,,,"false","false",,,,"6","Tenderloin","Central Market","POINT (-122.4174465 37.777077)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","21","4","10","36","21"
"1157305-08-171-1028560","1157305-08-171","1028560","American Tower Corporation","Atc Managed Sites LLC #Us-Ca-1405","521 Parnassus Ave","San Francisco","CA","94143","2014-01-01T00:00:00.000",,"2015-01-01T00:00:00.000","2017-08-18T00:00:00.000",,"140 Grand St 300 Ste","White Plains","10601","NY","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"7","Inner Sunset",,"POINT (-122.458539716 37.763259363)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","110","7","8","14","110"
"1019492-02-151-0338831","1019492-02-151","0338831","Menaster Michael J","Michael J Menaster Md","3974 24th St","San Francisco","CA","94114","2000-08-10T00:00:00.000",,"2014-07-01T00:00:00.000","2015-03-31T00:00:00.000",,"119 Gladeview Way","San Francisco","94131","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"8","Noe Valley","24th St","POINT (-122.4312795 37.751715)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","84","3","5","22","84"
"1001619-07-141-0466028","1001619-07-141","0466028","Golden Gate Urgent Care Inc","Golden Gate Urgent Care","1600 Market St","San Francisco","CA","94102","2012-07-01T00:00:00.000","2018-12-14T00:00:00.000","2014-07-21T00:00:00.000","2018-12-14T00:00:00.000",,,,,,,,,"false","false",,,,"6","Hayes Valley",,"POINT (-122.420943 37.774134)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","21","4","11","9","21"
"1304156-05-221-1134831","1304156-05-221","1134831","247 International","247 International","2 Stockton St","San Francisco","CA","94108","2022-04-26T00:00:00.000",,"2022-04-26T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA",,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4059985 37.786104)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0117118-04-001-0117118","0117118-04-001","0117118","Edmondson James P","720 Battery St Parking Lot","720 Battery St","San Francisco","CA","94111","1979-04-21T00:00:00.000",,"1979-04-21T00:00:00.000","2015-12-31T00:00:00.000",,"1380 S Harbor Blvd","Anaheim","92802","CA",,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.400893076 37.797906022)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","77","6","3","8","77"
"0948319-01-001-0948319","0948319-01-001","0948319","Bertino Eleanor N","Eleanor Bertino Public Relatio","1606 Stockton St","San Francisco","CA","94133","1996-01-11T00:00:00.000","2017-06-15T00:00:00.000","1996-11-01T00:00:00.000","2017-06-15T00:00:00.000",,,,,,,,,"false","false",,,,"3","North Beach","North Beach","POINT (-122.408973 37.800666)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","23","106"
