"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1274861-04-211-1094330","1274861-04-211","1094330","Abigail Rooney","Harmlessly Beautiful","376 10th Ave","San Francisco","CA","94118","2018-10-29T00:00:00.000",,"2021-04-01T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA",,,,"false","false",,,,"1","Inner Richmond",,"POINT (-122.4682875 37.781397)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"1043629-11-151-1020409","1043629-11-151","1020409","Global Tower Assets LLC","Global Tower Assets LLC","1400 Folsom St","San Francisco","CA","94103","2015-07-01T00:00:00.000","2016-03-11T00:00:00.000","2015-07-01T00:00:00.000","2016-03-11T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4132885 37.77273)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"0488158-01-001-0488158","0488158-01-001","0488158","G & H Liquors & Grocery","G & H Liquors & Grocery","201 Jones St","San Francisco","CA","94102","2014-02-05T00:00:00.000",,"2014-02-05T00:00:00.000",,,"201 Jones St","San Francisco","94102","CA","4400-4599","Retail Trade","Retail Trade","false","false","H07 H31 H73 POS01","Multiple","RETAIL MKTS W/FOOD PREP (UNDER 5,001); TOBACCO SALES -ANNUAL LICENSE FEE; DEEMED APPROVED OFF-SALE ALCOHOL USE; POINT OF SALES","5","Tenderloin",,"POINT (-122.4126 37.783179)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","20","5","10","36","20"
"1278664-05-211-1124811","1278664-05-211","1124811","Millennium Urban Connections","Millennium Urban Connections","85 Topeka Ave","San Francisco","CA","94124","2021-12-01T00:00:00.000","2024-04-01T00:00:00.000","2021-12-01T00:00:00.000","2024-04-01T00:00:00.000",,,,,,,,,"false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.3995455 37.734255)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","87","2","9","1","87"
"1184685-04-181-1086184","1184685-04-181","1086184","Jeffrey Huang","Neocloth","2190 21st Ave","San Francisco","CA","94116","2018-04-10T00:00:00.000","2019-05-28T00:00:00.000","2018-04-10T00:00:00.000","2018-05-21T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.4778905 37.746918)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"0315270-02-999-0315270","0315270-02-999","0315270","Lane Safety Co Inc","Lane Safety Co.","340 W Channel Rd Ste F","Benicia","CA","94510","1998-03-31T00:00:00.000","2022-06-29T00:00:00.000","2006-02-15T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.140152958 38.083807983)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1134401-01-171-1064600","1134401-01-171","1064600","Noredink Corp.","Noredink","350 Brannan St Ste 350","San Francisco","CA","94107","2012-10-18T00:00:00.000",,"2012-10-18T00:00:00.000",,,"548 Market St","San Francisco","94104","CA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3935425 37.781028)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"0330171-01-001-0330171","0330171-01-001","0330171","Finelli Frank & Karpaty George","Backbeat Cigar Lounge","420 Mason St A","San Francisco","CA","94102","1999-10-01T00:00:00.000","2017-06-10T00:00:00.000","1999-10-01T00:00:00.000","2017-06-10T00:00:00.000",,,,,,,,,"false","false",,,,"3","Tenderloin",,"POINT (-122.4096075 37.787571)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","36","19"
"0332611-06-001-0332611","0332611-06-001","0332611","Luk Samuel S","267 19th Ave Apts","267 19th Ave","San Francisco","CA","94121","2000-01-01T00:00:00.000","2000-01-01T00:00:00.000","2007-04-01T00:00:00.000","2019-05-29T00:00:00.000",,,,,,"5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"1","Outer Richmond",,"POINT (-122.478831 37.782927)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"1086916-08-161-0201808","1086916-08-161","0201808","Vadim Kvitash M D","Vadim Kvitash M D","22 Battery St Rm 701","San Francisco","CA","94105","1990-01-01T00:00:00.000","2021-06-30T00:00:00.000","2016-08-01T00:00:00.000","2021-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.3993745 37.791585)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0413687-02-001-0413687","0413687-02-001","0413687","Brr Architecture Inc","Brr Architecture Inc","250 Sutter St Ste 350","San Francisco","CA","94108","2011-07-01T00:00:00.000","2021-12-31T00:00:00.000","2011-07-01T00:00:00.000","2021-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.4048285 37.789992)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0337109-01-001-0337109","0337109-01-001","0337109","Cepheus Builders Inc","Cepheus Builders Inc","55 Sea View Ter","San Francisco","CA","94121","2000-06-01T00:00:00.000",,"2000-06-01T00:00:00.000",,,"55 Sea View Ter","San Francisco","94121","CA","2300-2399","Construction","Construction","false","false",,,,"1","Seacliff",,"POINT (-122.491836 37.784106)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","1","8","6","33","1"
