"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0335358-05-001-0335358","0335358-05-001","0335358","Cybernet Entertainment LLC","Kink.Com","1800 Mission St","San Francisco","CA","94103","1998-09-01T00:00:00.000",,"2007-12-15T00:00:00.000","2018-03-01T00:00:00.000",,"Po Box 14580","San Francisco","94114","CA","5100-5199","Information","Information","false","false",,,,"9","Mission",,"POINT (-122.4202005 37.767861)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1367702-08-241-1161004","1367702-08-241","1161004","Helpany, Inc.","Helpany, Inc.","2261 Market St","San Francisco","CA","94114","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,,"2261 Market St Ste 86050","San Francisco","94114","CA","5100-5199","Information","Information","false","false",,,,"8","Castro/Upper Market","Market/Castro","POINT (-122.4319545 37.764693)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","38","3","5","5","38"
"1199048-08-181-1092007","1199048-08-181","1092007","Embedded Artistry LLC","Embedded Artistry LLC","645 Haight St Apt 6","San Francisco","CA","94117","2017-04-11T00:00:00.000","2020-08-31T00:00:00.000","2018-04-01T00:00:00.000","2020-08-31T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"5","Haight Ashbury",,"POINT (-122.4328275 37.771524)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","26","4","11","3","26"
"1019152-02-151-0007393","1019152-02-151","0007393","Del Camp Investments Inc","3720 Fillmore Apts","3720 Fillmore St","San Francisco","CA","94123","1968-10-01T00:00:00.000",,"2014-01-01T00:00:00.000",,,"2120 Market St Ste 100","San Francisco","94114","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Marina",,"POINT (-122.43681 37.805022)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","17","4","6","13","17"
"1353376-02-241-1155371","1353376-02-241","1155371","Try Narrative, Inc.","Try Narrative, Inc.","156 2nd St Ste 301","San Francisco","CA","94105","2023-01-05T00:00:00.000",,"2023-01-05T00:00:00.000",,,"6200 Stoneridge Mall Rd Fl 3","Pleasanton","94588","CA",,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.399055 37.787229)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
"1265471-12-201-1119660","1265471-12-201","1119660","Douglas Wang","Big Wang Capital","1 Morningside Dr","San Francisco","CA","94132","2020-12-15T00:00:00.000","2020-12-15T00:00:00.000","2020-12-15T00:00:00.000","2020-12-15T00:00:00.000",,,,,,"5210-5239 5300-5399 7210-7219","Multiple","Financial Services; Real Estate and Rental and Leasing Services; Accommodations","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.4926235 37.733616)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","43","10","8","35","43"
"0444187-01-001-0444187","0444187-01-001","0444187","Doggie Boogie Productions LLC","Doggie Boogie Productions LLC","57 Saturn St","San Francisco","CA","94114","2009-11-04T00:00:00.000","2016-12-30T00:00:00.000","2009-11-04T00:00:00.000","2016-12-30T00:00:00.000",,,,,,,,,"false","false",,,,"8","Castro/Upper Market",,"POINT (-122.442048 37.762524)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","113","7","5","5","113"
"0453138-01-001-0453138","0453138-01-001","0453138","Northern Ca Tamu Samaj Inc","Nc Tamu Samaj","685 25th Ave","San Francisco","CA","94121","2009-12-07T00:00:00.000",,"2009-12-07T00:00:00.000",,,"321 S 19th St","Richmond","94804","CA",,,,"false","false",,,,"1","Outer Richmond",,"POINT (-122.4847485 37.776645)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"1031959-06-151-1015242","1031959-06-151","1015242","Scanlan Esther","Scanlan Consulting LLC","1635 Gough St 303","San Francisco","CA","94109","2015-05-29T00:00:00.000","2018-06-18T00:00:00.000","2015-05-29T00:00:00.000","2018-04-05T00:00:00.000",,,,,,,,,"false","false",,,,"5","Pacific Heights",,"POINT (-122.425632 37.788633)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","100","4","11","30","100"
"1049609-01-161-1023308","1049609-01-161","1023308","Divaa San, Inc","Divaa San, Inc","865 Market St","San Francisco","CA","94103","2015-06-19T00:00:00.000","2021-06-30T00:00:00.000","2015-06-19T00:00:00.000","2021-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.407173 37.783953)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
