"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0454160-01-999-0454160","0454160-01-999","0454160","Montbleau & Associates Inc","Montbleau & Associates Inc","555 Raven St","San Diego","CA","92102","2010-11-22T00:00:00.000","2024-04-01T00:00:00.000","2010-11-22T00:00:00.000","2024-04-01T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-117.106983968 32.711076989)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0194941-01-001-0194941","0194941-01-001","0194941","Schwerin John W & Paula","960 Pine St Apartments","960 Pine St","San Francisco","CA","94108","1989-04-14T00:00:00.000","2021-03-29T00:00:00.000","1989-04-14T00:00:00.000","2021-03-29T00:00:00.000",,,,,,,,,"false","false",,,,"3","Nob Hill",,"POINT (-122.4117945 37.791027)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","16","6","3","21","16"
"1309283-07-221-1136743","1309283-07-221","1136743","Hui & Lee's Corp.","Papa's Kitchen","1705 Haight St","San Francisco","CA","94117","2022-07-06T00:00:00.000",,"2022-07-06T00:00:00.000",,,"398 Winding Way","San Francisco","94112","CA","7220-7229","Food Services","Food Services","false","false","H24","RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT","5","Haight Ashbury",,"POINT (-122.45094 37.769265)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","25","7","11","3","25"
"0474533-01-999-0474533","0474533-01-999","0474533","Prospec Inc","Prospec Inc","1164 E Valencia Dr","Fullerton","CA","92831","2012-11-06T00:00:00.000","2013-05-31T00:00:00.000","2012-11-06T00:00:00.000","2013-05-31T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-117.907948996 33.865742993)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1071179-05-161-0481441","1071179-05-161","0481441","Rtr Food Concepts Inc","Take One Pizza","1028 Mission St","San Francisco","CA","94103","2013-07-01T00:00:00.000","2022-01-31T00:00:00.000","2016-05-17T00:00:00.000","2022-01-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market","Central Market","POINT (-122.4095445 37.780497)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"1221076-05-191-0344297","1221076-05-191","0344297","Sterling Bank Services Inc","Cennox, Inc","3075 St Thomas Dr","Missoula","MT","59803","2000-06-01T00:00:00.000",,"2000-06-01T00:00:00.000",,,"1015 Windward Ridge Pkwy","Alpharetta","30005","GA","8100-8139","Certain Services","Certain Services","false","false",,,,,,,"POINT (-114.052413681 46.817533833)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1185946-04-181-1086741","1185946-04-181","1086741","Fortress Data Centers LLC","Fortress Data Centers LLC","274 Brannan St Ste B107","San Francisco","CA","94107","2015-08-01T00:00:00.000",,"2015-08-01T00:00:00.000",,,"214 Main St Unit 316","El Segundo","90245","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.3917065 37.782342)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"0385049-04-999-0385049","0385049-04-999","0385049","Securitas Technology Corporation","Stanley Convergent Sec Sol Inc","6000 Nathan Ln North 300","Minneapolis","MN","55442","2008-04-17T00:00:00.000",,"2008-04-17T00:00:00.000","2017-10-26T00:00:00.000",,"11899 Exit 5 Pkwy Ste 100","Fishers","46037","IN",,,,"false","false",,,,,,,"POINT (-93.40575732 45.062250111)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0335856-12-001-0335856","0335856-12-001","0335856","Ace Parking Management Inc","Ace Parking Management Inc","530 Bush St","San Francisco","CA","94108","2000-02-01T00:00:00.000",,"2007-04-01T00:00:00.000",,,"645 Ash St","San Diego","92101","CA","8100-8139","Certain Services","Certain Services","true","false",,,,"3","Financial District/South Beach",,"POINT (-122.406084 37.790622)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","8","104"
"1004635-08-141-1002798","1004635-08-141","1002798","June Sf LLC","Headlands Brewing Company","644 Mason St","San Francisco","CA","94129","2014-08-14T00:00:00.000","2020-06-30T00:00:00.000","2014-08-15T00:00:00.000","2020-06-30T00:00:00.000",,,,,,,,,"false","false",,,,"2","Presidio",,"POINT (-122.4648675 37.80306)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","3",,"6","27","3"
