"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1231584-08-191-1105677","1231584-08-191","1105677","Roxy Gribben","Roxy Marketing","24 Sotelo Ave","San Francisco","CA","94116","2019-08-19T00:00:00.000","2020-12-31T00:00:00.000","2019-08-19T00:00:00.000","2020-12-31T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"7","West of Twin Peaks",,"POINT (-122.4636075 37.748709)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","45","10","8","41","45"
"0383074-01-001-0383074","0383074-01-001","0383074","Ub Builders Inc","Ub Builders Inc","290 9th Ave","San Francisco","CA","94118","2005-01-01T00:00:00.000","2018-06-30T00:00:00.000","2006-08-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"1","Inner Richmond",,"POINT (-122.4674865 37.783071)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"1244951-02-201-1029772","1244951-02-201","1029772","Golden Burma Inc","Golden Burma Restaurant #2","6 6 St","SF","CA","94103","2016-03-31T00:00:00.000",,"2020-01-22T00:00:00.000",,,"15 Boarman Place","San Francisco","94103","CA","7220-7229","Food Services","Food Services","false","false",,,,"6","South of Market","Central Market","POINT (-122.4101925 37.781874)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"1336648-06-231-1148141","1336648-06-231","1148141","Linehan Electric","Linehan Electric","90 Charter Ave","San Francisco","CA","94070","2023-06-28T00:00:00.000","2023-09-05T00:00:00.000","2023-06-28T00:00:00.000","2023-09-05T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.40531 37.736816)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","82","2","9","1","82"
"0457120-02-001-0457120","0457120-02-001","0457120","Soft Gold Ghee Inc","Bell And Ghee","389 Clementina St","San Francisco","CA","94103","2011-02-01T00:00:00.000","2018-06-30T00:00:00.000","2013-08-06T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4034785 37.78083)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1170178-12-171-1080511","1170178-12-171","1080511","Yalith Fonfa","Yalith Fonfa","459 Fulton St Ste 102","San Francisco","CA","94105","2017-12-01T00:00:00.000","2022-06-29T00:00:00.000","2017-12-01T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,"6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"5","Hayes Valley",,"POINT (-122.424314579 37.778604448)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","22","4","11","9","22"
"0457273-01-001-0457273","0457273-01-001","0457273","Song Libin","Libin Song","1546 19th Ave","San Francisco","CA","94122","2011-03-20T00:00:00.000","2011-05-12T00:00:00.000","2011-04-01T00:00:00.000","2011-05-12T00:00:00.000",,,,,,,,,"false","false",,,,"7","Inner Sunset",,"POINT (-122.476401 37.75896)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","44","10","8","14","44"
"1229855-08-191-1105026","1229855-08-191","1105026","Aleksey Lavor","Galeksey","3474 Scotland Drive Dr","Antelope","CA","95843","2019-07-01T00:00:00.000","2020-12-31T00:00:00.000","2019-07-01T00:00:00.000","2020-12-31T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-121.385172392 38.707213331)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1051702-01-161-1024417","1051702-01-161","1024417","Nicholas Dubois","Nicholas Dubois","1246 38th Ave","San Francisco","CA","94122","2016-01-18T00:00:00.000",,"2016-01-18T00:00:00.000",,,"1246 38th Ave","San Francisco","94122","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.497236 37.763649)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1161054-09-171-1076090","1161054-09-171","1076090","Gist Consulting","Gist Consulting","1390 Market Street Ste 200","San Francisco","CA","94114","2017-09-01T00:00:00.000","2021-06-30T00:00:00.000","2017-09-01T00:00:00.000","2021-06-30T00:00:00.000","***Administratively Closed",,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","Tenderloin","Central Market","POINT (-122.4174465 37.777077)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","21","4","10","36","21"
