"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1293962-12-211-1130603","1293962-12-211","1130603","Zhi Lei","R & K Groceries Store","764 Clay St","San Francisco","CA","94108","2021-12-20T00:00:00.000","2023-03-08T00:00:00.000","2021-12-20T00:00:00.000","2022-03-14T00:00:00.000",,,,,,"4400-4599","Retail Trade","Retail Trade","false","false",,,,"3","Chinatown","Chinatown","POINT (-122.4059535 37.794429)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"1200805-09-181-1092794","1200805-09-181","1092794","Juan Elvira","Jz Construction","490 Lakepark Ave 10575","Oakland","CA","94610","2018-09-18T00:00:00.000",,"2018-09-18T00:00:00.000",,,"490 Lakepark Ave 10575 Unit","Oakland","94610","CA","2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.247271558 37.810778742)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0328149-01-001-0328149","0328149-01-001","0328149","Chen Yu Ying","Quarts' N Pints","2434 Noriega St","San Francisco","CA","94122","1999-07-13T00:00:00.000","2017-10-01T00:00:00.000","1999-07-13T00:00:00.000","2017-10-01T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside","Noriega","POINT (-122.49 37.753911)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1383139-03-251-1167576","1383139-03-251","1167576","Carlos Estrada Coyoy","Coyoy Painting & Maintenance","276 Parque Dr","San Francisco","CA","94134","2025-03-11T00:00:00.000",,"2025-03-11T00:00:00.000",,,"276 Parque Dr","San Francisco","94134","CA",,,,"false","false",,,,"10","Visitacion Valley",,"POINT (-122.4229455 37.709676)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","74","9","9","40","74"
"1297790-02-221-1132173","1297790-02-221","1132173","Sunlight Acupuncture And Health Inc","Sunlight Acupuncture And Health Inc","966 Geneva Ave","San Francisco","CA","94112","2022-02-14T00:00:00.000",,"2022-02-14T00:00:00.000",,,"966 Geneva Ave","San Francisco","94112","CA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"11","Excelsior",,"POINT (-122.440203 37.715697)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","58","9","1","7","58"
"1201589-09-181-1093224","1201589-09-181","1093224","Eric Clayton","Eric Clayton Dba Clayton Plumbing","46 Entrada Cir","American Canyon","CA","94503","2018-09-27T00:00:00.000","2022-06-29T00:00:00.000","2018-09-27T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-122.245873987 38.161890064)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0450633-02-999-0450633","0450633-02-999","0450633","Vassar Amy Cr","Diy Knot Weddings & Events","168 Juanita Ave","Pacifica","CA","94044","2010-07-07T00:00:00.000","2022-04-27T00:00:00.000","2012-07-01T00:00:00.000","2022-04-27T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.477939968 37.613283981)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1025577-04-151-1012344","1025577-04-151","1012344","Guerilla Catering","Guerilla Catering","101 Horne Ave 1501","San Francisco","CA","94124","2015-04-10T00:00:00.000",,"2015-04-10T00:00:00.000",,,"Po Box 884424","San Francisco","94188","CA","7220-7229","Food Services","Food Services","false","false","H74","CATERER","CATERER","10","Bayview Hunters Point",,"POINT (-122.365044 37.727568)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","78","2","9","1","78"
"1003080-07-141-1002062","1003080-07-141","1002062","Mint Development Lp","Hampton Inn San Francisco Downtown Convention Center","942 Mission St","San Francisco","CA","94103","2014-07-29T00:00:00.000",,"2014-07-29T00:00:00.000",,,"1001 Broadway Ste 300","Millbrae","94030","CA","7210-7219","Accommodations","Accommodations","false","true","D04 D26 H26 H93 HHH","Multiple","PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; STATION TANKS - ABOVE GROUND; RESTAURANT - OVER 2,000 SQFT; ONSITE NON-POTABLE WATER SYSTEMS - RAINWATER; HEALTHY HOUSING HOTELS","6","South of Market","Central Market","POINT (-122.4077895 37.78218)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"1237839-11-191-1108284","1237839-11-191","1108284","Ina Pashive","W And W Builders Group Inc.","18600 Collins St 207","Tarzana","CA","91356","2019-11-05T00:00:00.000","2020-02-20T00:00:00.000","2019-11-05T00:00:00.000","2020-02-20T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-118.538266019 34.174176997)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
