"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1043387-10-151-1020292","1043387-10-151","1020292","Bimobject Inc","Bimsupply","1 Market St Spear Twr #3600","San  Francisco","CA","94105","2015-10-26T00:00:00.000","2016-04-27T00:00:00.000","2015-10-26T00:00:00.000","2016-04-27T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.394755031 37.79438927)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","10","8","108"
"1376129-12-241-1164570","1376129-12-241","1164570","Callcurrent, Inc.","Mightycall","919 N Market St Ste 950","Wilmington","DE","19801","2024-12-01T00:00:00.000",,"2024-12-01T00:00:00.000",,,"919 N Market St Ste 950","Wilmington","19801","DE","5100-5199","Information","Information","false","false",,,,,,,"POINT (-75.548235148 39.745431859)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1148733-05-171-1071167","1148733-05-171","1071167","Mitchell Marital Trust","2550 Ocean Ave (50%)","2443 Fillmore St Unit 536","San Francisco","CA","94115","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000","2019-11-25T00:00:00.000",,"2443 Fillmore St Unit 536","San Francisco","94115","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Pacific Heights",,"POINT (-122.434821 37.792197)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","6","30","102"
"1366681-07-241-1160589","1366681-07-241","1160589","Five And Diamond, Inc","Five And Diamond","3162 16th St","San Francisco","CA","94103","2024-07-22T00:00:00.000",,"2024-07-22T00:00:00.000","2024-08-31T00:00:00.000",,"11575 Sw Pacific Highway Hwy 1116","Tigard","97223","OR","4400-4599","Retail Trade","Retail Trade","false","false",,,,"9","Mission",,"POINT (-122.4234 37.765089)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","37","3","5","20","37"
"0399533-03-001-0399533","0399533-03-001","0399533","Bui Huong Thu Thi","Sally's Nail Spa","3915 24th St A","San Francisco","CA","94114","2006-07-01T00:00:00.000","2016-08-25T00:00:00.000","2013-08-01T00:00:00.000","2016-08-25T00:00:00.000",,,,,,,,,"false","false",,,,"8","Noe Valley","24th St","POINT (-122.430051 37.751301)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","84","3","5","22","84"
"0345814-01-001-0345814","0345814-01-001","0345814","Klynstra Sika S","Dynamo Deliveries","1604 Dolores St","San Francisco","CA","94110","2001-05-07T00:00:00.000","2018-06-30T00:00:00.000","2002-09-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"8","Noe Valley",,"POINT (-122.4246015 37.743624)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","84","9","5","22","84"
"1205217-11-181-0451316","1205217-11-181","0451316","Stratford School Inc","Stratford Schools","645 14th Ave","San Francisco","CA","94118","2008-09-01T00:00:00.000",,"2018-11-09T00:00:00.000",,,"Po Box 11808","Atlanta","30355","GA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false","D04","PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY","PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY","1","Outer Richmond",,"POINT (-122.4726615 37.775988)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","29","5"
"1018362-02-151-1008857","1018362-02-151","1008857","F & H Construction","F & H Construction","1115 E Lockeford St","Lodi","CA","95240","2015-02-06T00:00:00.000","2023-01-02T00:00:00.000","2015-02-06T00:00:00.000","2023-01-02T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-121.254732963 38.138866987)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1226156-06-191-1103555","1226156-06-191","1103555","Accelar, Inc.","Prontocharters.Com","177 Park Ave Ste 200","San Jose","CA","95113","2019-06-01T00:00:00.000",,"2019-06-01T00:00:00.000",,,"111 N Market St 300 Ste","San Jose","95113","CA","4800-4999","Transportation and Warehousing","Transportation and Warehousing","false","false",,,,,,,"POINT (-121.891256032 37.331909988)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1176871-01-181-0376820","1176871-01-181","0376820","Chan Corey/Lee Jeffrey/Et Al","Of Course Lion Source","9 Encanto Ave","San Francisco","CA","94115","2004-04-26T00:00:00.000",,"2018-01-24T00:00:00.000",,,"9 Encanto Ave","San Francisco","94115","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"2","Lone Mountain/USF",,"POINT (-122.4437985 37.779795)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","13","7","6","18","13"
