"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1184287-04-181-0396202","1184287-04-181","0396202","Rauxa Direct LLC","Rauxa Direct LLC","95 Third St 271 & 28","San Francisco","CA","94103","2005-03-14T00:00:00.000","2019-09-28T00:00:00.000","2018-04-04T00:00:00.000","2018-04-04T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"6","Financial District/South Beach",,"POINT (-122.40214762 37.786378756)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","6","10","8","32"
"1174962-01-181-1081794","1174962-01-181","1081794","Leigh Mcmonigle","350 15th Avenue","350 15th Ave","San Francisco","CA","94118","2018-01-09T00:00:00.000","2018-02-14T00:00:00.000","2018-01-09T00:00:00.000","2018-02-14T00:00:00.000",,,,,,"7210-7219","Accommodations","Accommodations","false","false",,,,"1","Outer Richmond",,"POINT (-122.4737145 37.781559)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","29","5"
"0931876-03-001-0931876","0931876-03-001","0931876","Notestein Loeb Deborah","Deborah Notestein Loeb","2001 California St 101","San Francisco","CA","94109","1999-11-17T00:00:00.000",,"2012-07-24T00:00:00.000","2016-06-01T00:00:00.000",,"235 Montgomery St 30 Fl","San Francisco","94104","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"5","Pacific Heights",,"POINT (-122.4274995 37.789407)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","11","30","102"
"0405082-01-001-0405082","0405082-01-001","0405082","Pacific Royale Lp","Pacific Royale Lp","2985 Pacific Ave","San Francisco","CA","94115","2007-01-01T00:00:00.000",,"2007-01-01T00:00:00.000","2017-05-10T00:00:00.000",,"Po Box 470068","San Francisco","94147","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Pacific Heights",,"POINT (-122.4442125 37.791873)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","8","6","30","102"
"1252174-05-201-1058654","1252174-05-201","1058654","Side Inc","Calnative Real Estate","580 4th St","San Francisco","CA","94107","2016-09-01T00:00:00.000",,"2020-05-15T00:00:00.000",,,"580 4th St","San Francisco","94107","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","South of Market",,"POINT (-122.396967 37.778499)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1179718-02-181-1083903","1179718-02-181","1083903","Paul Migdal","Mrm Consulting Services","200 Brannan St Bldg 234","San Francisco","CA","94107","2018-02-15T00:00:00.000","2019-12-31T00:00:00.000","2018-02-15T00:00:00.000","2019-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.389966108 37.783566497)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","31","1","10","8","31"
"1025632-04-151-1012370","1025632-04-151","1012370","Cali Summer Club LLC","Cali Summer Club LLC","120 Treat Ave","San Francisco","CA","94110","2015-03-25T00:00:00.000","2019-06-30T00:00:00.000","2015-03-25T00:00:00.000","2015-05-20T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.412552808 37.767848442)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1340086-08-231-1147444","1340086-08-231","1147444","Adryanna Sadge","Fyre Dragonness","451 Donahue St Unit 502","San Francisco","CA","94124","2023-06-03T00:00:00.000","2024-02-01T00:00:00.000","2023-06-03T00:00:00.000","2024-02-01T00:00:00.000",,,,,,"5100-5199","Information","Information","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.371311265 37.727489861)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","78","2","9","1","78"
"1223848-05-191-1102645","1223848-05-191","1102645","Pace Performance Construction, Inc","Pace Performance Construction, Inc","2150 Bell Ave Ste 150","Sacramento","CA","95838","2019-05-31T00:00:00.000","2021-02-26T00:00:00.000","2019-05-31T00:00:00.000","2021-02-26T00:00:00.000",,,,,,"2300-2399","Construction","Construction","false","false",,,,,,,"POINT (-121.416885742 38.646462806)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0405782-01-999-0405782","0405782-01-999","0405782","Ali Ahsan B","Ali Ahsan B","238 Miriam St","Daly City","CA","94014","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","2007-01-01T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,,,,"POINT (-122.465192015 37.700411015)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1175978-01-181-1082280","1175978-01-181","1082280","Anatoly Lapchuk","Airbnb Registration","1306 43rd Ave Apt 2","San Francisco","CA","94122","2018-01-16T00:00:00.000","2018-09-01T00:00:00.000","2018-01-16T00:00:00.000","2018-09-01T00:00:00.000",,,,,,"7210-7219","Accommodations","Accommodations","false","false",,,,"4","Sunset/Parkside",,"POINT (-122.5025775 37.762236)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","39","10","7","35","39"
"1271816-03-211-1122299","1271816-03-211","1122299","Aspel Lp","Aspel Lp","1485 Bayshore Blvd","San Francisco","CA","94124","2020-01-01T00:00:00.000",,"2020-01-01T00:00:00.000",,,"482 Bryant St","San Francisco","94107","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.4006435 37.725939)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"1201076-09-181-1092955","1201076-09-181","1092955","Ernest Keith Haywood","Ernest Carpet Cleaning","405 Sycamore Ave Apt 6","Hayward","CA","94544","2018-09-01T00:00:00.000","2022-06-29T00:00:00.000","2018-09-01T00:00:00.000","2018-09-28T00:00:00.000",,,,,,"7210-7219","Accommodations","Accommodations","false","false",,,,,,,"POINT (-122.083618027 37.660662019)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0386154-01-001-0386154","0386154-01-001","0386154","Bayvaricomp Inc","Bayvaricomp","419 Collingwood St","San Francisco","CA","94114","2005-02-22T00:00:00.000","2020-12-31T00:00:00.000","2005-02-22T00:00:00.000","2020-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"8","Noe Valley",,"POINT (-122.435316 37.755648)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","115","3","5","22","115"
