"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1031268-06-151-1014876","1031268-06-151","1014876","Carpeneti Richard","Richard Carpeneti","640 Douglass St #646","San Francisco","CA","94114","2015-06-01T00:00:00.000",,"2015-06-01T00:00:00.000",,,"2443 Fillmore St # 271","San Francisco","94115","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"8","Noe Valley",,"POINT (-122.438934 37.753542)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","51","3","5","22","51"
"1354112-02-241-1155698","1354112-02-241","1155698","Brionna Mcghee","Selfieology","1150 El Camino","San Bruno","CA","94066","2024-01-01T00:00:00.000","2025-01-03T00:00:00.000","2024-01-01T00:00:00.000","2024-01-01T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.417707025 37.636488987)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1261855-10-201-1118180","1261855-10-201","1118180","Orlando  Enrique Hernandez","The  Rock Handyman Specialist","Eddy Unit 309","San Francisco","CA","94109","2020-10-09T00:00:00.000",,"2020-10-09T00:00:00.000","2020-10-09T00:00:00.000",,"455 Eddy St 309 Unit","San Francisco","94109","CA","2300-2399","Construction","Construction","false","false",,,,"3","Nob Hill",,"POINT (-122.42116 37.79051)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","105","4","3","21","105"
"1356430-03-241-1156601","1356430-03-241","1156601","Prax Solutions","Prax Learning Institute","1067 Market St Unit 600","San Francisco","CA","94103","2024-03-01T00:00:00.000",,"2024-03-01T00:00:00.000",,,"2 Mint Plz Apt 1002","San Francisco","94103","CA",,,,"false","false",,,,"6","South of Market","Central Market","POINT (-122.411475 37.780767)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","5","10","34","32"
"0451739-01-001-0451739","0451739-01-001","0451739","Biocursor Research Inc","Biocursor Research Inc","67 Gladys St","San Francisco","CA","94110","2010-08-04T00:00:00.000","2016-12-31T00:00:00.000","2010-08-04T00:00:00.000","2016-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"9","Bernal Heights",,"POINT (-122.4228915 37.739124)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","61","9","2","2","61"
"1360354-05-241-1158209","1360354-05-241","1158209","Missionforce, LLC","Missionforce, LLC","1761 Turk St","San Francisco","CA","94115","2024-04-23T00:00:00.000",,"2024-04-23T00:00:00.000",,,"1761 Turk St","San Francisco","94115","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"5","Western Addition",,"POINT (-122.438016 37.779579)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","97","4","11","39","97"
"0418552-01-001-0418552","0418552-01-001","0418552","Asian Artwork Inc","Asian Artwork","838 Grant Ave","San Francisco","CA","94108","2007-06-10T00:00:00.000","2018-12-31T00:00:00.000","2007-06-10T00:00:00.000","2018-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Chinatown","Chinatown","POINT (-122.406318 37.794798)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","104","6","3","6","104"
"0466667-02-001-0466667","0466667-02-001","0466667","Planet Labs Inc","Planet Labs, Inc","490 2nd St 101","San Francisco","CA","94107","2012-02-07T00:00:00.000","2021-12-07T00:00:00.000","2013-06-25T00:00:00.000","2015-01-31T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.394078 37.783053)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","8","32"
"0066825-04-001-0066825","0066825-04-001","0066825","Erpen Gustav & Betty","2327 Van Ness Apartments","2327 Van Ness Ave","San Francisco","CA","94109","1968-10-01T00:00:00.000",,"1986-07-03T00:00:00.000",,,"940 Hayne Rd","Hillsborough","94010","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Marina",,"POINT (-122.424138 37.797318)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","102","4","6","13","102"
"1032306-07-151-1015429","1032306-07-151","1015429","Kelly Family Property Trust","2036 Union St Apts","2306 Union St","San Francisco","CA","94123","2015-07-01T00:00:00.000",,"2015-07-01T00:00:00.000",,,"3475 California St","San Francisco","94118","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"2","Marina",,"POINT (-122.437431 37.797003)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","14","4","6","13","14"
"0957532-01-003-0957532","0957532-01-003","0957532","Electronic Data Systems Corp","Electronic Data Systems Corp","1 Market Pz","San Francisco","CA","94105","1998-01-01T00:00:00.000","2022-06-29T00:00:00.000","1996-03-07T00:00:00.000","2022-06-29T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.394755031 37.79438927)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","10","8","108"
"1266930-01-211-1120250","1266930-01-211","1120250","Edith A Garcia","Transportes David Jr Express","2435 Mission St 2","San Francisco","CA","94110","2021-07-01T00:00:00.000",,"2021-07-01T00:00:00.000",,,"2435 Mission St 2","San Francisco","94110","CA","4800-4999","Transportation and Warehousing","Transportation and Warehousing","false","false",,,,"9","Mission",,"POINT (-122.418657 37.758069)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","53","3","2","20","53"
"1227855-07-191-1104203","1227855-07-191","1104203","Nahua Pizza LLC","Nahua Pizza","103 Horne Ave","San Francisco","CA","94124","2019-07-01T00:00:00.000",,"2019-07-01T00:00:00.000","2024-01-01T00:00:00.000",,"2101 106th Ave","Oakland","94603","CA","7220-7229","Food Services","Food Services","false","false","H74","CATERER","CATERER","10","Bayview Hunters Point",,"POINT (-122.3656245 37.726596)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","78","2","9","1","78"
"1307842-06-221-1058654","1307842-06-221","1058654","Side Inc","The Wellmakers Real Estate Group","580 4th St","San Francisco","CA","94107","2016-09-01T00:00:00.000",,"2022-06-16T00:00:00.000",,,"580 4th St","San Francisco","94107","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"6","South of Market",,"POINT (-122.396967 37.778499)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
