"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"1016828-01-151-1008044","1016828-01-151","1008044","Zhou Can Quan","Yong Fa","5151 Mission St","San Francisco","CA","94112","2015-01-23T00:00:00.000","2015-11-30T00:00:00.000","2015-01-23T00:00:00.000","2015-11-30T00:00:00.000",,,,,,,,,"false","false",,,,"11","Excelsior",,"POINT (-122.440941 37.716111)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","58","9","1","7","58"
"0303754-06-002-0303754","0303754-06-002","0303754","Gawfco Enterprises Inc","Potrero 76","401 Potrero Ave","San Francisco","CA","94110","2006-06-29T00:00:00.000",,"2013-08-23T00:00:00.000",,,"3669 Mt Diablo Blvd","Lafayette","94549","CA","4400-4599","Retail Trade","Retail Trade","false","false","D08 D13 D19 H07 H31 POS01 WM08","Multiple","STATION TANKS - UNDERGROUND; MOTOR FUEL DISPENCING FACILITIES; STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS; RETAIL MKTS W/FOOD PREP (UNDER 5,001); TOBACCO SALES -ANNUAL LICENSE FEE; POINT OF SALES; RETAIL MOTOR FUEL METERS","10","Mission",,"POINT (-122.4070695 37.764288)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","54","3","9","20","54"
"0441860-01-001-0441860","0441860-01-001","0441860","Tomlinson Jake C","Jake Tomlinson","390 Chestnut St","San Francisco","CA","94133","2009-08-24T00:00:00.000",,"2009-08-24T00:00:00.000",,,"390 Chestnut St","San Francisco","94133","CA",,,,"false","false",,,,"3","North Beach",,"POINT (-122.4096975 37.804311)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","23","106"
"1017829-02-151-1008586","1017829-02-151","1008586","Hormel Investments Lp Fund #2","Hormel Investments Lp Fund #2","19 Sutter St","San Francisco","CA","94104","2005-02-08T00:00:00.000","2022-02-28T00:00:00.000","2005-02-08T00:00:00.000","2018-01-01T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.400918 37.79001)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0398554-01-001-0398554","0398554-01-001","0398554","Davis Donald R","Uncorked Events","2 Alhambra Way #103","San Francisco","CA","94123","2006-05-01T00:00:00.000","2014-04-30T00:00:00.000","2006-05-01T00:00:00.000","2014-04-30T00:00:00.000",,,,,,,,,"false","false",,,,"2","Marina",,"POINT (-122.437543454 37.803053013)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","17","4","6","13","17"
"0368435-03-001-0368435","0368435-03-001","0368435","Smooth Spirits LLC","Live Smooth Music","2107 21st Av","San Francisco","CA","94116","2003-07-03T00:00:00.000","2016-12-31T00:00:00.000","2008-07-11T00:00:00.000","2016-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"4","Sunset/Parkside",,"POINT (-122.478507 37.748331)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","40","10","7","35","40"
"1127883-11-161-1061402","1127883-11-161","1061402","Jenny Torres","Jenny Torres","367 Lester Ave Apt B","Oakland","CA","94606","2016-11-18T00:00:00.000","2018-01-01T00:00:00.000","2016-11-18T00:00:00.000","2018-01-01T00:00:00.000","***Administratively Closed",,,,,"4800-4999","Transportation and Warehousing","Transportation and Warehousing","false","false",,,,,,,"POINT (-122.256284183 37.817189397)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1004799-08-141-1002983","1004799-08-141","1002983","Mainland Market Co","Mainland Market Co","5601 Geary Blvd","San Francisco","CA","94121","2014-08-20T00:00:00.000","2018-04-24T00:00:00.000","2014-08-20T00:00:00.000","2018-04-24T00:00:00.000",,,,,,,,,"false","false",,,,"1","Outer Richmond","Geary Boulevard","POINT (-122.4795825 37.78002)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"1294343-01-221-1076997","1294343-01-221","1076997","Collective Capital LLC","Collective Capital LLC","767 C Portola St","San Francisco","CA","94129","2015-12-04T00:00:00.000",,"2022-01-02T00:00:00.000",,,"767c Portola St","San Francisco","94129","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"2","Presidio",,"POINT (-122.454018 37.792917)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","3",,"6","27","3"
"0472172-01-001-0472172","0472172-01-001","0472172","Shubaev Lev","E & M Auto Sales","1890 Evans Ave","San Francisco","CA","94124","2012-08-22T00:00:00.000","2018-06-30T00:00:00.000","2012-08-22T00:00:00.000","2018-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false",,,,"10","Bayview Hunters Point",,"POINT (-122.3931015 37.746144)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","56","2","9","1","56"
