"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0421439-02-001-0421439","0421439-02-001","0421439","San Francisco Bay Boat Cruises","Exotic Dance Cruise","20 Parkridge Dr 11","San Francisco","CA","94131","2007-09-15T00:00:00.000","2015-04-27T00:00:00.000","2008-08-01T00:00:00.000","2015-04-27T00:00:00.000",,,,,,,,,"false","false",,,,"8","Twin Peaks",,"POINT (-122.4454545 37.751184)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","51","7","5","38","51"
"1350649-01-241-1154172","1350649-01-241","1154172","Astronomer, Inc.","Astronomer, Inc.","8 California St Ste 524","San Francisco","CA","94111","2020-06-09T00:00:00.000",,"2020-06-09T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.396724 37.793826)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0926213-01-999-0926213","0926213-01-999","0926213","Milligan, Bill","Bill Milligan Landscaping","190 Ryland St Apt 1423","San Jose","CA","95110","1994-01-01T00:00:00.000","2022-01-01T00:00:00.000","2008-08-15T00:00:00.000","2022-01-01T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-121.897860971 37.340960012)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1036165-08-151-1016894","1036165-08-151","1016894","Chen Miranda","1342 Broadway St","1342 Broadway","San Francisco","CA","94109","2015-08-08T00:00:00.000","2019-12-31T00:00:00.000","2015-08-08T00:00:00.000","2019-12-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Russian Hill",,"POINT (-122.419233 37.796481)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","107","6","3","32","107"
"0489222-01-001-0489222","0489222-01-001","0489222","Isherwood Michelle","Michelle Isherwood","548 Brannan St 116","San Francisco","CA","94107","2014-05-05T00:00:00.000","2015-05-01T00:00:00.000","2014-05-05T00:00:00.000","2015-05-01T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.397723 37.777626)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1173578-12-171-1040503","1173578-12-171","1040503","Alonso Joel","Alonso Joel","320 S 8th St","Richmond","CA","94804","2006-11-08T00:00:00.000",,"2006-11-08T00:00:00.000","2015-09-07T00:00:00.000",,"75 Charter Oak Ave","San Francisco","94124","CA",,,,"false","false","P43","TOW CAR DRIVER","TOW CAR DRIVER",,,,"POINT (-122.361761007 37.927608997)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0394421-01-001-0394421","0394421-01-001","0394421","Kwan Wai Lan","Yee Chong Hardware Store","1319 Stockton St","San Francisco","CA","94133","2006-01-06T00:00:00.000",,"2006-01-06T00:00:00.000",,,"1319 Stockton St","San Francisco","94133","CA","4400-4599","Retail Trade","Retail Trade","false","false",,,,"3","Chinatown",,"POINT (-122.408964 37.79793)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","106","6","3","6","106"
"1242520-01-201-1110339","1242520-01-201","1110339","Midori Nakayama","Corelli Strings","110 Gonzalez Dr","San Francisco","CA","94132","2020-01-01T00:00:00.000",,"2020-01-01T00:00:00.000",,,"220 Cardenas Ave","San Francisco","94132","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"7","Lakeshore",,"POINT (-122.4756135 37.718613)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","42","10","8","16","42"
"1134924-02-171-1064844","1134924-02-171","1064844","Greyline Solutions LLC","Greyline Solutions LLC","1 Sansome St Ste 1895","San Francisco","CA","94104","2016-12-31T00:00:00.000","2022-05-20T00:00:00.000","2016-12-31T00:00:00.000","2019-02-21T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.400954 37.790487)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1156862-08-171-1072977","1156862-08-171","1072977","San Francisco Sound","San Francisco Music Hall Of Fame","1353 Bush St Ste 112","San Francisco","CA","94109","2007-04-27T00:00:00.000",,"2017-08-03T00:00:00.000",,,"1353 Bush St Ste 112","San Francisco","94109","CA",,,,"false","false",,,,"3","Nob Hill",,"POINT (-122.4195525 37.788534)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","4","3","21","50"
