"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0194569-01-001-0194569","0194569-01-001","0194569","Fong Tommy Sui Vo Etal","Wong Tai Sen Temple Services","586 6th Ave","San Francisco","CA","94118","1990-01-28T00:00:00.000",,"1990-01-28T00:00:00.000",,,"586 6th Ave","San Francisco","94118","CA","8100-8139","Certain Services","Certain Services","false","false",,,,"1","Inner Richmond",,"POINT (-122.4639135 37.777617)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","11","5"
"1146494-05-171-1042424","1146494-05-171","1042424","Mario Riveira Personal Training","Mayor Of Fitness","238 Bright St","San Francisco","CA","94132","2016-08-15T00:00:00.000","2019-05-07T00:00:00.000","2016-08-15T00:00:00.000","2017-09-01T00:00:00.000",,,,,,,,,"false","false",,,,"11","Oceanview/Merced/Ingleside",,"POINT (-122.463243 37.715067)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","65","10","1","24","65"
"0425986-02-999-0425986","0425986-02-999","0425986","Smd Investments Inc","Smd Investments Inc","80 Fairway Dr","San Rafael","CA","94901","2013-04-01T00:00:00.000",,"2013-04-01T00:00:00.000","2021-10-01T00:00:00.000",,"61 Capay Cir","So San Francisco","94080","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,,,,"POINT (-122.504624008 37.97857298)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"1253369-06-201-1114812","1253369-06-201","1114812","Jane Liu","Velovoy","150 Sutter Street 657","San Francisco","CA","94104","2020-06-01T00:00:00.000","2020-09-01T00:00:00.000","2020-06-01T00:00:00.000","2020-09-01T00:00:00.000",,,,,,"5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.403002326 37.789968066)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"1171787-12-171-1026770","1171787-12-171","1026770","Fenstermaker Donna","Fenstermaker Donna","185 Hillcrest Rd","Berkeley","CA","94705","2004-09-30T00:00:00.000","2023-06-30T00:00:00.000","2004-09-30T00:00:00.000","2023-06-30T00:00:00.000","***Administratively Closed",,,,,,,,"false","false","H68","GENERAL MASSAGE PRACTITIONER","GENERAL MASSAGE PRACTITIONER",,,,"POINT (-122.243841962 37.852961988)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0359352-01-001-0359352","0359352-01-001","0359352","Dominion Equity Inc","Dominion Equity Inc","210 Post St Ste 510","San Francisco","CA","94108","2002-09-01T00:00:00.000","2019-03-31T00:00:00.000","2002-09-01T00:00:00.000","2019-03-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.405526 37.788939)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","19","6","3","8","19"
"0371947-02-001-0371947","0371947-02-001","0371947","Reyzelman Victoria","Conscious Chiropractic","220 Montgomery St Ste 305","San Francisco","CA","94104","2003-11-13T00:00:00.000",,"2003-11-13T00:00:00.000",,,"4245 Lilac Ridge Rd","San Ramon","94582","CA","6100-6299","Private Education and Health Services","Private Education and Health Services","false","false",,,,"3","Financial District/South Beach",,"POINT (-122.402007 37.791324)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"0358027-01-999-0358027","0358027-01-999","0358027","Ncmg Inc","New Century Marble","2500 Teagarden St Ste B","San Leandro","CA","94577","2002-07-24T00:00:00.000","2018-12-31T00:00:00.000","2002-07-24T00:00:00.000","2018-12-31T00:00:00.000",,,,,,,,,"false","false",,,,,,,"POINT (-122.160030977 37.709742001)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000",,,,,
"0446198-02-001-0446198","0446198-02-001","0446198","Afterlife Inc","Afterlife Records San Francisc","988 Valencia St","San Francisco","CA","94110","2010-02-05T00:00:00.000","2022-01-15T00:00:00.000","2010-10-18T00:00:00.000","2010-10-18T00:00:00.000",,,,,,,,,"false","false",,,,"9","Mission",,"POINT (-122.421492 37.75716)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","52","3","5","20","52"
"1059611-03-161-1029264","1059611-03-161","1029264","Pineapple Restaruant Group LLC","Pineapple Bistro & Bar","580 Geary St","San Francsico","CA","94102","2016-03-22T00:00:00.000",,"2016-03-22T00:00:00.000",,,"155 108th Ave Ne 500 Ste","Bellevue","98004","WA","7220-7229","Food Services","Food Services","false","false","H26","RESTAURANT - OVER 2,000 SQFT","RESTAURANT - OVER 2,000 SQFT","3","Tenderloin",,"POINT (-122.4129915 37.786968)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","3","36","50"
