"uniqueid","ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","administratively_closed","mailing_address_1","mail_city","mail_zipcode","mail_state","naic_code","naic_code_description","naics_code_descriptions_list","parking_tax","transient_occupancy_tax","lic","lic_code_description","lic_code_descriptions_list","supervisor_district","neighborhoods_analysis_boundaries","business_corridor","location","data_as_of","data_loaded_at",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"0334813-01-001-0334813","0334813-01-001","0334813","Hess James H/Likerman Herman M","72-78 Pearl St Apts","72 Pearl St","San Francisco","CA","94103","1999-09-10T00:00:00.000",,"1999-09-10T00:00:00.000",,,"2344 Van Ness Ave Apt 10","San Francisco","94109","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"8","Mission",,"POINT (-122.4240795 37.770192)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","27","1","5","20","27"
"0421504-01-001-0421504","0421504-01-001","0421504","Bayview Senior Housing Inc","Geraldine Johnson Manor","5545 Third St","San Francisco","CA","94124","2007-04-01T00:00:00.000",,"2007-04-01T00:00:00.000","2018-08-07T00:00:00.000",,"600 California St 900 Ste","San Francisco","94108","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"10","Bayview Hunters Point","Third Street","POINT (-122.3931285 37.7271)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","86","2","9","1","86"
"0424293-01-001-0424293","0424293-01-001","0424293","Barbary Insurance Brokerage","Barbary Insurance Brokerage","230 California St Ste 700","San Francisco","CA","94111","2007-01-01T00:00:00.000","2021-03-31T00:00:00.000","2007-01-01T00:00:00.000","2021-03-31T00:00:00.000",,,,,,,,,"false","false",,,,"3","Financial District/South Beach",,"POINT (-122.399343 37.793583)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","3","8","108"
"1328964-03-231-1143725","1328964-03-231","1143725","Maureen Chen","Maureen Chen","232 17th Ave","San Francisco","CA","94121","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000",,,"100 Green St","San Francisco","94111","CA","5300-5399","Real Estate and Rental and Leasing Services","Real Estate and Rental and Leasing Services","false","false",,,,"1","Outer Richmond",,"POINT (-122.476077 37.783611)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","5","8","4","29","5"
"0441044-01-001-0441044","0441044-01-001","0441044","Tripathi M & Fatterpaker D","Shakti Enterprises-Subway","804 Bryant St","San Francisco","CA","94103","2009-05-18T00:00:00.000","2017-11-10T00:00:00.000","2009-05-18T00:00:00.000","2017-11-10T00:00:00.000",,,,,,,,,"false","false",,,,"6","South of Market",,"POINT (-122.4029475 37.776024)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","32","1","10","34","32"
"1146868-05-171-1070395","1146868-05-171","1070395","Thanh Huynh","Golden Pears Spa","629 Taylor St","San Francisco","CA","94102","2017-05-18T00:00:00.000",,"2017-05-18T00:00:00.000",,,"629 Taylor St","San Francisco","94102","CA",,,,"false","false",,,,"3","Nob Hill",,"POINT (-122.4120195 37.78857)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","50","6","3","21","50"
"1311587-08-221-1137684","1311587-08-221","1137684","Urban Alcatraz","Urban Alcatraz","423 33rd Ave # A","San Francisco","CA","94121","2021-12-17T00:00:00.000",,"2021-12-17T00:00:00.000",,,"0000 Undeliverable Mail","San Francisco","99999","CA","7100-7199","Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation","false","false",,,,"1","Outer Richmond",,"POINT (-122.493753 37.781127)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","8","8","4","29","8"
"0459828-02-001-0459828","0459828-02-001","0459828","Sagent Advisors LLC","Sagent Advisors LLC","1 Market Pl Spear Tower 35th Flr","San Francisco","CA","94105","2009-04-01T00:00:00.000","2014-10-15T00:00:00.000","2013-09-01T00:00:00.000","2014-10-15T00:00:00.000",,,,,,,,,"false","false",,,,"6","Financial District/South Beach",,"POINT (-122.394755031 37.79438927)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","108","6","10","8","108"
"1286359-09-211-1127775","1286359-09-211","1127775","Valorcode LLC","Valorcode LLC","2261 Market St Apt 4442","San Francisco","CA","94114","2021-07-07T00:00:00.000",,"2021-07-07T00:00:00.000",,,"2261 Market St Unit 4442","San Francisco","94114","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"8","Castro/Upper Market","Market/Castro","POINT (-122.4319545 37.764693)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","38","3","5","5","38"
"1334741-06-231-0199033","1334741-06-231","0199033","Misha R Cohen Inc","Chicken Soup Chinese Medicine","2300 Sutter St Ste 203","San Francisco","CA","94115","1990-04-10T00:00:00.000",,"2023-03-27T00:00:00.000",,,"2300 Sutter St Ste 203","San Francisco","94115","CA","5400-5499","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","false","false",,,,"2","Pacific Heights",,"POINT (-122.4384615 37.785735)","2025-05-02T00:00:00.000","2025-05-02T04:12:57.000","103","4","6","30","103"
