uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0403155-01-001-0403155,0403155-01-001,403155,World Savvy Inc,World Savvy,999 Sutter St 4th Flr,San Francisco,CA,94109.0,2002-07-01T00:00:00.000,,2002-07-01T00:00:00.000,2011-09-30T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999.0,CA,,,,False,False,,,,3.0,Nob Hill,,POINT (-122.416659 37.788066),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,21.0,50.0
1191597-06-181-0206783,1191597-06-181,206783,Smithton Zoya L,50-54 Potomac Apartments,50 Potomac St Bldg,San Francisco,CA,94117.0,1990-01-01T00:00:00.000,,2018-06-01T00:00:00.000,,,2800 Van Ness Ave,San Francisco,94109.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,8.0,Haight Ashbury,,POINT (-122.4323145 37.77003),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,28.0,7.0,5.0,3.0,28.0
1163465-10-171-1077214,1163465-10-171,1077214,Elizabeth Carcamo,Liz's Snacz,618 Joost Ave,San Francisco,CA,94127.0,2017-10-10T00:00:00.000,2017-10-10T00:00:00.000,2017-10-10T00:00:00.000,2017-10-10T00:00:00.000,,,,,,3100-3399 4800-4999 5100-5199 5240-5249 7220-7229,Multiple,Manufacturing; Transportation and Warehousing; Information; Insurance; Food Services,False,False,,,,7.0,West of Twin Peaks,,POINT (-122.4493785 37.732563),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,95.0,9.0,8.0,41.0,95.0
1082680-07-161-0458758,1082680-07-161,458758,Mahon Denise M,Good Mother Pet Tending,925 Cresta Way Rm 17,San Rafael,CA,94903.0,2011-04-29T00:00:00.000,2016-12-31T00:00:00.000,2015-09-01T00:00:00.000,2016-12-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.536313973 38.023055991),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1186444-04-181-1086960,1186444-04-181,1086960,Michael Blust,Oa Contractors,4427 California St,San Francisco,CA,94118.0,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,2018-04-22T00:00:00.000,,,,,,2300-2399,Construction,Construction,False,False,,,,1.0,Inner Richmond,,POINT (-122.464912626 37.784925067),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
1070570-05-161-1034433,1070570-05-161,1034433,Kornberg Bernard,Bernard Kornberg,830 Broderick St Apt 6,San Francisco,CA,94115.0,2016-02-01T00:00:00.000,2017-05-08T00:00:00.000,2016-02-01T00:00:00.000,2017-05-08T00:00:00.000,,,,,,,,,False,False,,,,5.0,Western Addition,,POINT (-122.4398205 37.778058),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,97.0,7.0,11.0,39.0,97.0
1371611-09-241-1162631,1371611-09-241,1162631,Sri Saraswathi Food LLC,Kolapasi South Indian Cuisine,3465 19th St,San Francisco,CA,94110.0,2024-09-06T00:00:00.000,,2024-09-06T00:00:00.000,,,3465 19th St,San Francisco,94110.0,CA,7220-7229,Food Services,Food Services,False,False,,,,9.0,Mission,,POINT (-122.4207765 37.759941),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
0484746-03-001-0484746,0484746-03-001,484746,Go-Mosser Properties LLC,516 Ellis St Apartments,516 Ellis St,San Francisco,CA,94109.0,2013-10-11T00:00:00.000,2017-06-28T00:00:00.000,2013-12-09T00:00:00.000,2015-07-29T00:00:00.000,,,,,,,,,False,False,,,,5.0,Tenderloin,,POINT (-122.4147285 37.784808),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
0940201-01-001-0940201,0940201-01-001,940201,Hamill Douglas Tim,Douglas Tim Hamill,369 Pine St 616,San Francisco,CA,94104.0,1995-01-03T00:00:00.000,2018-06-30T00:00:00.000,1995-01-03T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.401998 37.791729),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1337165-07-231-1148358,1337165-07-231,1148358,Texwell Apparel,Texwell Apparel,2000 Post St Apt 284,San Francisco,CA,94115.0,2023-07-05T00:00:00.000,,2023-07-05T00:00:00.000,,,2000 Post St Apt 284,San Francisco,94115.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,5.0,Japantown,,POINT (-122.4356355 37.785231),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,103.0,4.0,11.0,15.0,103.0
