uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1308517-06-221-0046324,1308517-06-221,46324,Compass Group Usa Inc,Canteen@Chime Mk_Floor 6 And 7 Kitchen,101 California St Fl 6th And 7th,San Francisco,CA,94111.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,,2400 Yorkmont Rd,Charlotte,28217,NC,7220-7229,Food Services,Food Services,False,False,H84,EMPLOYEE CAFETERIA W/FOOD PREP,EMPLOYEE CAFETERIA W/FOOD PREP,3.0,Financial District/South Beach,,POINT (-122.398047 37.793043),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1081143-07-161-0468046,1081143-07-161,468046,Xie Yongheng,Mr Xie Asian Art,821 Sacramento St,San Francisco,CA,94108.0,2012-04-06T00:00:00.000,,2016-07-04T00:00:00.000,,,116 Winter Harbor Pl,Vallejo,94591,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,3.0,Chinatown,Chinatown,POINT (-122.406534 37.793169),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,104.0,6.0,3.0,6.0,104.0
1068401-05-161-0470686,1068401-05-161,470686,Evoke Law Pc,Evoke Law Pc,244 California St Ste 507,San Francisco,CA,94111.0,2012-03-14T00:00:00.000,2024-11-01T00:00:00.000,2016-04-01T00:00:00.000,2021-06-09T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Financial District/South Beach,,POINT (-122.3996175 37.793529),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1225016-06-191-0359706,1225016-06-191,359706,Calhoun Katie B,Calhoun & Company Communications,3275 Sacramento St,San Francisco,CA,94115.0,2002-09-26T00:00:00.000,,2002-09-26T00:00:00.000,,,3275 Sacramento St,San Francisco,94115,CA,,,,False,False,,,,2.0,Presidio Heights,,POINT (-122.446503 37.788138),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
1160363-09-171-1075777,1160363-09-171,1075777,"Maker City Project, Inc.","Maker City, Inc.",233 Franklin St Ste 308,San Francisco,CA,94102.0,2017-01-01T00:00:00.000,,2017-01-01T00:00:00.000,,,Po Box 1646,El Granada,94018,CA,,,,False,False,,,,5.0,Hayes Valley,,POINT (-122.421465 37.776834),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,11.0,9.0,21.0
1195702-07-181-1090352,1195702-07-181,1090352,Tri Counties Bank,Sf Marina Dist-Branch,2197 Chestnut St,San Francisco,CA,94123.0,2018-07-07T00:00:00.000,,2018-07-07T00:00:00.000,,,311 California St Ste 100,San Francisco,94104,CA,5210-5239,Financial Services,Financial Services,False,False,,,,2.0,Marina,,POINT (-122.4393075 37.80027),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
1381919-02-251-1167076,1381919-02-251,1167076,Sigil Studios LLC,Sigil Studios,1707 Mckinnon Ave,San Francisco,CA,94124.0,2024-09-25T00:00:00.000,,2024-09-25T00:00:00.000,,,1707 Mckinnon Ave,San Francisco,94124,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.391531 37.736865),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,86.0,2.0,9.0,1.0,86.0
0485030-01-001-0485030,0485030-01-001,485030,Cho Krystal,Krystal Cho,1354 Third St Apt #309,Alameda,CA,94105.0,2013-11-23T00:00:00.000,2018-04-29T00:00:00.000,2015-02-01T00:00:00.000,2016-04-01T00:00:00.000,,,,,,,,,False,False,,,,6.0,Mission Bay,,POINT (-122.389680639 37.771517084),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,34.0,1.0,10.0,4.0,34.0
1124196-10-161-0303652,1124196-10-161,303652,Volume Services Inc,5501-Anchor Grill/Fresh Catch+Clam Chowder Soup,At&T Portables 11 24 Willie Mays Plaza Upper Centerfield 2,San Francisco,CA,94107.0,1993-04-01T00:00:00.000,2017-12-31T00:00:00.000,1993-04-01T00:00:00.000,2017-12-31T00:00:00.000,,,,,,,,,False,False,,,,6.0,Mission Bay,,POINT (-122.389496 37.778454),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,4.0,31.0
1327691-03-231-1144491,1327691-03-231,1144491,"Cerebral Medical Group, P.A.","Cerebral Medical Group, P.A.",2093 Philadelphia Pike Pike Ste 9898,Claymont,DE,19703.0,2021-10-21T00:00:00.000,,2021-10-21T00:00:00.000,,,2093 Philadelphia Pike Pike Ste 9898,Claymont,19703,DE,,,,False,False,,,,,,,POINT (-75.47445596 39.790436015),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0447126-01-001-0447126,0447126-01-001,447126,Alabama Street Housing LLC,Alabama Street Housing LLC,26 O'farrell St 300,San Francisco,CA,94108.0,2006-05-01T00:00:00.000,2011-05-27T00:00:00.000,2006-05-01T00:00:00.000,2011-05-27T00:00:00.000,,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.405544 37.786986),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
1234488-09-191-1106909,1234488-09-191,1106909,Sheila K Lang,Boogie Dawg,1888 Geneva Ave Apt 712,San Francisco,CA,94134.0,2019-09-23T00:00:00.000,2023-06-30T00:00:00.000,2019-09-23T00:00:00.000,2023-06-30T00:00:00.000,***Administratively Closed,,,,,4400-4599,Retail Trade,Retail Trade,False,False,,,,11.0,Excelsior,,POINT (-122.4244395 37.709703),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,58.0,9.0,1.0,7.0,58.0
