uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0474855-01-001-0474855,0474855-01-001,474855,Latham John T,Saturn Properties,232a Hartford St,San Francisco,CA,94114.0,2012-12-05T00:00:00.000,2016-06-01T00:00:00.000,2012-12-05T00:00:00.000,2016-06-01T00:00:00.000,,,,,,,,,False,False,,,,8.0,Castro/Upper Market,,POINT (-122.4340245 37.758789),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,115.0,3.0,5.0,5.0,115.0
1261633-10-201-1075540,1261633-10-201,1075540,Sutter Bay Medical Foundation,Sutter Pacific Medical Foundation,2351 Clay St Ste 512,San Francisco,CA,94115.0,2017-08-30T00:00:00.000,,2020-10-07T00:00:00.000,,,101 Rowland Way 101 Ste,Novato,94945.0,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,2.0,Pacific Heights,,POINT (-122.431635 37.79091),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,102.0,4.0,6.0,30.0,102.0
0941700-01-001-0941700,0941700-01-001,941700,Lewis Elizabeth,Elizabeth M. Lewis M D,3569 Sacramento St,San Francisco,CA,94118.0,1995-05-20T00:00:00.000,,1995-05-20T00:00:00.000,2020-10-01T00:00:00.000,,1022 Baker St,San Francisco,94115.0,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,2.0,Presidio Heights,,POINT (-122.451372 37.7874),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
1084495-07-161-1040210,1084495-07-161,1040210,188 King Street Hoa,188 King Street Hoa,188 King St,San Francisco,CA,94107.0,2007-03-08T00:00:00.000,,2007-03-08T00:00:00.000,,,188 King St Unit Hoa,San Francisco,94107.0,CA,,,,False,False,D26,STATION TANKS - ABOVE GROUND,STATION TANKS - ABOVE GROUND,6.0,Mission Bay,,POINT (-122.391655823 37.778419575),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,4.0,31.0
0042113-04-001-0042113,0042113-04-001,42113,Estate Of Wai Kun Chin,734-752 Vallejo Bldg,734 Vallejo St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,2014-08-28T00:00:00.000,1968-10-01T00:00:00.000,2014-08-28T00:00:00.000,,,,,,,,,False,False,,,,3.0,Chinatown,,POINT (-122.4095535 37.798677),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,6.0,106.0
1332786-05-231-1141884,1332786-05-231,1141884,Erika I Knutson Ramirez,Timeless Beauty Decor,245 S Spruce Ave Ste 800,South San Francisco,CA,94080.0,2023-01-01T00:00:00.000,2023-08-17T00:00:00.000,2023-04-03T00:00:00.000,2023-08-17T00:00:00.000,,,,,,4400-4599,Retail Trade,Retail Trade,False,False,,,,,,,POINT (-122.419316015 37.645188019),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1338920-07-231-1149085,1338920-07-231,1149085,Tina Chang,Tina Chang,1829 -33 Clement St,San Francisco,CA,94121.0,2022-01-01T00:00:00.000,,2022-01-01T00:00:00.000,,,1283 33rd Ave,San Francisco,94122.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,1.0,Outer Richmond,,POINT (-122.4790155 37.782045),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
1208955-01-191-1096522,1208955-01-191,1096522,Yao Guang Tan,Petes Launderette,600 Octavia St,San Francisco,CA,94102.0,2019-01-04T00:00:00.000,2019-01-04T00:00:00.000,2019-01-04T00:00:00.000,2019-01-04T00:00:00.000,,,,,,,,,False,False,,,,5.0,Hayes Valley,,POINT (-122.424696 37.777815),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,22.0,4.0,11.0,9.0,22.0
1044640-11-151-1020904,1044640-11-151,1020904,Woolley Susan,76 Beaumont,76 Beaumont Ave Fl,San Francisco,CA,94118.0,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,,,,,,,,,False,False,,,,2.0,Lone Mountain/USF,,POINT (-122.454765 37.78047),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,12.0,7.0,4.0,18.0,12.0
1230058-08-191-1105115,1230058-08-191,1105115,Rtw Insurance Agency LLC,Raymond Thomas Wong Insurance Agency,2655 Van Ness Ave Ste 101,San Francisco,CA,94109.0,2019-07-30T00:00:00.000,,2019-07-30T00:00:00.000,,,1326 Quintara St,San Francisco,94116.0,CA,5240-5249,Insurance,Insurance,False,False,,,,2.0,Marina,,POINT (-122.4246915 37.800072),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,15.0,4.0,6.0,13.0,15.0
