uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1086316-08-161-1041040,1086316-08-161,1041040,Grinsell Golden Gate LLC,"1940 - 1950 Ellis St., S.F., Ca 94115-3915",1248 Noriega St,San Francisco,CA,94122.0,2008-08-28T00:00:00.000,,2008-08-28T00:00:00.000,,,1248 Noriega St,San Francisco,94122,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,4.0,Sunset/Parkside,Noriega,POINT (-122.477382 37.754424),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
1188939-05-181-1087938,1188939-05-181,1087938,Five Arts Foundation,Institute Of Advanced Uncertainty (I.O.U),291-296 IVy St,San Francisco,CA,94102.0,2018-04-01T00:00:00.000,,2018-04-01T00:00:00.000,2019-02-28T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,,,,False,False,,,,5.0,Hayes Valley,,POINT (-122.422948965 37.777400416),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,11.0,9.0,21.0
1352349-02-241-1154927,1352349-02-241,1154927,Two Deer LLC,Golden Gate Goodies,601 Van Ness Ave Ste E317,San Francisco,CA,94102.0,2024-02-06T00:00:00.000,,2024-02-06T00:00:00.000,,,601 Van Ness Ave Ste E 317,San Francisco,94102,CA,3100-3399,Manufacturing,Manufacturing,False,False,,,,2.0,Western Addition,,POINT (-122.42142 37.781388),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,100.0,4.0,11.0,39.0,100.0
0448954-02-001-0448954,0448954-02-001,448954,Munkyfun Inc,Munkyfun Inc,415 Jackson St,San Francisco,CA,94111.0,2008-09-01T00:00:00.000,,2013-01-01T00:00:00.000,2019-06-30T00:00:00.000,,315 Montgomery St Fl 10,San Francisco,94104,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,3.0,Chinatown,,POINT (-122.402322 37.796472),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,6.0,106.0
1320850-12-221-1141637,1320850-12-221,1141637,Whole Health Integrative Care And Acupuncture Inc,Whole Health Integrative Care And Acupuncture,330 Townsend St Ste 232,San Francisco,CA,94107.0,2022-11-01T00:00:00.000,,2022-11-01T00:00:00.000,2024-04-01T00:00:00.000,,303 2nd St Ste 115c,San Francisco,94107,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,6.0,South of Market,,POINT (-122.395923 37.776708),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
0415649-01-001-0415649,0415649-01-001,415649,Chan Peter K K,791 7th Ave Apts,791 7th Ave Apt 3,San Francisco,CA,94118.0,2007-03-01T00:00:00.000,2021-04-26T00:00:00.000,2007-03-01T00:00:00.000,2021-04-26T00:00:00.000,,,,,,,,,False,False,,,,1.0,Inner Richmond,,POINT (-122.465142 37.773801),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
0416820-01-001-0416820,0416820-01-001,416820,Koo B Koo M Koo R Koo C,2022-2030 Jones St Apts,2030 Jones St,San Francisco,CA,94133.0,2007-04-01T00:00:00.000,,2007-04-01T00:00:00.000,,,2030 Jones St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,Russian Hill,,POINT (-122.415633 37.800036),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,107.0,6.0,3.0,32.0,107.0
1123153-10-161-1059254,1123153-10-161,1059254,Nichole Accettola,Diamondkantine,73 Diamond St,San Francisco,CA,94114.0,2016-10-09T00:00:00.000,2018-05-29T00:00:00.000,2016-10-09T00:00:00.000,2018-05-29T00:00:00.000,,,,,,7220-7229,Food Services,Food Services,False,False,,,,8.0,Castro/Upper Market,,POINT (-122.4369225 37.761246),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,38.0,3.0,5.0,5.0,38.0
1076993-06-161-1037381,1076993-06-161,1037381,Michele Perlmutter,Michele Perlmutter,24 Garces Dr,San Francisco,CA,94132.0,2016-01-01T00:00:00.000,2018-01-01T00:00:00.000,2016-01-01T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,7.0,Lakeshore,,POINT (-122.478534 37.715562),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,42.0,10.0,8.0,16.0,42.0
1274687-04-211-1123356,1274687-04-211,1123356,Miranda Jones,4ft And Up Kitchen,75 Gough St Apt 7,San Francisco,CA,94102.0,2021-04-14T00:00:00.000,2023-06-01T00:00:00.000,2021-04-14T00:00:00.000,2023-06-01T00:00:00.000,,,,,,8100-8139,Certain Services,Certain Services,False,False,,,,6.0,Hayes Valley,,POINT (-122.422554 37.773459),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,26.0,4.0,11.0,9.0,26.0
