uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0107309-00-000-0107309,0107309-00-000,107309,Cheng Miguel Art & Cheng Peggy,Cheng Miguel Art & Cheng Peggy,101 Quint St,San Francisco,CA,94124.0,1977-09-01T00:00:00.000,2013-09-06T00:00:00.000,1977-09-01T00:00:00.000,2013-09-06T00:00:00.000,,,,,,,,,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.388039 37.746333),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,56.0,2.0,9.0,1.0,56.0
0459223-01-999-0459223,0459223-01-999,459223,Express Plumbing And Rooter,Express Plumbing And Rooter,9836 Pipit Way,Elk Grove,CA,95757.0,2011-05-18T00:00:00.000,,2011-05-18T00:00:00.000,2017-09-29T00:00:00.000,,2121 Natomas Crossing Dr 200-387 Ste,Sacramento,95834.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.470618519 38.402544394),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0014673-01-001-0014673,0014673-01-001,14673,Jeanettes Travel Service Inc,Jeanettes Travel Service Inc,619 Greenwich St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,2016-05-23T00:00:00.000,2002-04-12T00:00:00.000,2016-05-23T00:00:00.000,,,,,,,,,False,False,,,,3.0,North Beach,North Beach,POINT (-122.4099225 37.802043),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,23.0,106.0
1334891-06-231-1114748,1334891-06-231,1114748,Michael Cormier,Cypress Design Co.,1836 Golden Gate Ave,San Francisco,CA,94115.0,2020-05-31T00:00:00.000,,2023-06-05T00:00:00.000,,,1836 Golden Gate Ave,San Francisco,94115.0,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,2.0,Western Addition,,POINT (-122.440923 37.778715),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,97.0,7.0,11.0,39.0,97.0
1019874-02-151-1009626,1019874-02-151,1009626,Fong Hanlon J,456 9th Ave,456 9th Ave,San Francisco,CA,94118.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,,459 12th Ave,San Francisco,94118.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,1.0,Inner Richmond,,POINT (-122.467104 37.779813),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
1089542-08-161-1042590,1089542-08-161,1042590,Kubein Edmond Charles,Bourbon County@ Clement St Wine & Spirits,2147 Clement St,San Francisco,CA,94121.0,2016-08-16T00:00:00.000,,2016-08-16T00:00:00.000,,,2147 Clement St,San Francisco,94121.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,H03 H73,Multiple,"RETAIL MKTS W/O PREP (UNDER 5,001); DEEMED APPROVED OFF-SALE ALCOHOL USE",1.0,Outer Richmond,,POINT (-122.482449 37.781883),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
0938662-01-001-0938662,0938662-01-001,938662,Wohlken Laura,Kimmel's,2144 Chestnut St,San Francisco,CA,94123.0,1989-10-01T00:00:00.000,2016-06-30T00:00:00.000,1989-10-01T00:00:00.000,2016-06-30T00:00:00.000,,,,,,,,,False,False,,,,2.0,Marina,,POINT (-122.4386955 37.800729),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
1172479-12-171-1025249,1172479-12-171,1025249,Farley Ryan Robert,Dickson Kevin P,499 33rd Ave #307,San Francisco,CA,94121.0,2013-10-23T00:00:00.000,,2013-10-23T00:00:00.000,,,499 33rd Ave Apt 307,San Francisco,94121.0,CA,,,,False,False,,,,1.0,Outer Richmond,,POINT (-122.493354995 37.779783527),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
1253862-06-201-1115011,1253862-06-201,1115011,"Auraia, Inc.",Auraia,660 4th St Ste 433,San Francisco,CA,94107.0,2020-06-15T00:00:00.000,2023-12-31T00:00:00.000,2020-06-15T00:00:00.000,2023-12-31T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,6.0,South of Market,,POINT (-122.39559 37.777239),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
0485851-01-001-0485851,0485851-01-001,485851,Hotel Utah Investments LLC,Hotel Utah,504 4th St,San Francisco,CA,94107.0,2013-12-26T00:00:00.000,,2013-12-26T00:00:00.000,,,504 4th St,San Francisco,94107.0,CA,7210-7219,Accommodations,Accommodations,False,True,HHH,HEALTHY HOUSING HOTELS,HEALTHY HOUSING HOTELS,6.0,South of Market,,POINT (-122.398146 37.7793),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
