uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1339971-08-231-1149531,1339971-08-231,1149531,Stella Luna Technologies,Twinjet,1590 Market St,San Francisco,CA,94102.0,2023-08-01T00:00:00.000,,2023-08-01T00:00:00.000,,,641411 Po Box,San Francisco,94164,CA,,,,False,False,,,,6.0,Hayes Valley,,POINT (-122.4205695 37.774341),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,1.0,11.0,9.0,21.0
1302461-04-221-1134121,1302461-04-221,1134121,Angelo Maddox,Maddox Beaver Sanchez,287 Sanchez St Apt 2,San Francisco,CA,94114.0,2022-03-01T00:00:00.000,,2022-03-01T00:00:00.000,,,287 Sanchez St Apt 2,San Francisco,94114,CA,7210-7219,Accommodations,Accommodations,False,True,,,,8.0,Castro/Upper Market,,POINT (-122.430609 37.76463),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,37.0,3.0,5.0,5.0,37.0
1075183-06-161-1036528,1075183-06-161,1036528,Sawara LLC,Neighbors Corner,499 Douglass St,San Francisco,CA,94114.0,2016-06-06T00:00:00.000,,2016-06-06T00:00:00.000,,,499 Douglass St,San Francisco,94114,CA,7220-7229,Food Services,Food Services,False,False,H24,"RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT",8.0,Castro/Upper Market,,POINT (-122.438664 37.755594),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,115.0,3.0,5.0,5.0,115.0
0445423-01-002-0445423,0445423-01-002,445423,Eyes Of Thailand LLC,Eyes Of Thailand LLC,205 28th St 3,San Francisco,CA,94131.0,2010-01-01T00:00:00.000,2014-12-30T00:00:00.000,2012-08-25T00:00:00.000,2014-12-30T00:00:00.000,,,,,,,,,False,False,,,,8.0,Noe Valley,,POINT (-122.4271395 37.745154),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,9.0,5.0,22.0,84.0
1340724-08-231-0912689,1340724-08-231,912689,Lam Yau-Man/Wai-Yin Ip Lam,Min Ngai Arts & Crafts,839 Grant Ave,San Francisco,CA,94108.0,1992-04-16T00:00:00.000,,2023-01-01T00:00:00.000,,,282 Ney St,San Francisco,94112,CA,,,,False,False,,,,3.0,Chinatown,Chinatown,POINT (-122.4065835 37.794735),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,104.0,6.0,3.0,6.0,104.0
1202570-10-181-1093679,1202570-10-181,1093679,Aecore Inc.,X3 Builders,1650 Zanker Rd Ste 126,San Jose,CA,95112.0,2018-10-10T00:00:00.000,2019-12-31T00:00:00.000,2018-10-10T00:00:00.000,2019-12-31T00:00:00.000,,,,,,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.909694039 37.372964005),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0393206-02-001-0393206,0393206-02-001,393206,Zhou Raymond C,Ray's Electrical,1474 42nd Ave,San Francisco,CA,94122.0,2005-12-01T00:00:00.000,,2006-10-01T00:00:00.000,,,1474 42nd Ave,San Francisco,94122,CA,2300-2399,Construction,Construction,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.501223 37.759257),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
0386957-03-001-0386957,0386957-03-001,386957,Mendoza Aquiles & Alexandra,Lasa,1002 Vicente St,San Francisco,CA,94116.0,2005-04-04T00:00:00.000,2013-05-31T00:00:00.000,2008-10-15T00:00:00.000,2013-05-31T00:00:00.000,,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.4779265 37.739367),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
1034555-07-151-1016341,1034555-07-151,1016341,Rosenthal K Rosenthal S,Keith Rosenthal Photography,1015 Elmo Ct,Napa,CA,94558.0,2015-07-01T00:00:00.000,2016-12-30T00:00:00.000,2015-07-01T00:00:00.000,2016-12-30T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.343169443 38.36580383),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0316039-02-001-0316039,0316039-02-001,316039,Watt Amy T,Amy T Watt Phd,3996 Mission St,San Francisco,CA,94112.0,1998-04-13T00:00:00.000,,2013-03-01T00:00:00.000,,,Po Box 2791,San Ramon,94583,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,8.0,Outer Mission,Mission Street,POINT (-122.426649 37.733859),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,93.0,9.0,5.0,28.0,93.0
1155407-07-171-1073779,1155407-07-171,1073779,"Cardtronics Usa, Inc.",San Francisco International Airport #5,620 W Field Rd,San Francisco,CA,94128.0,2002-08-01T00:00:00.000,2018-05-14T00:00:00.000,2016-08-18T00:00:00.000,2018-05-14T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.397520004 37.62213553),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1246597-02-201-1067417,1246597-02-201,1067417,"Property 501, LLC","Property 501, LLC",501 3rd St Ste 300,San Francisco,CA,94107.0,2017-01-02T00:00:00.000,,2020-01-01T00:00:00.000,,,501 3rd St 300 Ste,San Francisco,94107,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.395455 37.781316),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,8.0,31.0
1332163-05-231-1146416,1332163-05-231,1146416,"Remedial Building Company, LLC","Remedial Building Company, LLC",3000 Sand Hill Rd Bldg 3-1,Menlo Park,CA,94025.0,2023-07-01T00:00:00.000,,2023-07-01T00:00:00.000,,,3000 Sand Hill Rd Bldg 3-190,Menlo Park,94025,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,,,,POINT (-122.221134967 37.42347),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
