uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1354941-03-241-1156032,1354941-03-241,1156032,Andrew Yee,Andrew Yee,2409 Mendell St,San Francisco,CA,94124,2024-03-01T00:00:00.000,,2024-03-01T00:00:00.000,,,2409 Mendell St,San Francisco,94124.0,CA,2200-2299 3100-3399 4200-4299 4400-4599 4800-4999 5100-5199 5210-5239 5300-5399 5400-5499 5600-5699 6100-6299 7100-7199 7220-7229,Multiple,"Utilities; Manufacturing; Wholesale Trade; Retail Trade; Transportation and Warehousing; Information; Financial Services; Real Estate and Rental and Leasing Services; Professional, Scientific, and Technical Services; Administrative and Support Services; Private Education and Health Services; Arts, Entertainment, and Recreation; Food Services",False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.3957565 37.727874),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,86.0,2.0,9.0,1.0,86.0
1387693-05-251-1169493,1387693-05-251,1169493,Daniel Goulding,Daniel Goulding,151 Bernard St,San Francisco,CA,94109,2025-05-01T00:00:00.000,,2025-05-01T00:00:00.000,,,151 Bernard St,San Francisco,94109.0,CA,7210-7219,Accommodations,Accommodations,False,True,,,,3.0,Nob Hill,,POINT (-122.415939 37.796103),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,107.0,6.0,3.0,21.0,107.0
0423178-05-001-0423178,0423178-05-001,423178,Hillview Venture Capital Svllc,Impact Strat,325 Clipper St B,San Francisco,CA,94114,2007-11-16T00:00:00.000,2014-10-31T00:00:00.000,2013-02-01T00:00:00.000,2014-10-31T00:00:00.000,,,,,,,,,False,False,,,,8.0,Noe Valley,,POINT (-122.432274 37.748754),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,3.0,5.0,22.0,84.0
0438638-02-001-0438638,0438638-02-001,438638,Neumann Kim,Kim Neumann Lac,703 Market St 514,San Francisco,CA,94103,2013-11-05T00:00:00.000,2014-06-25T00:00:00.000,2013-11-05T00:00:00.000,2014-06-25T00:00:00.000,,,,,,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.4035865 37.787184),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,5.0,10.0,8.0,32.0
0448225-01-999-0448225,0448225-01-999,448225,Zephyr Tec Corp,Zephyr Tec Corp,9651 Business Ctr Dr C,Rch Cucamonga,CA,91730,2010-03-26T00:00:00.000,2017-05-31T00:00:00.000,2010-03-26T00:00:00.000,2017-05-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-117.594962026 34.097789989),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0401838-01-001-0401838,0401838-01-001,401838,"Metropark Usa, Inc",Metropark,845 Market St 309,San Francisco,CA,94103,2006-09-28T00:00:00.000,2018-06-30T00:00:00.000,2006-09-28T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,6.0,South of Market,,POINT (-122.406156 37.784106),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,5.0,10.0,34.0,32.0
1344251-10-231-1151430,1344251-10-231,1151430,3z&M Co,3z&M Co,1731 15th St Apt 306,San Francisco,CA,94103,2023-10-06T00:00:00.000,,2023-10-06T00:00:00.000,,,3400 Cottage Way Ste G2 16761,Sacramento,95825.0,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,,,,9.0,Mission,,POINT (-122.4230895 37.76625),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,37.0,3.0,5.0,20.0,37.0
1364986-06-241-1159882,1364986-06-241,1159882,Superior Roofing,Superior Roofing,501 Fulton St,San Francisco,CA,94102,2024-06-28T00:00:00.000,,2024-06-28T00:00:00.000,,,1655 S Claudina Way,Anaheim,92805.0,CA,2300-2399,Construction,Construction,False,False,,,,5.0,Hayes Valley,,POINT (-122.425245 37.778337),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,22.0,4.0,11.0,9.0,22.0
0480845-01-001-0480845,0480845-01-001,480845,Old Republic General Services,Old Republic Risk Mgmt Inc,"1 Market Plz, Spear Tower 36th Fl",San Francisco,CA,94105,2013-04-01T00:00:00.000,,2013-04-01T00:00:00.000,2017-07-25T00:00:00.000,,307 N Michigan Ave Fl,Chicago,60601.0,IL,5240-5249,Insurance,Insurance,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.394755031 37.79438927),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,10.0,8.0,108.0
0438830-01-001-0438830,0438830-01-001,438830,American Inst Of Gnostic Anthr,American Inst Of Gnostic Anthr,1524 Geneva Ave,San Francisco,CA,94112,2009-05-06T00:00:00.000,,2009-05-06T00:00:00.000,,,0000 Undeliverable Mail,San Francisco,99999.0,CA,,,,False,False,,,,11.0,Excelsior,,POINT (-122.431338 37.712484),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,58.0,9.0,1.0,7.0,58.0
