uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1100235-08-161-1047893,1100235-08-161,1047893,Yubin Chen,Binbin Windows,272 Bayshore Blvd,San Francisco,CA,94124,2016-08-29T00:00:00.000,2016-12-31T00:00:00.000,2016-08-29T00:00:00.000,2016-12-31T00:00:00.000,,,,,,4400-4599,Retail Trade,Retail Trade,False,False,,,,9.0,Bernal Heights,,POINT (-122.405364 37.744155),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,85.0,2.0,2.0,2.0,85.0
0471354-01-001-0471354,0471354-01-001,471354,Jenny Lady77 Inc,Jenny Lady77 Inc,1955 30th Ave,San Francisco,CA,94116,2012-07-26T00:00:00.000,2017-03-17T00:00:00.000,2012-07-26T00:00:00.000,2017-03-17T00:00:00.000,,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.4883935 37.750815),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
1063531-04-161-1031150,1063531-04-161,1031150,Chew Lauren Elizabeth,Lauren Chew,1443 Pacific Ave,San Francisco,CA,94109,2016-04-11T00:00:00.000,2016-08-24T00:00:00.000,2016-04-11T00:00:00.000,2016-08-24T00:00:00.000,,,,,,,,,False,False,,,,3.0,Russian Hill,,POINT (-122.418981 37.795212),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,16.0,6.0,3.0,32.0,16.0
0402590-03-001-0402590,0402590-03-001,402590,Stifel Nicolaus & Co Inc,Stifel Nicolaus & Co,1 Ferry Building,San Francisco,CA,94111,2005-12-01T00:00:00.000,,2011-10-01T00:00:00.000,,,501 N Broadway,Saint Louis,63102,MO,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.3938 37.79526),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0453558-01-002-0453558,0453558-01-002,453558,Buddha Boy Foods Inc,Sushirrito,226 Kearny St,San Francisco,CA,94108,2010-10-21T00:00:00.000,,2013-03-19T00:00:00.000,,,1534 Plaza Ln # 176,Burlingame,94010,CA,7220-7229,Food Services,Food Services,False,False,H24,"RESTAURANT - UNDER 1,000 SQFT","RESTAURANT - UNDER 1,000 SQFT",3.0,Financial District/South Beach,,POINT (-122.4036765 37.790199),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
0476190-01-999-0476190,0476190-01-999,476190,Prasadselectric Inc,Prasadselectric Inc,1405 Yosemite St,Seaside,CA,93955,2013-01-31T00:00:00.000,2013-12-31T00:00:00.000,2013-01-31T00:00:00.000,2013-12-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-121.830479019 36.606135995),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1352192-02-241-1154857,1352192-02-241,1154857,"Wallpaper Imports, Inc",Phillip Jeffries Ltd,101 Henry Adams St,San Francisco,CA,94103,2018-09-01T00:00:00.000,,2018-09-01T00:00:00.000,2018-08-31T00:00:00.000,,180 Passaic Ave,Fairfield,07004,NJ,4200-4299,Wholesale Trade,Wholesale Trade,False,False,,,,6.0,Mission Bay,,POINT (-122.4035325 37.768113),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,33.0,1.0,9.0,4.0,33.0
0955701-01-999-0955701,0955701-01-999,955701,Nor-Cal Battery Co,Nor-Cal Battery Co,3432 Cherokee Rd Ste D,Stockton,CA,95205,1996-08-30T00:00:00.000,,1996-08-30T00:00:00.000,,,3432 Cherokee Rd Ste D,Stockton,95205,CA,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,,,,,,,POINT (-121.25477898 37.988781006),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0390332-01-001-0390332,0390332-01-001,390332,Horrible Muriel Inc,Edo Salon,601 Haight St,San Francisco,CA,94117,2005-07-01T00:00:00.000,,2005-07-01T00:00:00.000,,,601 Haight St,San Francisco,94117,CA,,,,False,False,,,,5.0,Haight Ashbury,,POINT (-122.432229 37.77165),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,26.0,4.0,11.0,3.0,26.0
0443540-01-999-0443540,0443540-01-999,443540,Castrovilla Inc,Bay Area Refrigeration,253 Polaris Ave,Mountain View,CA,94043,2009-10-28T00:00:00.000,2016-06-15T00:00:00.000,2009-10-28T00:00:00.000,2016-06-15T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.083301024 37.398801012),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
