uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0130746-01-001-0130746,0130746-01-001,130746,Rizzo Mario W,Market Street Podiatry Group,15 West Portal Ave,San Francisco,CA,94127.0,1978-08-01T00:00:00.000,2020-06-01T00:00:00.000,2000-01-01T00:00:00.000,2020-05-29T00:00:00.000,,,,,,,,,False,False,,,,7.0,West of Twin Peaks,West Portal,POINT (-122.4657765 37.740591),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,46.0,10.0,8.0,41.0,46.0
1259210-09-201-1117169,1259210-09-201,1117169,Blue Path Acupuncture .,"Blue Path Acupuncture, Inc.",3400 California St Ste 100,San Francisco,CA,94118.0,2020-07-01T00:00:00.000,2021-12-31T00:00:00.000,2020-07-01T00:00:00.000,2021-12-31T00:00:00.000,,,,,,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,2.0,Presidio Heights,,POINT (-122.450427 37.786968),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
1194879-07-181-1090118,1194879-07-181,1090118,Syncatron Co.,Syncatron Co.,22 Clifford Ter Apt 7,San Francisco,CA,94117.0,2018-07-01T00:00:00.000,2022-12-27T00:00:00.000,2018-07-01T00:00:00.000,2022-12-27T00:00:00.000,,,,,,5100-5199,Information,Information,False,False,,,,8.0,Castro/Upper Market,,POINT (-122.4431865 37.763856),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,112.0,7.0,5.0,5.0,112.0
1226582-07-191-1103718,1226582-07-191,1103718,Rebecca Powers,Rebecca Powers,984 Anza Street,San Francisco,CA,94118.0,2019-07-01T00:00:00.000,2020-05-01T00:00:00.000,2019-07-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,,,,,False,False,,,,2.0,Lone Mountain/USF,,POINT (-122.458302 37.779651),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,12.0,8.0,4.0,18.0,12.0
1078510-06-161-1038182,1078510-06-161,1038182,"Hello World Engineering, Inc.","Hello World Engineering, Inc.",501 Beale St Ph2d,San Francisco,CA,94105.0,2013-04-01T00:00:00.000,2024-01-01T00:00:00.000,2013-04-01T00:00:00.000,2023-12-31T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,6.0,Financial District/South Beach,,POINT (-122.3890785 37.786239),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,8.0,31.0
1071206-05-161-1034714,1071206-05-161,1034714,"Knn Public Finance, LLC","Knn Public Finance, LLC",1300 Clay St Ste 1000,Oakland,CA,94612.0,2016-02-19T00:00:00.000,,2016-02-19T00:00:00.000,2020-09-01T00:00:00.000,,2054 University Ave 300 Ste,Berkeley,94704.0,CA,5210-5239 5400-5499,Multiple,"Financial Services; Professional, Scientific, and Technical Services",False,False,,,,,,,POINT (-122.273552037 37.804745006),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1152653-06-171-1000652,1152653-06-171,1000652,Breather Products Us Inc,Breather,311 California St Rm 720-3,San Francisco,CA,94104.0,2014-07-01T00:00:00.000,2020-12-16T00:00:00.000,2015-02-26T00:00:00.000,2017-09-26T00:00:00.000,,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4002205 37.792944),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0345034-04-001-0345034,0345034-04-001,345034,Yugi Golf Management LLC,Lincoln Park Bar & Grill,300 34th Ave,San Francisco,CA,94121.0,2001-03-16T00:00:00.000,,2003-02-04T00:00:00.000,,,300 34th Ave,San Francisco,94121.0,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,H25,"RESTAURANT 1,000 - 2,000 SQFT","RESTAURANT 1,000 - 2,000 SQFT",1.0,Outer Richmond,,POINT (-122.494490946 37.781497748),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
0367193-02-001-0367193,0367193-02-001,367193,Rouch Cheryl L,Pucker Punch Cosmetics,696 27th Ave Apt 4,San Francisco,CA,94121.0,2003-06-15T00:00:00.000,,2011-12-01T00:00:00.000,2011-12-01T00:00:00.000,,3442 Sacramento St,San Francisco,94118.0,CA,,,,False,False,,,,1.0,Outer Richmond,,POINT (-122.486454 37.77642),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
1387011-04-251-1169210,1387011-04-251,1169210,Life Molecular Imaging,Life Molecular Imaging,75 State St Fl 1,Boston,MA,2109.0,2025-04-21T00:00:00.000,,2025-04-21T00:00:00.000,,,306 Po Box,Whitman,2382.0,MA,,,,False,False,,,,,,,POINT (-71.055061217 42.35863736),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0455488-00-000-0455488,0455488-00-000,455488,680 Folsom Owner LLC,680 Folsom Owner LLC,100 Bush St Ste 2600,San Francisco,CA,94104.0,2010-10-08T00:00:00.000,2013-05-14T00:00:00.000,2010-10-08T00:00:00.000,2013-05-14T00:00:00.000,,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.3999775 37.791576),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1357150-04-241-1156895,1357150-04-241,1156895,"Freza,Inc",Food Fair Market,611 Bush St,San Francisco,CA,94108.0,2024-04-01T00:00:00.000,,2024-04-01T00:00:00.000,,,2498 Fillmore St,San Francisco,94115.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.407389 37.790226),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
1065069-04-161-1031842,1065069-04-161,1031842,Mark Sanchez,Mark Sanchez,2119 Birch Ct,San Pablo,CA,94806.0,2016-04-01T00:00:00.000,2018-01-01T00:00:00.000,2016-04-01T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,,,,,,,POINT (-122.322219965 38.004988003),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0475190-02-001-0475190,0475190-02-001,475190,Bin 415 LLC,Bin 415 LLC,1616 Grove St B,San Francisco,CA,94117.0,2013-01-15T00:00:00.000,2020-03-15T00:00:00.000,2013-02-13T00:00:00.000,2017-03-19T00:00:00.000,,,,,,,,,False,False,,,,5.0,Lone Mountain/USF,,POINT (-122.4433575 37.775484),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,24.0,7.0,11.0,18.0,24.0
0354284-01-001-0354284,0354284-01-001,354284,Double Prime Inc,Double Prime Inc,1390 Market St 1506,San Francisco,CA,94102.0,2001-01-01T00:00:00.000,2018-06-30T00:00:00.000,2001-01-01T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,6.0,Tenderloin,Central Market,POINT (-122.4174465 37.777077),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,10.0,36.0,21.0
1268404-01-211-1112706,1268404-01-211,1112706,Katy Lackey,"Katy Lackey, Lcsw",375 16th Ave,San Francisco,CA,94118.0,2020-03-02T00:00:00.000,,2020-03-02T00:00:00.000,2021-05-30T00:00:00.000,,459 Fulton St Ste 107,San Francisco,94102.0,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,1.0,Outer Richmond,,POINT (-122.4754785 37.781073),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,29.0,5.0
