uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1368318-08-241-1161247,1368318-08-241,1161247,"The Crew Stucco & Plastering, Inc","The Crew Stucco & Plastering, Inc",135 Aviation Way Ste 12b,Watsonville,CA,95076.0,2024-08-13T00:00:00.000,,2024-08-13T00:00:00.000,,,135 Aviation Way Ste 12b,Watsonville,95076,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.788834036 36.93261498),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0464029-01-001-0464029,0464029-01-001,464029,Carlsgaard Emma R,The Bag Lady,2 Kingston St,San Francisco,CA,94110.0,2011-11-01T00:00:00.000,2015-01-31T00:00:00.000,2011-11-01T00:00:00.000,2015-01-31T00:00:00.000,,,,,,,,,False,False,,,,9.0,Bernal Heights,,POINT (-122.423238 37.741644),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,83.0,9.0,2.0,2.0,83.0
1141483-03-171-0919027,1141483-03-171,919027,Goodman Neuman Hamilton Llp,Goodman Neuman Hamilton Llp,417 Montgomery St 10th Flr,San Francisco,CA,94104.0,1992-01-01T00:00:00.000,,2012-03-31T00:00:00.000,2020-06-30T00:00:00.000,,100 Bush St Ste 1800,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4032445 37.793385),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1190592-06-181-1088552,1190592-06-181,1088552,Vitals Consumer Services,"Vitals Consumer Services, LLC",535 Mission Street,San Francisco,CA,94105.0,2017-10-01T00:00:00.000,2022-06-29T00:00:00.000,2017-10-01T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,5100-5199,Information,Information,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.398119 37.788858),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,8.0,32.0
0453530-06-001-0453530,0453530-06-001,453530,Chadwell Andrea K,Nico Apparel,622 23rd Ave,San Francisco,CA,94121.0,2010-11-07T00:00:00.000,2013-08-01T00:00:00.000,2011-03-22T00:00:00.000,2013-08-01T00:00:00.000,,,,,,,,,False,False,,,,1.0,Outer Richmond,,POINT (-122.4819675 37.775934),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
0479284-02-001-0479284,0479284-02-001,479284,Union Sq Facial Plastic Surgery,Union Sq Facial Plastic Surgery,450 Sutter St 1130,San Francisco,CA,94108.0,2014-03-01T00:00:00.000,,2014-03-01T00:00:00.000,2016-12-02T00:00:00.000,,490 Post St Ste 1140,San Francisco,94102,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.407848 37.789659),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
0483468-02-001-0483468,0483468-02-001,483468,Cummings Jyotika,Gg's Simple Luxuries,111 West Portal Ave,San Francisco,CA,94127.0,2013-10-01T00:00:00.000,2017-03-16T00:00:00.000,2013-10-05T00:00:00.000,2017-03-16T00:00:00.000,,,,,,,,,False,False,,,,7.0,West of Twin Peaks,West Portal,POINT (-122.4669915 37.73934),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,46.0,10.0,8.0,41.0,46.0
1324903-02-231-1143350,1324903-02-231,1143350,Simple Air,Simple Air,2110 Omega Rd Ste D1,San Ramon,CA,94583.0,2023-02-17T00:00:00.000,,2023-02-17T00:00:00.000,,,2110 Omega Rd Ste D-1,San Ramon,94583,CA,,,,False,False,,,,,,,POINT (-121.980847009 37.783026992),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0925271-01-001-0925271,0925271-01-001,925271,De Saulnier David,Resource Management,1299 Lombard St Apt 25,San Francisco,CA,94109.0,1993-11-24T00:00:00.000,,1993-11-24T00:00:00.000,,,1299 Lombard St Apt 25,San Francisco,94109,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Russian Hill,,POINT (-122.422653 37.80144),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,107.0,4.0,6.0,32.0,107.0
1062087-04-161-1030461,1062087-04-161,1030461,"Topflight Specs, Inc.","Topflight Specs, Inc.",55 New Montgomery Ste 805,San Francisco,CA,94105.0,2015-11-01T00:00:00.000,2015-11-01T00:00:00.000,2015-11-01T00:00:00.000,2015-11-01T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,6.0,Financial District/South Beach,,POINT (-122.401229528 37.788074064),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,10.0,8.0,108.0
