uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0316500-01-001-0316500,0316500-01-001,316500,Grotts Lisa M,Aml Group The,1927 Jackson St,San Francisco,CA,94109,1998-05-13T00:00:00.000,2022-05-05T00:00:00.000,2003-10-22T00:00:00.000,2016-11-16T00:00:00.000,,,,,,,,,False,False,,,,2.0,Pacific Heights,,POINT (-122.426919 37.793286),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,102.0,4.0,6.0,30.0,102.0
1291144-11-211-1129488,1291144-11-211,1129488,Bing Rui Liao,Kangle Senior Association,918 Clay St,San Francisco,CA,94108,2021-11-08T00:00:00.000,2022-09-28T00:00:00.000,2021-11-08T00:00:00.000,2022-09-28T00:00:00.000,,,,,,,,,False,False,,,,3.0,Chinatown,,POINT (-122.408307 37.794177),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,104.0,6.0,3.0,6.0,104.0
0442741-01-001-0442741,0442741-01-001,442741,Allen S Feder & Co Inc,Allen S Feder & Co Inc,369 Pine St Ste 426,San Francisco,CA,94104,1984-01-01T00:00:00.000,2018-04-18T00:00:00.000,1984-01-01T00:00:00.000,2018-04-18T00:00:00.000,,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.401998 37.791729),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0451450-01-999-0451450,0451450-01-999,451450,Ecosys Management LLC,Ecosys Management LLC,800 Westchester Ave S710,Rye Brook,NY,10573,2010-09-01T00:00:00.000,2017-12-31T00:00:00.000,2010-09-01T00:00:00.000,2017-12-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-73.69023 41.0064),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0348539-01-001-0348539,0348539-01-001,348539,Lu Florence H,Lulu Treasures Chest,414 Ellington Ave,San Francisco,CA,94112,2001-08-28T00:00:00.000,2015-07-03T00:00:00.000,2001-08-28T00:00:00.000,2015-07-03T00:00:00.000,,,,,,,,,False,False,,,,11.0,Outer Mission,,POINT (-122.4472455 37.712133),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,66.0,9.0,1.0,28.0,66.0
1361792-05-241-1007968,1361792-05-241,1007968,Julie Wertz Design Co LLC,Jwdesignco.,626 Pennsylvania Ave,San Francisco,CA,94107,2015-01-01T00:00:00.000,,2024-04-15T00:00:00.000,,,626 Pennsylvania Ave,San Francisco,94107.0,CA,,,,False,False,,,,10.0,Potrero Hill,,POINT (-122.393367 37.758627),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,54.0,2.0,9.0,26.0,54.0
1169813-12-171-1080322,1169813-12-171,1080322,Bay Area Taiko Arts,Bay Area Taiko Arts,1750 Buchanan St,San Francisco,CA,94115,2017-11-30T00:00:00.000,,2017-11-30T00:00:00.000,,,1750 Buchanan St,San Francisco,94115.0,CA,,,,False,False,,,,5.0,Japantown,,POINT (-122.4297585 37.786059),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,101.0,4.0,11.0,15.0,101.0
1196746-08-181-1090955,1196746-08-181,1090955,Hpt Geary Properties Trust,Hpt Geary Properties Trust,255 Washington,Newton,MA,2458,2018-05-08T00:00:00.000,,2018-05-08T00:00:00.000,,,255 Washington St,Newton,2458.0,MA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,,,,POINT (-71.183994921 42.357903022),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0455428-01-001-0455428,0455428-01-001,455428,Kelly Rani/Davis Regal,Barbary Coast Garage,1425 Yosemite Ave,San Francisco,CA,94124,2011-01-03T00:00:00.000,,2011-01-03T00:00:00.000,,,1425 Yosemite Ave,San Francisco,94124.0,CA,,,,False,False,D23,VEHICLE REPAIR GARAGE - MAJOR,VEHICLE REPAIR GARAGE - MAJOR,10.0,Bayview Hunters Point,,POINT (-122.3886915 37.72485),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,86.0,2.0,9.0,1.0,86.0
1078238-06-161-0419144,1078238-06-161,419144,Meritage Group Lp,Meritage Group Lp,1 Ferry Building Rm 375,San Francisco,CA,94111,2007-06-04T00:00:00.000,,2015-06-08T00:00:00.000,,,1 Ferry Building 375 Ste,San Francisco,94111.0,CA,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.3938 37.79526),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
