uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0398818-01-001-0398818,0398818-01-001,398818,Winston Retail Solutions LLC,Winston Retail Solutions LLC,456 Montgomery St Ste 1200,San Francisco,CA,94104.0,2004-03-10T00:00:00.000,,2009-02-01T00:00:00.000,2022-01-30T00:00:00.000,,22 W 38th St 12 Fl,New York,10018.0,NY,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.402682 37.793475),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0466309-01-001-0466309,0466309-01-001,466309,Cafe Creme De Hayes Valley LLC,Cafe Creme De Hayes Valley LLC,50 Oak St,San Francisco,CA,94102.0,2012-01-23T00:00:00.000,2020-03-16T00:00:00.000,2012-01-23T00:00:00.000,2020-03-16T00:00:00.000,,,,,,,,,False,False,,,,6.0,Hayes Valley,,POINT (-122.420268 37.775484),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,11.0,9.0,21.0
0064513-01-001-0064513,0064513-01-001,64513,Kong Hawley Sun Ho & Wai Bik Y,550 Union Apts,550 Union St,San Francisco,CA,94133.0,1971-01-08T00:00:00.000,2018-03-09T00:00:00.000,1971-01-08T00:00:00.000,2018-03-09T00:00:00.000,,,,,,,,,False,False,,,,3.0,North Beach,North Beach,POINT (-122.408496 37.800738),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,23.0,106.0
0078268-04-001-0078268,0078268-04-001,78268,Kardum Peter E,1352-1362 Vermont Apts,1352 Vermont St,San Francisco,CA,94110.0,1968-10-01T00:00:00.000,,1976-10-29T00:00:00.000,,,1435 Monterey Blvd,San Francisco,94127.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,10.0,Mission,,POINT (-122.403645 37.752354),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,54.0,3.0,9.0,20.0,54.0
0439934-02-001-0439934,0439934-02-001,439934,Jacobson Dental Corp,Children's Choice Ped Dental,3309 Fillmore St #A,San Francisco,CA,94123.0,2008-03-06T00:00:00.000,,2012-06-29T00:00:00.000,2019-03-01T00:00:00.000,,1420 Rocky Ridge Dr Ste 320,Roseville,95661.0,CA,,,,False,False,,,,2.0,Marina,,POINT (-122.4364275 37.800108),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
0450946-01-002-0450946,0450946-01-002,450946,Arroyo & Company,Arroyo & Company,425 California St Ste 2000,San Francisco,CA,94104.0,2010-07-01T00:00:00.000,2019-06-30T00:00:00.000,2011-04-15T00:00:00.000,2019-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.401368 37.7928),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1088308-08-161-1041985,1088308-08-161,1041985,Kitaura Construction Inc,Kitaura Construction Inc,427 Park St,Redwood City,CA,94061.0,2016-08-11T00:00:00.000,2017-03-10T00:00:00.000,2016-08-11T00:00:00.000,2017-03-10T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.219893021 37.46981698),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0455876-01-001-0455876,0455876-01-001,455876,Stewartz John B,J Stewartz Catering,1735 23rd Ave,San Francisco,CA,94122.0,2011-01-31T00:00:00.000,2018-06-30T00:00:00.000,2011-01-31T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.4811845 37.755225),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
1289049-10-211-1128749,1289049-10-211,1128749,Rose Green Foundation,Rose Green Foundation LLC,1501 Palou Ave,San Francisco,CA,94124.0,2021-05-18T00:00:00.000,,2021-05-18T00:00:00.000,,,1501 Palou Ave,San Francisco,94124.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.3893575 37.732788),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,86.0,2.0,9.0,1.0,86.0
0436946-05-001-0436946,0436946-05-001,436946,Crc Insurance Services Inc,Tcb Pro,50 California St Ste 2000,San Francisco,CA,94111.0,2013-04-01T00:00:00.000,2022-12-31T00:00:00.000,2013-06-02T00:00:00.000,2022-12-31T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Financial District/South Beach,,POINT (-122.397363 37.79406),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
