uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1241040-12-191-1109686,1241040-12-191,1109686,Laurel Roberts-Meese,Laurel Roberts-Meese Psychotherapy,1756 Fillmore St,San Francisco,CA,94115.0,2019-12-15T00:00:00.000,2020-05-20T00:00:00.000,2019-12-15T00:00:00.000,2020-05-20T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,5.0,Japantown,Fillmore Street (Lower),POINT (-122.43303 37.785996),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,101.0,4.0,11.0,15.0,101.0
1025437-04-151-1012283,1025437-04-151,1012283,Reifsteck Cristopher,Sun Dog,1143 E Ozbourn Ct,San Francisco,CA,94130.0,2015-04-08T00:00:00.000,2016-05-06T00:00:00.000,2015-04-08T00:00:00.000,2016-05-06T00:00:00.000,,,,,,,,,False,False,,,,6.0,Treasure Island,,POINT (-122.3776845 37.82925),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,36.0,1.0,10.0,37.0,36.0
0172500-01-001-0172500,0172500-01-001,172500,Tam Wilson & Kimberly,Susies Cafe,603 7th St,San Francisco,CA,94103.0,1987-07-01T00:00:00.000,2014-03-31T00:00:00.000,1987-07-01T00:00:00.000,2014-03-31T00:00:00.000,,,,,,,,,False,False,,,,6.0,South of Market,,POINT (-122.402862 37.773036),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
0485139-01-001-0485139,0485139-01-001,485139,Gordon Holly,Holly Gordon Consulting,779 Page St,San Francisco,CA,94117.0,2013-07-01T00:00:00.000,2015-12-31T00:00:00.000,2013-07-01T00:00:00.000,2015-12-31T00:00:00.000,,,,,,,,,False,False,,,,5.0,Haight Ashbury,,POINT (-122.433453 37.772469),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,26.0,4.0,11.0,3.0,26.0
1181797-03-181-1084809,1181797-03-181,1084809,Measures For Justice Institute,Measures For Justice,60 Park Ave,Rochester,NY,14607.0,2017-09-18T00:00:00.000,2018-06-18T00:00:00.000,2017-09-18T00:00:00.000,2018-06-18T00:00:00.000,,,,,,5100-5199 5600-5699,Multiple,Information; Administrative and Support Services,False,False,,,,,,,POINT (-77.59409963 43.15196681),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0952975-01-001-0952975,0952975-01-001,952975,Janssen Jerry S,Orientations,1256 Bush St,San Francisco,CA,94109.0,1996-01-01T00:00:00.000,,2008-01-01T00:00:00.000,2011-01-01T00:00:00.000,,338 Spear St Unit 9d,San Francisco,94105.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,3.0,Nob Hill,,POINT (-122.418072 37.789272),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,21.0,50.0
0306310-01-999-0306310,0306310-01-999,306310,Hong Edmond M,Hong Construction,305 Fairmount Ave,Oakland,CA,94611.0,1997-05-28T00:00:00.000,,1997-05-28T00:00:00.000,,,305 Fairmount Ave,Oakland,94611.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.258969385 37.817663741),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1269220-02-211-1062521,1269220-02-211,1062521,Kyber Jensen,Kyber Design,2820 Amalfi,Chowchilla,CA,93610.0,2016-12-15T00:00:00.000,,2018-09-01T00:00:00.000,,,2820 Amalfi,Chowchilla,93610.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,,,,POINT (-120.234051012 37.12676999),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1326604-03-231-1144004,1326604-03-231,1144004,Daren Wong,Monet,2633 Vicente St,San Francisco,CA,94116.0,2023-03-01T00:00:00.000,2023-05-01T00:00:00.000,2023-03-01T00:00:00.000,2023-05-01T00:00:00.000,,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.495337 37.738206),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
0413811-02-001-0413811,0413811-02-001,413811,Larson Gary L,Larson Communications,1725 Pierce St #1,San Francisco,CA,94115.0,2007-02-21T00:00:00.000,2022-04-28T00:00:00.000,2013-07-08T00:00:00.000,2022-04-28T00:00:00.000,,,,,,,,,False,False,,,,2.0,Pacific Heights,,POINT (-122.436927 37.78605),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,103.0,4.0,6.0,30.0,103.0
0361439-08-001-0361439,0361439-08-001,361439,Mcnamara Kathleen E,Lola Rocks,825 Geary St Apt 1002,San Francisco,CA,94109.0,2002-11-15T00:00:00.000,2020-03-31T00:00:00.000,2009-10-21T00:00:00.000,2019-12-31T00:00:00.000,,,,,,,,,False,False,,,,5.0,Tenderloin,,POINT (-122.4169245 37.786041),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
1223325-05-191-0485595,1223325-05-191,485595,Semantics3 Inc,Semantics3 Data Corporation,1161 Mission St,San Francisco,CA,94103.0,2013-11-01T00:00:00.000,2020-11-30T00:00:00.000,2016-04-28T00:00:00.000,2020-11-30T00:00:00.000,,,,,,5100-5199,Information,Information,False,False,,,,6.0,South of Market,Central Market,POINT (-122.4120105 37.777905),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1212632-02-191-1098134,1212632-02-191,1098134,"Arkose Labs Holdings, Inc.","Arkose Labs Holdings, Inc.",250 Montgomery St Fl 10,San Francisco,CA,94104.0,2018-10-24T00:00:00.000,2024-06-30T00:00:00.000,2018-10-24T00:00:00.000,2024-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4022905 37.791585),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1299409-03-221-1132853,1299409-03-221,1132853,Mei Hua Collective Inc.,Piglet & Co.,1225 4th St # 726,San Francisco,CA,94158.0,2022-02-02T00:00:00.000,,2022-02-02T00:00:00.000,2023-01-01T00:00:00.000,,108 Sullivan Dr,Moraga,94110.0,CA,7220-7229,Food Services,Food Services,False,False,,,,6.0,Mission Bay,,POINT (-122.391198 37.772523),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,34.0,1.0,10.0,4.0,34.0
0456190-01-001-0456190,0456190-01-001,456190,Mcfarland Shawn A,Galleria Paloma,2919 24th St,San Francisco,CA,94110.0,2011-02-10T00:00:00.000,2014-05-31T00:00:00.000,2011-02-10T00:00:00.000,2014-05-31T00:00:00.000,,,,,,,,,False,False,,,,9.0,Mission,Lower 24th Street,POINT (-122.4105525 37.752489),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
1176958-01-181-1082709,1176958-01-181,1082709,George Mccalman,Mccalman.Co,2325 3rd St Ste 429,San Francisco,CA,94107.0,2018-01-02T00:00:00.000,,2018-01-02T00:00:00.000,,,454 Lily St,San Francisco,94102.0,CA,,,,False,False,,,,10.0,Potrero Hill,,POINT (-122.3881875 37.760049),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,55.0,2.0,9.0,26.0,55.0
0459510-02-001-0459510,0459510-02-001,459510,Downs Jarrett S,Jarr Von Samuel,1299 Bush St 401,San Francisco,CA,94109.0,2011-06-01T00:00:00.000,2015-08-01T00:00:00.000,2012-05-23T00:00:00.000,2015-08-01T00:00:00.000,,,,,,,,,False,False,,,,3.0,Nob Hill,,POINT (-122.4184095 37.788714),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,21.0,50.0
1185126-04-181-1086362,1185126-04-181,1086362,Dynamic Duo LLC,Dynamic Duo LLC,147 Massapoag Ave,North Easton,MA,2356.0,2013-01-18T00:00:00.000,2019-05-22T00:00:00.000,2018-04-16T00:00:00.000,2019-05-22T00:00:00.000,,,,,,7210-7219,Accommodations,Accommodations,False,False,,,,,,,POINT (-71.158914758 42.047981146),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0451028-02-001-0451028,0451028-02-001,451028,Atel Cash Distribution Fundvlp,Atel Cash Distribution Fundvlp,600 Montgomery St 9,San Francisco,CA,94111.0,1992-09-22T00:00:00.000,2012-09-30T00:00:00.000,2012-12-10T00:00:00.000,2012-09-30T00:00:00.000,,,,,,,,,False,False,,,,3.0,Chinatown,,POINT (-122.402745 37.795158),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,6.0,108.0
1256444-07-201-1116078,1256444-07-201,1116078,Gaspardesk Inc.,Gaspardesk,2370 Market St Ste 103,San Franscisco,CA,94114.0,2020-06-01T00:00:00.000,,2020-06-01T00:00:00.000,,,0000 Undeliverable Mail,San Francisco,99999.0,CA,,,,False,False,,,,8.0,Castro/Upper Market,Market/Castro,POINT (-122.4347535 37.763325),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,28.0,7.0,5.0,5.0,28.0
1280621-06-211-1125558,1280621-06-211,1125558,Douglas Escobar,Escobar Bros Towing Service,1212 Underwood Ave,San Francisco,CA,94124.0,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,2021-06-23T00:00:00.000,2021-06-23T00:00:00.000,,,,,,,,,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.3843715 37.72593),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,78.0,2.0,9.0,1.0,78.0
0459990-01-999-0459990,0459990-01-999,459990,Loughman Kevin M,Lokman Construction,735 Mountain View Av,Petaluma,CA,94952.0,2011-06-10T00:00:00.000,2020-03-01T00:00:00.000,2011-06-10T00:00:00.000,2015-06-30T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.627445964 38.223616997),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1094321-08-161-1044960,1094321-08-161,1044960,David Jenkins,David L. Jenkins,1396 San Bruno Ave,San Francisco,CA,94110.0,2016-07-01T00:00:00.000,2018-01-01T00:00:00.000,2016-07-01T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,10.0,Mission,,POINT (-122.404536 37.751958),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,54.0,3.0,9.0,20.0,54.0
