uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1300156-03-221-1133166,1300156-03-221,1133166,Savoy Tivoli Management Corp,Savoy Tivoli Management Corp,1434 Grant Ave,San Francisco,CA,94133,2021-12-03T00:00:00.000,,2021-12-03T00:00:00.000,,,1436 Grant Ave Apt 3,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,A45 D04 H86 P12 P23,Multiple,MECHANICAL AMUSEMENT DEVICE; PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; BARS/TAVERNS W/O FOOD PREP; BILLIARD PARLOR; PLACES OF ENTERTAINMENT,3.0,North Beach,North Beach,POINT (-122.4072135 37.800306),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,23.0,106.0
1179981-02-181-1020964,1179981-02-181,1020964,Enrollease Inc,Ease,660 York St 102,San Francisco,CA,94110,2015-02-28T00:00:00.000,,2017-12-04T00:00:00.000,2018-02-09T00:00:00.000,,7979 Old Georgetown Rd Ste 300,Bethesda,20814,MD,5100-5199,Information,Information,False,False,,,,9.0,Mission,,POINT (-122.4092655 37.760832),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,9.0,20.0,53.0
0189160-03-001-0189160,0189160-03-001,189160,Independent Exchange Serv Inc,Independent Exchange Serv Inc,275 Battery St Ste 200,San Francisco,CA,94111,1986-05-01T00:00:00.000,2023-06-29T00:00:00.000,2007-11-01T00:00:00.000,2023-06-29T00:00:00.000,,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.400387 37.793871),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1135045-02-171-0170640,1135045-02-171,170640,Dissmeyer John H & Holly Ann,Dissmeyer John H & Holly Ann,812 Arguello Blvd,San Francisco,CA,94118,1988-05-17T00:00:00.000,2022-06-21T00:00:00.000,2017-01-23T00:00:00.000,2022-06-21T00:00:00.000,,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,1.0,Lone Mountain/USF,,POINT (-122.4580995 37.775016),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,12.0,8.0,4.0,18.0,12.0
1134004-01-171-1064376,1134004-01-171,1064376,Jianbin Ou,Uber,166 Forge Way Apt 166,Cupertino,CA,95014,2017-01-24T00:00:00.000,2018-01-01T00:00:00.000,2017-01-24T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,7210-7219,Accommodations,Accommodations,False,False,,,,,,,POINT (-122.03584 37.33933),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1326363-02-231-1143915,1326363-02-231,1143915,Ed Mirabito,Ed Mirabito,60 N Willard North St,San Francisco,CA,94118,2023-02-28T00:00:00.000,,2023-02-28T00:00:00.000,,,60 N Willard St # 60,San Francisco,94118,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,1.0,Lone Mountain/USF,,POINT (-122.456868389 37.777732256),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,12.0,8.0,4.0,18.0,12.0
0457108-02-001-0457108,0457108-02-001,457108,Valencia Street Projects LLC,The Slanted Door Group,580 Valencia St,San Francisco,CA,94110,2010-08-01T00:00:00.000,2016-03-09T00:00:00.000,2011-08-11T00:00:00.000,2016-03-09T00:00:00.000,,,,,,,,,False,False,,,,9.0,Mission,,POINT (-122.4220725 37.763613),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,37.0,3.0,5.0,20.0,37.0
1132406-01-171-1026135,1132406-01-171,1026135,Lau Lisa,Timeless Eyes,1215 9th Ave,San Francisco,CA,94112,2016-02-16T00:00:00.000,2018-05-16T00:00:00.000,2017-01-09T00:00:00.000,2017-02-28T00:00:00.000,,,,,,,,,False,False,,,,7.0,Inner Sunset,,POINT (-122.466452633 37.764869384),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,109.0,10.0,11.0,14.0,109.0
1079975-06-161-1038670,1079975-06-161,1038670,Ladder Capital Finance LLC,Ladder Capital Finance LLC,Market St Ste 3611,San Francisco,CA,94105,2014-03-31T00:00:00.000,2016-01-18T00:00:00.000,2014-04-01T00:00:00.000,2016-01-18T00:00:00.000,,,,,,5210-5239,Financial Services,Financial Services,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.39921 37.790997),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,10.0,8.0,108.0
0366627-01-999-0366627,0366627-01-999,366627,Kds Plumbing Inc,Kds Plumbing Inc,1071 N 13th St,San Jose,CA,95112,2003-05-12T00:00:00.000,,2003-05-12T00:00:00.000,2015-06-25T00:00:00.000,,2087 Ringwood Ave 10 Ste,San Jose,95131,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.89376901 37.362104998),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
