uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0305244-09-001-0305244,0305244-09-001,305244,Sprint Spectrum L P,Sprint Spectrum Lp,2000 Van Ness Ave,San Francisco,CA,94109.0,1997-08-01T00:00:00.000,2023-12-31T00:00:00.000,2008-10-27T00:00:00.000,2023-12-31T00:00:00.000,,,,,,,,,False,False,,,,3.0,Russian Hill,,POINT (-122.4226755 37.794177),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,105.0,4.0,3.0,32.0,105.0
0338573-01-001-0338573,0338573-01-001,338573,Liang Minlidao,Fu Xie Chinese Medical Center,890 Jackson St Ste 101,San Francisco,CA,94133.0,2000-08-15T00:00:00.000,2019-08-31T00:00:00.000,2000-08-15T00:00:00.000,2019-08-31T00:00:00.000,,,,,,,,,False,False,,,,3.0,Chinatown,,POINT (-122.40972 37.795761),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,104.0,6.0,3.0,6.0,104.0
0363697-02-001-0363697,0363697-02-001,363697,Outdoor Advertising Group,Rapport,430 Pacific Ave,San Francisco,CA,94133.0,2013-06-14T00:00:00.000,2018-06-30T00:00:00.000,2013-06-14T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,North Beach,,POINT (-122.402556 37.797606),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,23.0,106.0
0460309-07-001-0460309,0460309-07-001,460309,Baker Kent M,Imprint,711 Market St 2nd Flr,San Francisco,CA,94103.0,2011-06-22T00:00:00.000,2018-06-30T00:00:00.000,2011-07-29T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.4037035 37.787031),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,5.0,10.0,8.0,32.0
1355261-03-241-1155495,1355261-03-241,1155495,"Aramark Sports & Entertainment Services, LLC",Peanut Cart,24 Willie Mays Plz # Promen,San Francisco,CA,94107.0,2024-02-22T00:00:00.000,2024-02-22T00:00:00.000,2024-03-01T00:00:00.000,2024-02-29T00:00:00.000,,,,,,7220-7229,Food Services,Food Services,False,False,,,,,,,,2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0420256-01-001-0420256,0420256-01-001,420256,Hayat Kfir,Kfir Hayat Consulting,416 3rd Ave 1,San Francisco,CA,94118.0,2007-07-01T00:00:00.000,2018-06-30T00:00:00.000,2007-07-01T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,1.0,Inner Richmond,,POINT (-122.4607185 37.780668),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
0340774-01-999-0340774,0340774-01-999,340774,Daiohs Usa Inc,Daiohs First Choice Services,2423 Verna Court,Walnut Creek,CA,94597.0,2010-03-08T00:00:00.000,,2010-03-08T00:00:00.000,2020-03-12T00:00:00.000,,Is660 Midwest Rd Ste 120,Oakbrook Ter,60181.0,IL,,,,False,False,,,,,,,POINT (-122.06927 37.923264),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0407043-01-001-0407043,0407043-01-001,407043,Dao Tien D,Dao Tien D,575 Eddy St Apt 108,San Francisco,CA,94109.0,2007-01-01T00:00:00.000,2018-01-01T00:00:00.000,2007-01-01T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,5.0,Tenderloin,,POINT (-122.416983 37.783098),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
1268362-01-211-1020441,1268362-01-211,1020441,Kaego Ogbechie Rust,Foresight Advisors,1388 Gough St,San Francisco,CA,94109.0,2015-07-01T00:00:00.000,,2021-01-01T00:00:00.000,,,1400 Pine St # 641704,San Francisco,94109.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,2.0,Western Addition,,POINT (-122.424462 37.785897),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,100.0,4.0,6.0,39.0,100.0
1082038-07-161-1039246,1082038-07-161,1039246,Tan Eng,Madsky,515 Ofarrell St #23,San Francisco,CA,94102.0,2016-07-08T00:00:00.000,2021-04-29T00:00:00.000,2016-07-08T00:00:00.000,2021-04-29T00:00:00.000,,,,,,7220-7229,Food Services,Food Services,False,False,,,,5.0,Tenderloin,,POINT (-122.4133065 37.78551),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
0483714-04-001-0483714,0483714-04-001,483714,The Pacific Western Co LLC,Tour Maven,27 Cabrillo St C,San Francisco,CA,94118.0,2013-09-01T00:00:00.000,2018-06-30T00:00:00.000,2013-09-01T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,1.0,Inner Richmond,,POINT (-122.458827582 37.775577983),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
1361170-05-241-1158457,1361170-05-241,1158457,Comey Family Affair Inc,Rachel Comey,2223 Fillmore St,San Francisco,CA,94115.0,2023-11-02T00:00:00.000,,2023-11-02T00:00:00.000,,,678 Broadway Fl 4,New York,10012.0,NY,4400-4599,Retail Trade,Retail Trade,False,False,,,,2.0,Pacific Heights,,POINT (-122.43438 37.790145),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,102.0,4.0,6.0,30.0,102.0
1295602-01-221-1131267,1295602-01-221,1131267,Rae Anna Stewart,Rae Anna Stewart,2258 21st Ave,San Francisco,CA,94116.0,2022-01-19T00:00:00.000,,2022-01-19T00:00:00.000,,,2258 21st Ave,San Francisco,94116.0,CA,7210-7219,Accommodations,Accommodations,False,True,,,,4.0,Sunset/Parkside,,POINT (-122.477706 37.745595),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
0927530-01-001-0927530,0927530-01-001,927530,Kaplan-Mack,2385 California St Apts.,2385 California St,San Francisco,CA,94115.0,1993-01-01T00:00:00.000,2018-06-30T00:00:00.000,1993-01-01T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,2.0,Pacific Heights,,POINT (-122.433597 37.788705),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,102.0,4.0,6.0,30.0,102.0
0416098-01-001-0416098,0416098-01-001,416098,Dea Jean Yee,535 Vallejo St Apts,535 Vallejo St,San Francisco,CA,94133.0,2007-03-01T00:00:00.000,,2007-03-01T00:00:00.000,,,703 Glenhill Ct,Novato,94947.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,North Beach,,POINT (-122.4061965 37.798731),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,106.0,6.0,3.0,23.0,106.0
1041188-10-151-1019203,1041188-10-151,1019203,Tsifourdaris Spiro,1160 Taylor St Spts,1160 Taylor St,San Francisco,CA,94108.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,,1199 Clay St,San Francisco,94108.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,Nob Hill,,POINT (-122.4126405 37.793268),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,16.0,6.0,3.0,21.0,16.0
