uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1172398-12-171-1025146,1172398-12-171,1025146,Walker Jeffrey Wf,Jeffrey Wf Walker,25 Medical Center Way #5,San Francisco,CA,94143.0,2013-08-08T00:00:00.000,,2013-08-08T00:00:00.000,,,25 Medical Center Way Ucsf Box 0655,San Francisco,94143.0,CA,,,,False,False,H59,BACKFLOW PREVENTION ASSEMBLY TESTER,BACKFLOW PREVENTION ASSEMBLY TESTER,7.0,Inner Sunset,,POINT (-122.457329079 37.761744485),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,110.0,7.0,8.0,14.0,110.0
1315581-10-221-1139378,1315581-10-221,1139378,Erik Serna,Transportation Network Company Driver,548 Brannan St Apt 312,San Francisco,CA,94107.0,2022-10-06T00:00:00.000,2023-01-01T00:00:00.000,2022-10-06T00:00:00.000,2023-01-01T00:00:00.000,,,,,,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,,,,6.0,South of Market,,POINT (-122.397658582 37.7774862),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1374823-11-241-1164002,1374823-11-241,1164002,Jorge Klor De Alva LLC,Jorge Klor De Alva LLC,3701 Sacramento St # 297,San Francisco,CA,94118.0,2016-04-15T00:00:00.000,,2016-04-15T00:00:00.000,,,3701 Sacramento St # 297,San Francisco,94118.0,CA,7210-7219,Accommodations,Accommodations,False,False,,,,2.0,Presidio Heights,,POINT (-122.453739 37.787121),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
0478772-01-999-0478772,0478772-01-999,478772,Winn Scott,Scottmotion Productions,1113 87th St,Daly City,CA,94015.0,2013-04-21T00:00:00.000,2020-12-31T00:00:00.000,2013-04-21T00:00:00.000,2020-12-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.491556035 37.692553987),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1294424-01-221-1130785,1294424-01-221,1130785,Proses Accountancy Corporation,Proses Accountancy Corporation,3627 Sacramento St Unit 201,San Francisco,CA,94118.0,2021-12-30T00:00:00.000,,2021-12-30T00:00:00.000,,,3627 Sacramento St Unit 201,San Francisco,94118.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,2.0,Presidio Heights,,POINT (-122.4524565 37.787265),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
1386884-04-251-1169156,1386884-04-251,1169156,Paper Education America Inc.,Paper Education America Inc.,1223 Wilshire Blvd,Santa Monica,CA,90403.0,2022-11-07T00:00:00.000,,2022-11-07T00:00:00.000,,,1223 Wilshire Blvd 1520,Santa Monica,90403.0,CA,5600-5699 6100-6299,Multiple,Administrative and Support Services; Private Education and Health Services,False,False,,,,,,,POINT (-118.490124217 34.025827388),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0457724-01-999-0457724,0457724-01-999,457724,Amer Inst Res Behavorial Sci,Amer Inst Res Behavorial Scien,1000 Thomas Jefferson St Nw,Washington,DC,20007.0,2011-04-01T00:00:00.000,,2011-04-01T00:00:00.000,2018-06-21T00:00:00.000,,1400 Crystal Dr Fl 10,Arlington,22202.0,VA,,,,False,False,,,,,,,POINT (-77.060623345 38.902851478),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0446056-01-999-0446056,0446056-01-999,446056,R P Coatings Inc,R P Coatings Inc,31851 Hayman St Ste B,Hayward,CA,94544.0,2010-02-01T00:00:00.000,,2010-02-01T00:00:00.000,2020-06-10T00:00:00.000,,2474 American Ave,Hayward,94545.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.045939025 37.607467988),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0412070-01-001-0412070,0412070-01-001,412070,Tran Douglas S,Tran Douglas S,278 Bridgeview Dr,San Francisco,CA,94124.0,2007-01-01T00:00:00.000,2018-01-01T00:00:00.000,2009-02-28T00:00:00.000,2018-01-01T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.3978985 37.733751),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,87.0,2.0,9.0,1.0,87.0
0438973-01-999-0438973,0438973-01-999,438973,Stansen Linda M,Stansen Specifications,475 23rd Ave,San Mateo,CA,94403.0,2009-05-06T00:00:00.000,,2009-05-06T00:00:00.000,,,475 23rd Ave,San Mateo,94403.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,,,,POINT (-122.316026996 37.543029006),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
