uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1243533-01-201-1023944,1243533-01-201,1023944,The Mark Company Inc,Crescent/875 California,875 California St,San Francisco,CA,94108.0,2015-11-02T00:00:00.000,2022-12-27T00:00:00.000,2020-01-21T00:00:00.000,2022-12-27T00:00:00.000,,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,3.0,Nob Hill,,POINT (-122.4087255 37.791792),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,16.0,6.0,3.0,21.0,16.0
1166421-11-171-1078622,1166421-11-171,1078622,Qingjun Wu,Qingjun Wu,339 Winding Way,San Francisco,CA,94112.0,2016-09-02T00:00:00.000,2019-06-01T00:00:00.000,2016-09-02T00:00:00.000,2019-05-20T00:00:00.000,,,,,,4800-4999 7220-7229,Multiple,Transportation and Warehousing; Food Services,False,False,,,,11.0,Excelsior,,POINT (-122.437368 37.709046),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,58.0,9.0,1.0,7.0,58.0
1017281-01-151-1008290,1017281-01-151,1008290,Smitten Ventures Inc,Smitten Ice Cream,355 Octavia St,San Francisco,CA,94102.0,2015-01-01T00:00:00.000,,2015-01-01T00:00:00.000,2015-06-01T00:00:00.000,,Po Box 12639,San Francisco,94112,CA,7220-7229,Food Services,Food Services,False,False,,,,5.0,Hayes Valley,,POINT (-122.4246735 37.775538),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,22.0,4.0,11.0,9.0,22.0
1297888-02-221-1132215,1297888-02-221,1132215,"3605 20th I1, Lp","3605 20th I1, Lp",3605 20th St,San Francisco,CA,94110.0,2021-01-01T00:00:00.000,,2021-01-01T00:00:00.000,,,Po Box 1258,Portsmouth,03802,NH,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,9.0,Mission,,POINT (-122.4215325 37.758258),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,52.0,3.0,5.0,20.0,52.0
0425876-01-001-0425876,0425876-01-001,425876,Green Gears Inc,Green Gears Inc,1090 26th St,San Francisco,CA,94107.0,2008-02-05T00:00:00.000,2016-04-11T00:00:00.000,2008-02-05T00:00:00.000,2016-04-11T00:00:00.000,,,,,,,,,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.3903205 37.751616),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,56.0,2.0,9.0,1.0,56.0
0034040-01-001-0034040,0034040-01-001,34040,Fried Martin,1465 Page Apts,1465 Page St,San Francisco,CA,94117.0,1968-10-01T00:00:00.000,2022-06-29T00:00:00.000,1968-10-01T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,5.0,Haight Ashbury,,POINT (-122.444937 37.770939),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,25.0,7.0,11.0,3.0,25.0
0061389-03-001-0061389,0061389-03-001,61389,Imhoff Robert A,250 Taylor St Apts,250 Taylor St Apts,San Francisco,CA,94102.0,1971-08-04T00:00:00.000,,2000-07-26T00:00:00.000,,,Po Box 40094,San Francisco,94140,CA,,,,False,False,,,,5.0,Tenderloin,Central Market,POINT (-122.410908 37.784898),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
1344826-10-231-1151665,1344826-10-231,1151665,Liberation Consulting,Liberation Consulting,2335 30th Ave,San Francisco,CA,94116.0,2021-01-01T00:00:00.000,,2021-01-01T00:00:00.000,,,2335 30th Ave,San Francisco,94116,CA,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.4878985 37.743696),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
1278767-05-211-0044933,1278767-05-211,44933,"Aramark Services, Inc.",Aramark Rfs At Salesforce,1 Market St Fl 4/6,San Francisco,CA,94105.0,2002-01-01T00:00:00.000,,2002-01-01T00:00:00.000,2021-04-30T00:00:00.000,,2400 Market St 6 Fl,Philadelphia,19103,PA,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.3950005 37.793988),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,10.0,8.0,108.0
0170132-02-001-0170132,0170132-02-001,170132,Federal Financial Mortgage Investments/Egs Survivor's Trust,301 Divisadero St Bldg,301 Divisadero St,San Francisco,CA,94117.0,1985-04-01T00:00:00.000,,1986-12-16T00:00:00.000,,,660 Amaranth Blvd,Mill Valley,94941,CA,7210-7219,Accommodations,Accommodations,False,False,HHH,HEALTHY HOUSING HOTELS,HEALTHY HOUSING HOTELS,5.0,Haight Ashbury,,POINT (-122.4375435 37.772307),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,112.0,7.0,11.0,3.0,112.0
