uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0487063-01-999-0487063,0487063-01-999,487063,Dyntek Services Inc,Dyntek Services Inc,4440 Von Karman Ave Ste 200,Newport Beach,CA,92660.0,2014-02-01T00:00:00.000,,2014-02-01T00:00:00.000,,,5241 California Ave Ste 150,Irvine,92617,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,,,,POINT (-117.861119973 33.666330014),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0049941-02-001-0049941,0049941-02-001,49941,Sovig Investment Company LLC,14 Boardman Property,14 Boardman Pl,San Francisco,CA,94103.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,,34 Boardman Pl,San Francisco,94103,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,6.0,South of Market,,POINT (-122.403452205 37.77496923),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1171747-12-171-1081024,1171747-12-171,1081024,Gic Special Investments Pte Ltd,Gic Special Investments Pte Ltd,Bush St Ste 1100,San Francisco,CA,94104.0,2012-02-21T00:00:00.000,,2012-02-21T00:00:00.000,2023-07-01T00:00:00.000,,280 Park Ave 9 Fl,New York,10017,NY,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.40141 37.791103),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0206374-02-001-0206374,0206374-02-001,206374,Chan Anthony,Networks Consulting Group,2661 31st Ave,San Francisco,CA,94116.0,1995-03-02T00:00:00.000,,2002-11-01T00:00:00.000,,,2661 31st Ave,San Francisco,94116,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,4.0,Sunset/Parkside,,POINT (-122.488614 37.737936),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
0464144-01-999-0464144,0464144-01-999,464144,Nemer Jason L,Gypsy Tears,1442a Walnuts 461,Berkeley,CA,94709.0,2011-11-07T00:00:00.000,2014-12-31T00:00:00.000,2011-11-07T00:00:00.000,2014-12-31T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.268501018 37.880714009),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0439211-01-999-0439211,0439211-01-999,439211,Dickinson Tom E,Dickinson Construction,160 Allen Dr,San Bruno,CA,94066.0,2009-05-21T00:00:00.000,2014-01-01T00:00:00.000,2009-05-21T00:00:00.000,2014-01-01T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.456644989 37.629848005),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1236958-10-191-0453454,1236958-10-191,453454,Billfloat Inc,Better Finance Inc,433 California St Fl 9,San Francisco,CA,94104.0,2010-08-09T00:00:00.000,,2019-09-14T00:00:00.000,,,433 California St 9 Fl,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Financial District/South Beach,,POINT (-122.401683 37.792692),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0483998-01-999-0483998,0483998-01-999,483998,Rehabfocus Home Health Inc,Focus Health,1503 E March Ln Ste A,Stockton,CA,95210.0,2013-09-05T00:00:00.000,2021-10-01T00:00:00.000,2013-09-05T00:00:00.000,2019-08-04T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-121.290461999 38.002526992),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0464020-01-001-0464020,0464020-01-001,464020,Fong Kathilee L,Kathilee Fong Design,690 Market St #1102,San Francisco,CA,94104.0,2011-10-24T00:00:00.000,,2011-10-24T00:00:00.000,,,181 Fremont St Unit 56a,San Francisco,94105,CA,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.403351322 37.787822405),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
1325735-02-231-0394443,1325735-02-231,394443,Fillmore Center Associates Lp,The Fillmore Center,1745 Ofarrell St,San Francisco,CA,94115.0,2004-12-22T00:00:00.000,,2019-05-02T00:00:00.000,,,1475 Fillmore St,San Francisco,94115,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,5.0,Western Addition,Fillmore Street (Lower),POINT (-122.433309 37.783053),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,97.0,4.0,11.0,39.0,97.0
