uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1190041-05-181-1088396,1190041-05-181,1088396,Sensible Healthcare Solutions LLC,Sensible Healthcare Solutions LLC,3634 Sacremento St,San Francisco,CA,94118.0,2018-05-28T00:00:00.000,2022-06-29T00:00:00.000,2018-05-29T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,2.0,Presidio Heights,,POINT (-122.452568173 37.787503504),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,10.0,8.0,6.0,31.0,10.0
0488495-01-001-0488495,0488495-01-001,488495,G. Nielsen Electric Inc,Nielsen Electric,1080 Folsom St,San Francisco,CA,94103.0,2014-04-03T00:00:00.000,2014-04-09T00:00:00.000,2014-04-03T00:00:00.000,2014-04-09T00:00:00.000,,,,,,,,,False,False,,,,6.0,South of Market,,POINT (-122.407623 37.777248),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1118322-09-161-1028045,1118322-09-161,1028045,Hitw Coffee LLC,Hole In The Wall Coffee,3150 18th St,San Francisco,CA,94110.0,2016-01-01T00:00:00.000,,2016-09-09T00:00:00.000,,,1859 Powell St # 174,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,,,,9.0,Mission,,POINT (-122.414211 37.762335),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
1385268-04-251-1168463,1385268-04-251,1168463,Fastenal Company,Fastenal Company,380 Swift Ave Ste 1,South San Francisco,CA,94080.0,2025-03-15T00:00:00.000,,2025-03-15T00:00:00.000,,,1206 Po Box,Winona,55987,MN,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,,,,,,,POINT (-122.388856598 37.649357178),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1008884-10-141-0435987,1008884-10-141,435987,Everest Mwamba Investments Inc,Everest Mwamba Broker As Trustee,1569 Leavenworth St,San Francisco,CA,94109.0,2009-02-10T00:00:00.000,,2009-02-10T00:00:00.000,,,1569 Leavenworth St,San Francisco,94109,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,Russian Hill,,POINT (-122.416866 37.795554),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,16.0,6.0,3.0,32.0,16.0
0949968-02-999-0949968,0949968-02-999,949968,Mangubi Irina Eugeny,Irinas Antiques 7 Restoration,3418 Stewarton Dr,El Sobrante,CA,94803.0,1996-03-04T00:00:00.000,2018-06-28T00:00:00.000,2001-08-03T00:00:00.000,2018-06-28T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.28854 37.97531),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1173129-12-171-1025518,1173129-12-171,1025518,Pernoux Marion,Pernoux Marion,155 Harriet St #1,San Francisco,CA,94103.0,2007-11-29T00:00:00.000,2021-04-06T00:00:00.000,2007-11-29T00:00:00.000,2021-03-23T00:00:00.000,,,,,,,,,False,False,,,,6.0,South of Market,,POINT (-122.405189526 37.777508014),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1320607-12-221-1141528,1320607-12-221,1141528,Avenoir Co,Avenoir Co,4062 17th St,San Francisco,CA,94114.0,2022-12-13T00:00:00.000,,2022-12-13T00:00:00.000,,,4062 17th St,San Francisco,94114,CA,4400-4599 5100-5199 7100-7199,Multiple,"Retail Trade; Information; Arts, Entertainment, and Recreation",False,False,,,,8.0,Castro/Upper Market,,POINT (-122.436633768 37.762432085),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,113.0,7.0,5.0,5.0,113.0
0183879-01-001-0183879,0183879-01-001,183879,Baum Marcia I,Baum Marcia I Lcsw,3896 24th St,San Francisco,CA,94114.0,1989-02-01T00:00:00.000,2019-05-01T00:00:00.000,2004-10-01T00:00:00.000,2019-05-01T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,8.0,Noe Valley,24th St,POINT (-122.429394 37.751814),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,3.0,5.0,22.0,84.0
0473847-01-001-0473847,0473847-01-001,473847,Playerize Inc,Playerize Inc,181 Fremont St,San Francisco,CA,94105.0,2012-08-01T00:00:00.000,2016-12-31T00:00:00.000,2012-08-01T00:00:00.000,2016-12-31T00:00:00.000,,,,,,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.395459609 37.789514239),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,8.0,32.0
1383066-03-251-1167546,1383066-03-251,1167546,"2801taylor Street Partners, LLC",Guardino’s,2801 Taylor St,San Francisco,CA,94133.0,2024-05-01T00:00:00.000,,2024-05-01T00:00:00.000,,,2801 Taylor St,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,,,,3.0,North Beach,,POINT (-122.415863327 37.80830363),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,99.0,6.0,3.0,23.0,99.0
0412101-01-001-0412101,0412101-01-001,412101,Tran Phillip F,Tran Phuoc P,547 Hyde St,San Francisco,CA,94109.0,2007-01-01T00:00:00.000,2016-05-06T00:00:00.000,2007-01-01T00:00:00.000,2016-05-06T00:00:00.000,,,,,,,,,False,False,,,,5.0,Tenderloin,,POINT (-122.4165735 37.786086),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,20.0,5.0,10.0,36.0,20.0
1079082-06-161-0449802,1079082-06-161,449802,Lig 1740 Irr Investors LLC,Lig 1740 Irr Investors LLC,1740 Broadway St,San Francisco,CA,94109.0,2007-08-17T00:00:00.000,2018-10-18T00:00:00.000,2014-01-01T00:00:00.000,2018-10-18T00:00:00.000,,,,,,,,,False,False,,,,2.0,Pacific Heights,,POINT (-122.425766133 37.795471739),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,102.0,4.0,6.0,30.0,102.0
1380293-02-251-1166398,1380293-02-251,1166398,Sf 45th Ave Inc,Venus Cafe,1320 45th Ave,San Francisco,CA,94122.0,2025-01-22T00:00:00.000,,2025-01-22T00:00:00.000,,,1320 45th Ave,San Francisco,94122,CA,7220-7229,Food Services,Food Services,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.504643 37.76193),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
0376650-03-999-0376650,0376650-03-999,376650,Cabral Tarsila T,Terrana Cleaning Services,54 Lake Forest Dr,Daly City,CA,94015.0,2004-03-01T00:00:00.000,,2009-03-01T00:00:00.000,,,54 Lake Forest Dr,Daly City,94015,CA,,,,False,False,,,,,,,POINT (-122.480575993 37.704853005),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1060406-03-161-1029654,1060406-03-161,1029654,"Nfp Retirement, Inc.","Nfp Retirement, Inc.",120 Vantis St Ste 400,Aliso Viejo,CA,92656.0,2016-03-30T00:00:00.000,,2016-03-30T00:00:00.000,,,120 Vantis Dr Ste 400,Aliso Viejo,92656,CA,5210-5239,Financial Services,Financial Services,False,False,,,,,,,POINT (-117.729907985 33.579002988),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
