uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1243846-01-201-0947993,1243846-01-201,947993,Clearstory Inc,Clearstory Inc.,1045 Sansome St Ste 420,San Francisco,CA,94111.0,1995-11-15T00:00:00.000,,1995-11-15T00:00:00.000,2020-02-12T00:00:00.000,,202 Green St,San Francisco,94111.0,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,3.0,North Beach,,POINT (-122.40288 37.799802),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,18.0,6.0,3.0,23.0,18.0
1236398-10-191-1107708,1236398-10-191,1107708,"Aa Sign Image, Inc","Aa Sign Image, Inc",1250 S Wilson Way E1,Stockton,CA,95205.0,2019-10-14T00:00:00.000,2020-03-01T00:00:00.000,2019-10-14T00:00:00.000,2020-03-01T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-121.268036712 37.943280939),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1193451-06-181-0168329,1193451-06-181,168329,Bon Appetit Management Co,95209 Popcorn Cart,24 Willie Mays Plaza View Lvl,Sec 331 San Francisco,CA,94107.0,1987-07-01T00:00:00.000,,2018-03-16T00:00:00.000,2024-03-05T00:00:00.000,,201 Redwood Shores Pkwy Ste 100,Redwood City,94065.0,CA,,,,False,False,H36,STADIUM CONCESSIONS,STADIUM CONCESSIONS,6.0,Mission Bay,,POINT (-122.389496 37.778454),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,4.0,31.0
1348655-12-231-1153321,1348655-12-231,1153321,Jennie Ottinger,Snouts About,259 Page St,San Francisco,CA,94102.0,2023-12-11T00:00:00.000,,2023-12-11T00:00:00.000,,,259 Page St,San Francisco,94102.0,CA,,,,False,False,,,,5.0,Hayes Valley,,POINT (-122.42493 37.773504),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,26.0,4.0,11.0,9.0,26.0
0469831-01-999-0469831,0469831-01-999,469831,Ole's Carburetor &Electric Inc,Ole's Carburetor &Electric Inc,120 El Camino Real,San Bruno,CA,94066.0,1980-07-22T00:00:00.000,2022-06-29T00:00:00.000,1980-07-22T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,,,,POINT (-122.406956983 37.616241997),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0056278-03-001-0056278,0056278-03-001,56278,Cuneo Joseph D & Lily-86 Trus,1625 Leavenworth St Apts,1625 Leavenworth St,San Francisco,CA,94109.0,1969-07-01T00:00:00.000,2018-06-30T00:00:00.000,1986-10-07T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Russian Hill,,POINT (-122.4170865 37.795995),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,16.0,6.0,3.0,32.0,16.0
0438188-01-001-0438188,0438188-01-001,438188,Huang Jimin,168 Mall Trading,1766 42nd Ave,San Francisco,CA,94122.0,2009-04-17T00:00:00.000,2011-03-02T00:00:00.000,2009-04-17T00:00:00.000,2011-03-02T00:00:00.000,,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.500845 37.753803),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
1348159-12-231-1153114,1348159-12-231,1153114,490 31 LLC,490 31 LLC,215 West Portal Ave,San Francisco,CA,94127.0,2023-10-19T00:00:00.000,,2023-10-19T00:00:00.000,,,215 West Portal Ave,San Francisco,94127.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,7.0,West of Twin Peaks,West Portal,POINT (-122.46795 37.73853),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,46.0,10.0,8.0,41.0,46.0
1012184-11-141-1006048,1012184-11-141,1006048,O C Mcdonald Company Inc,O C Mcdonald Company Inc,1150 W San Carlos St,San Jose,CA,95126.0,2014-11-01T00:00:00.000,,2014-11-01T00:00:00.000,,,1150 W San Carlos St,San Jose,95126.0,CA,,,,False,False,,,,,,,POINT (-121.909333031 37.32325802),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1226152-06-191-1103553,1226152-06-191,1103553,Cor Global Ltd.,Cor,2350 North Point St Apt 2,San Francisco,CA,94123.0,2017-01-01T00:00:00.000,2021-07-30T00:00:00.000,2017-01-01T00:00:00.000,2020-11-24T00:00:00.000,,,,,,5100-5199,Information,Information,False,False,,,,2.0,Marina,,POINT (-122.4459765 37.802745),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
