uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0946659-11-001-0946659,0946659-11-001,946659,Davis Michelle/Paul Lauri/Davis John,Davis Paul Management Group,4225 Mission St,San Francisco,CA,94112.0,1995-01-01T00:00:00.000,,1998-05-15T00:00:00.000,1998-05-15T00:00:00.000,,Po Box 590413,San Francisco,94159.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,11.0,Excelsior,,POINT (-122.4299565 37.729584),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,94.0,9.0,1.0,7.0,94.0
0197289-03-999-0197289,0197289-03-999,197289,Press David,Sewer Rat,1343 Marsten Rd,Burlingame,CA,94010.0,1996-01-31T00:00:00.000,2022-06-29T00:00:00.000,2010-06-07T00:00:00.000,2015-06-01T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.36545 37.590885),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0309385-02-001-0309385,0309385-02-001,309385,Tai Associates International,Tai Collections,3428 Balboa St,San Francisco,CA,94121.0,1997-09-02T00:00:00.000,2014-12-31T00:00:00.000,2002-02-28T00:00:00.000,2010-12-31T00:00:00.000,,,,,,,,,False,False,,,,1.0,Outer Richmond,,POINT (-122.495742 37.776042),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,8.0,8.0,4.0,29.0,8.0
0452521-01-001-0452521,0452521-01-001,452521,Rossi Carol,Carol Rossi,1570 Grove St,San Francisco,CA,94117.0,2010-01-01T00:00:00.000,2013-09-02T00:00:00.000,2010-01-01T00:00:00.000,2013-09-02T00:00:00.000,,,,,,,,,False,False,,,,5.0,Lone Mountain/USF,,POINT (-122.442597 37.775583),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,24.0,7.0,11.0,18.0,24.0
0438440-01-001-0438440,0438440-01-001,438440,Hyline Construction Inc,Hyline Construction Inc,1651 Church St,San Francisco,CA,94131.0,2009-04-01T00:00:00.000,,2009-04-01T00:00:00.000,,,1651 Church St,San Francisco,94131.0,CA,2300-2399,Construction,Construction,False,False,,,,8.0,Noe Valley,,POINT (-122.426433 37.744398),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,9.0,5.0,22.0,84.0
0387234-22-001-0387234,0387234-22-001,387234,Connolly James,All City Locksmith 24/7,210 Fell St #2,San Francisco,CA,94102.0,2005-02-21T00:00:00.000,2018-06-30T00:00:00.000,2008-04-07T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,5.0,Hayes Valley,,POINT (-122.4220815 37.776312),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,11.0,9.0,21.0
1085464-07-161-1040620,1085464-07-161,1040620,Castilllo Felipe A,Casman Construction,346 Skyline Dr,Daly City,CA,94015.0,2016-07-18T00:00:00.000,2018-06-05T00:00:00.000,2016-07-18T00:00:00.000,2018-06-05T00:00:00.000,,,,,,,,,False,False,,,,,,,POINT (-122.490512991 37.68723898),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1004430-08-141-1001970,1004430-08-141,1001970,Prest Christopher,Motive Goods,522 Ashbury St,San Francisco,CA,94117.0,2014-07-15T00:00:00.000,2016-05-09T00:00:00.000,2014-08-14T00:00:00.000,2016-05-09T00:00:00.000,,,,,,,,,False,False,,,,5.0,Haight Ashbury,,POINT (-122.4469035 37.770642),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,25.0,7.0,11.0,3.0,25.0
1196705-07-181-0474472,1196705-07-181,474472,Luong Ngoc Khanh,Soma Daycare And Preschool,1112 Howard St,San Francisco,CA,94103.0,2012-11-01T00:00:00.000,,2018-07-31T00:00:00.000,2021-11-01T00:00:00.000,,473 Bryant St,San Francisco,94107.0,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,,,,6.0,South of Market,,POINT (-122.4099855 37.777851),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,34.0,32.0
1254344-06-201-1115210,1254344-06-201,1115210,H L Construction Co,H L Construction Co,6227 Gibson Ct,Pleasanton,CA,94588.0,2020-06-24T00:00:00.000,2024-06-30T00:00:00.000,2020-06-24T00:00:00.000,2024-06-30T00:00:00.000,***Administratively Closed,,,,,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.904917025 37.686968999),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
