uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0381119-01-001-0381119,0381119-01-001,381119,Tam Ngan C,Rainbow Star Acupressure Centr,39 Polk St,San Francisco,CA,94102.0,2004-09-20T00:00:00.000,2015-02-13T00:00:00.000,2004-09-20T00:00:00.000,2015-02-13T00:00:00.000,,,,,,,,,False,False,,,,6.0,Tenderloin,,POINT (-122.418252 37.777023),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,21.0,4.0,10.0,36.0,21.0
0918967-01-001-0918967,0918967-01-001,918967,Chan Ka Keung,K.K. Construction Company,26 Lucy St,San Francisco,CA,94124.0,1993-02-26T00:00:00.000,2023-12-31T00:00:00.000,1993-02-26T00:00:00.000,2023-12-31T00:00:00.000,,,,,,2300-2399,Construction,Construction,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.393655 37.730403),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,87.0,2.0,9.0,1.0,87.0
0458515-02-001-0458515,0458515-02-001,458515,Eah Inc,Martin Luther Tower,1001 Franklin St #1,San Francisco,CA,94109.0,1996-01-01T00:00:00.000,,2007-01-01T00:00:00.000,,,22 Pelican Way,San Rafael,94901.0,CA,,,,False,False,,,,2.0,Western Addition,,POINT (-122.422923 37.783863),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,100.0,4.0,11.0,39.0,100.0
1259711-09-201-1117352,1259711-09-201,1117352,"Berkeley Design Center, Inc.",Berkeley Design Center. Inc.,3195 Adeline St,Berkeley,CA,94703.0,2020-09-09T00:00:00.000,2023-06-30T00:00:00.000,2020-09-09T00:00:00.000,2023-06-30T00:00:00.000,,,,,,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.269956033 37.850992995),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0477144-01-001-0477144,0477144-01-001,477144,Wu James,Assisted Living Finders,1420 Hampshire St,San Francisco,CA,94110.0,2013-03-04T00:00:00.000,2015-12-31T00:00:00.000,2013-03-04T00:00:00.000,2015-12-31T00:00:00.000,,,,,,,,,False,False,,,,9.0,Mission,,POINT (-122.4070965 37.749474),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
0409320-01-001-0409320,0409320-01-001,409320,Lu Jack Z,Lu Jack Z,2032 Palou Ave,San Francisco,CA,94124.0,2007-01-01T00:00:00.000,2018-06-30T00:00:00.000,2007-01-01T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,10.0,Bayview Hunters Point,,POINT (-122.39883 37.738773),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,87.0,2.0,9.0,1.0,87.0
0123484-04-001-0123484,0123484-04-001,123484,Lee Shing K,2401 30th Ave Apartments,2401 30th Ave,San Francisco,CA,94116.0,1980-04-17T00:00:00.000,,1985-10-25T00:00:00.000,,,1327 Taraval St,San Francisco,94116.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,4.0,Sunset/Parkside,Parkside Taraval,POINT (-122.4877005 37.742382),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
1130332-12-161-1062552,1130332-12-161,1062552,Morales Marina Suzeth,J B Curiosities,513 Capp St #8,San Francisco,CA,94110.0,2016-12-16T00:00:00.000,2020-01-04T00:00:00.000,2016-12-16T00:00:00.000,2016-12-16T00:00:00.000,,,,,,,,,False,False,,,,9.0,Mission,,POINT (-122.4175995 37.758114),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
0418739-03-999-0418739,0418739-03-999,418739,Omnistone Masonry Inc,Omnistone Masonry Inc,23588 Connecticut St Ste 10,Hayward,CA,94545.0,2009-12-09T00:00:00.000,,2009-12-09T00:00:00.000,,,23588 Connecticut St Ste 10,Hayward,94545.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.128968985 37.640802985),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1200291-09-181-1091589,1200291-09-181,1091589,Forklift Ventures LLC,Forklift Ventures,30 Laskie St,San Francisco,CA,94103.0,2018-08-16T00:00:00.000,,2018-09-11T00:00:00.000,,,4104 24th St,San Francisco,94114.0,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,,,,6.0,South of Market,,POINT (-122.4144315 37.777122),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,5.0,10.0,34.0,32.0
1276152-04-211-1123878,1276152-04-211,1123878,Kipp Kjeldgaard,Real Active,175 Avila St,San Francisco,CA,94123.0,2021-04-05T00:00:00.000,,2021-04-05T00:00:00.000,,,175 Avila St,San Francisco,94123.0,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,2.0,Marina,,POINT (-122.4409635 37.802232),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
