uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
0415182-01-001-0415182,0415182-01-001,415182,Hilas John,1-9 Whitney St Apts,1 Whitney St,San Francisco,CA,94131.0,2007-03-01T00:00:00.000,,2007-03-01T00:00:00.000,,,224 Benton Ave,San Francisco,94112.0,CA,8100-8139,Certain Services,Certain Services,False,False,,,,8.0,Glen Park,,POINT (-122.4277425 37.741815),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,59.0,9.0,5.0,10.0,59.0
1027749-05-151-0479772,1027749-05-151,479772,Tarslin Real Estate,The Rincon Group,1 South Park Ave Ste 404,San Francisco,CA,94107.0,2013-05-28T00:00:00.000,2016-11-30T00:00:00.000,2015-05-04T00:00:00.000,2016-11-30T00:00:00.000,,,,,,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.392911159 37.78237669),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,8.0,31.0
1176718-01-181-1082617,1176718-01-181,1082617,Kristen Gamarra,Kristen Gamarra,240 Evelyn Way,San Francisco,CA,94127.0,2018-01-23T00:00:00.000,2020-01-01T00:00:00.000,2018-01-23T00:00:00.000,2020-01-01T00:00:00.000,,,,,,7210-7219,Accommodations,Accommodations,False,False,,,,7.0,West of Twin Peaks,,POINT (-122.4496305 37.742634),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,72.0,9.0,8.0,41.0,72.0
0473016-01-001-0473016,0473016-01-001,473016,Mcguire Shane Francis,Mcguire Electrical,2226 Ulloa St,San Francisco,CA,94116.0,2012-09-17T00:00:00.000,2018-06-30T00:00:00.000,2012-09-17T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.480415 37.741221),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,40.0,10.0,7.0,35.0,40.0
1275743-04-211-1080573,1275743-04-211,1080573,"Earnup, Inc",Earnup Inc.,100 Montgomery St Ste,San Francisco,CA,94104.0,2014-01-21T00:00:00.000,,2020-04-01T00:00:00.000,,,2370 Market St Ste 203,San Francisco,94114.0,CA,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.401863 37.790352),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
1217686-04-191-1100288,1217686-04-191,1100288,Hanley Holdings LLC,Hanley Holdings LLC,205 Frederick St,San Franciso,CA,94117.0,2019-04-02T00:00:00.000,,2019-04-02T00:00:00.000,2019-04-02T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,8.0,Haight Ashbury,,POINT (-122.446656 37.767051),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,114.0,7.0,11.0,3.0,114.0
1011844-11-141-0005036,1011844-11-141,5036,Carters Jewelry Co Inc,Carters Jewelry Co Inc,210 Post St 412,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,2023-03-31T00:00:00.000,2014-07-01T00:00:00.000,2023-03-31T00:00:00.000,,,,,,4400-4599,Retail Trade,Retail Trade,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.405526 37.788939),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
0452870-01-999-0452870,0452870-01-999,452870,Oliver De Silva Inc,Gallagher & Burk Inc,344 High St,Oakland,CA,94601.0,2010-09-21T00:00:00.000,,2010-09-21T00:00:00.000,,,344 High Street Po Box 7227,Oakland,94601.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.223666973 37.764710983),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1043909-11-151-1020539,1043909-11-151,1020539,Desousa Jhonas,Modern Day Cleaning,2269 Chestnut St Ste 242,San Francisco,CA,94123.0,2015-11-03T00:00:00.000,2019-06-30T00:00:00.000,2015-11-03T00:00:00.000,2019-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,2.0,Marina,,POINT (-122.44059 37.799982),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
1195839-07-181-1090548,1195839-07-181,1090548,Nicole Meadows,Lacquer And Lashes,660 Market St Ste 217,San Francisco,CA,94104.0,2018-07-23T00:00:00.000,,2018-07-23T00:00:00.000,,,12 Geary St Ste 301,San Francisco,94104.0,CA,,,,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4029835 37.78848),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,19.0,6.0,3.0,8.0,19.0
0392743-01-001-0392743,0392743-01-001,392743,Clark J M & Genotti R,Servo Marketing,97 Caselli Ave,San Francisco,CA,94114.0,2005-10-27T00:00:00.000,,2005-10-27T00:00:00.000,2015-07-01T00:00:00.000,,151 Saturn St,San Francisco,94114.0,CA,,,,False,False,,,,8.0,Castro/Upper Market,,POINT (-122.441004 37.7595),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,115.0,3.0,5.0,5.0,115.0
0353527-01-001-0353527,0353527-01-001,353527,San Francisco Art Exchange LLC,San Francisco Art Exchange LLC,458 Geary St,San Francisco,CA,94102.0,2002-01-29T00:00:00.000,2022-07-31T00:00:00.000,2002-01-29T00:00:00.000,2022-07-01T00:00:00.000,,,,,,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,3.0,Tenderloin,,POINT (-122.4109125 37.787175),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,36.0,50.0
0361770-02-999-0361770,0361770-02-999,361770,Kinetics Mechanical Service,Kinetics Mechnical Service,6691 Brisa St,Livermore,CA,94550.0,2007-01-19T00:00:00.000,2024-01-01T00:00:00.000,2007-01-19T00:00:00.000,2024-01-01T00:00:00.000,,,,,,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-121.710281019 37.702638003),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1016284-01-151-1007818,1016284-01-151,1007818,Hung And Hung Inc,Prima Cafe,215 Fremont St #5b,San Francisco,CA,94105.0,2015-01-01T00:00:00.000,2020-12-31T00:00:00.000,2015-01-01T00:00:00.000,2020-12-31T00:00:00.000,,,,,,,,,False,False,,,,6.0,Financial District/South Beach,,POINT (-122.394312 37.789146),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,32.0,1.0,10.0,8.0,32.0
0386243-02-999-0386243,0386243-02-999,386243,Simon Joan D,Reservations Tonight!,618 West School St,Cotati,CA,94931.0,2005-03-01T00:00:00.000,,2005-11-10T00:00:00.000,2015-12-31T00:00:00.000,,618 W School St,Cotati,94931.0,CA,,,,False,False,,,,,,,POINT (-122.717158982 38.326520994),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
0185843-02-001-0185843,0185843-02-001,185843,Parker Laura L,Laura Parker Design,1229 De Haro St,San Francisco,CA,94107.0,1989-01-01T00:00:00.000,,1989-01-01T00:00:00.000,2013-12-30T00:00:00.000,,4715 Sheehan Ln,Santa Rosa,95404.0,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,10.0,Potrero Hill,,POINT (-122.4004095 37.754172),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,54.0,2.0,9.0,26.0,54.0
1341709-08-231-1150309,1341709-08-231,1150309,Neil Lawson,Lake Street Loaves,124 11th Ave Apt 1b,San Francisco,CA,94118.0,2023-08-31T00:00:00.000,,2023-08-31T00:00:00.000,,,124 11th Ave Apt 1b,San Francisco,94118.0,CA,7220-7229,Food Services,Food Services,False,False,,,,1.0,Inner Richmond,,POINT (-122.4696915 37.78596),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,5.0,8.0,4.0,11.0,5.0
0442068-01-001-0442068,0442068-01-001,442068,Bertin Nella,"N Bertin, Attorney",Po Box 27549,San Francisco,CA,94127.0,1984-10-01T00:00:00.000,2016-09-24T00:00:00.000,1984-10-01T00:00:00.000,2016-09-24T00:00:00.000,,,,,,,,,False,False,,,,7.0,West of Twin Peaks,,POINT (-122.46464 37.735706),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,116.0,10.0,8.0,41.0,116.0
