uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1216822-03-191-1099925,1216822-03-191,1099925,Jennie Scholick,256 Grand View Ave,256 Grand View Ave,San Francisco,CA,94114.0,2019-03-23T00:00:00.000,2022-10-01T00:00:00.000,2019-03-23T00:00:00.000,2022-10-01T00:00:00.000,,,,,,7210-7219,Accommodations,Accommodations,False,False,,,,8.0,Twin Peaks,,POINT (-122.4414225 37.754127),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,51.0,3.0,5.0,38.0,51.0
0464990-04-001-0464990,0464990-04-001,464990,Wcd Investments 2 LLC,Wcd Investments 2 LLC,1825 Folsom St,San Francisco,CA,94103.0,2011-12-01T00:00:00.000,2023-05-31T00:00:00.000,2011-12-01T00:00:00.000,2023-05-31T00:00:00.000,,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,,9.0,Mission,,POINT (-122.415228 37.76814),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,53.0,3.0,2.0,20.0,53.0
1374084-11-241-1163685,1374084-11-241,1163685,David Wei,Clinton Park Airbnb,172 Clinton Park,San Francisco,CA,94103.0,2024-11-04T00:00:00.000,,2024-11-04T00:00:00.000,,,172 Clinton Park,San Francisco,94103.0,CA,7210-7219,Accommodations,Accommodations,False,True,,,,9.0,Mission,,POINT (-122.4238815 37.76931),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,37.0,3.0,5.0,20.0,37.0
1057044-03-161-1017374,1057044-03-161,1017374,Resonate Capital LLC,Resonate Capital LLC,233 Sansome St Rm 310,San Francisco,CA,94107.0,2013-02-14T00:00:00.000,2023-12-31T00:00:00.000,2016-02-29T00:00:00.000,2023-12-31T00:00:00.000,,,,,,5210-5239,Financial Services,Financial Services,False,False,,,,3.0,Financial District/South Beach,,POINT (-122.4013275 37.792611),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,108.0,6.0,3.0,8.0,108.0
0481957-02-001-0481957,0481957-02-001,481957,Pj Enterprise Group Inc,Adair Design,3139 Gough St,San Francisco,CA,94123.0,2013-06-14T00:00:00.000,2020-12-31T00:00:00.000,2013-06-14T00:00:00.000,2016-02-01T00:00:00.000,,,,,,,,,False,False,,,,2.0,Marina,,POINT (-122.428458 37.802394),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,17.0,4.0,6.0,13.0,17.0
0946051-01-001-0946051,0946051-01-001,946051,Epstein Mark,Castro Legal Services,2358 Market St 3rd Fl,San Francisco,CA,94114.0,1995-10-15T00:00:00.000,2019-06-30T00:00:00.000,2002-03-01T00:00:00.000,2014-07-31T00:00:00.000,,,,,,,,,False,False,,,,8.0,Castro/Upper Market,Market/Castro,POINT (-122.434578 37.763505),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,28.0,7.0,5.0,5.0,28.0
0314336-01-001-0314336,0314336-01-001,314336,Weinberg Daniel M,Light Solutions,569 Elizabeth St,San Francisco,CA,94114.0,1998-03-01T00:00:00.000,2018-06-30T00:00:00.000,2004-02-15T00:00:00.000,2018-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,8.0,Noe Valley,,POINT (-122.433606 37.751886),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,84.0,3.0,5.0,22.0,84.0
1223330-05-191-1069105,1223330-05-191,1069105,Sew Inc,Appsolid,2 Embarcadero Ctr Fl 8,San Francisco,CA,94111.0,2016-03-07T00:00:00.000,2023-07-14T00:00:00.000,2019-01-01T00:00:00.000,2020-09-22T00:00:00.000,,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,6.0,Mission Bay,,POINT (-122.388205588 37.781832368),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,31.0,1.0,10.0,4.0,31.0
1095076-08-161-1045328,1095076-08-161,1045328,Chi Nhon Duong,Chi Nhon Duong,214 Avalon Dr,Daly City,CA,94015.0,2016-01-01T00:00:00.000,2023-01-02T00:00:00.000,2016-01-01T00:00:00.000,2023-01-02T00:00:00.000,,,,,,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,,,,,,,POINT (-122.491328969 37.682953983),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1230219-08-191-1105191,1230219-08-191,1105191,Sili-Con Concrete,Sili-Con Concrete,19353 Meekland Ave Apt 3,Hayward,CA,94541.0,2019-08-05T00:00:00.000,,2019-08-05T00:00:00.000,2021-05-01T00:00:00.000,,2913 Rugby Ct,Tracy,95377.0,CA,2300-2399,Construction,Construction,False,False,,,,,,,POINT (-122.11223703 37.677953005),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
