uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,administratively_closed,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,lic,lic_code_description,lic_code_descriptions_list,supervisor_district,neighborhoods_analysis_boundaries,business_corridor,location,data_as_of,data_loaded_at,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz
1057110-03-161-1028007,1057110-03-161,1028007,Jmm04 Inc,Chrgr,155 Haight St #201,San Francisco,CA,94102.0,2016-02-20T00:00:00.000,2019-06-30T00:00:00.000,2016-02-20T00:00:00.000,2019-06-30T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,8.0,Hayes Valley,,POINT (-122.4247635 37.77255),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,27.0,4.0,11.0,9.0,27.0
0464746-01-001-0464746,0464746-01-001,464746,Grunwald Carolyn E,Old And Board,1359 32nd Ave,San Francisco,CA,94122.0,2011-12-01T00:00:00.000,2015-01-14T00:00:00.000,2011-12-01T00:00:00.000,2015-01-14T00:00:00.000,,,,,,,,,False,False,,,,4.0,Sunset/Parkside,,POINT (-122.4913185 37.76184),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,39.0,10.0,7.0,35.0,39.0
1223676-05-191-0484458,1223676-05-191,484458,Df La Capital LLC,Street Taco,980 16th St,San Francisco,CA,94107.0,2013-11-01T00:00:00.000,,2019-05-30T00:00:00.000,2020-03-16T00:00:00.000,,1607 Haight St,San Francisco,94117.0,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,6.0,Mission Bay,,POINT (-122.3959725 37.766619),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,33.0,1.0,9.0,4.0,33.0
1297303-02-221-1131969,1297303-02-221,1131969,"Mindset Labs, Inc.","Mindset Labs, Inc.",2021 Fillmore St Ste 1048,San Francisco,CA,94115.0,2021-08-01T00:00:00.000,,2021-08-01T00:00:00.000,,,2021 Fillmore St Ste 1048,San Francisco,94115.0,CA,,,,False,False,,,,2.0,Pacific Heights,,POINT (-122.4339885 37.788219),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,103.0,4.0,6.0,30.0,103.0
1197686-08-181-1091380,1197686-08-181,1091380,Caner Yalcintuna,Has Kayseri Seyahat Turizm Ticaret As,1273 Villa Terrace Dr,Bay Point,CA,94565.0,2018-08-10T00:00:00.000,2021-08-19T00:00:00.000,2018-08-10T00:00:00.000,2021-08-19T00:00:00.000,,,,,,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,,,,,,,POINT (-121.973046978 38.019221019),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,,,,,
1083775-07-161-1039917,1083775-07-161,1039917,O'neill And Neville Construction,O'neill And Neville Construction Incorporated,919 Lincoln Way,San Francisco,CA,94122.0,2015-06-06T00:00:00.000,,2015-06-06T00:00:00.000,2016-10-02T00:00:00.000,,241 Arias St,San Rafael,94903.0,CA,2300-2399,Construction,Construction,False,False,,,,7.0,Inner Sunset,,POINT (-122.4679545 37.765602),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,109.0,10.0,11.0,14.0,109.0
1074453-06-161-0324517,1074453-06-161,324517,Nakashima Philip F,Philip F Nakashima,1199 Bush St Rm 400,San Francisco,CA,94109.0,1999-03-01T00:00:00.000,2022-06-29T00:00:00.000,2015-07-01T00:00:00.000,2022-06-29T00:00:00.000,***Administratively Closed,,,,,,,,False,False,,,,3.0,Nob Hill,,POINT (-122.4166545 37.788921),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,50.0,6.0,3.0,21.0,50.0
0455530-02-001-0455530,0455530-02-001,455530,Morris Blu J,Confidential Gay Matchmaking,4051 18th St,San Francisco,CA,94114.0,2011-01-19T00:00:00.000,2011-03-19T00:00:00.000,2011-01-19T00:00:00.000,2011-03-19T00:00:00.000,,,,,,,,,False,False,,,,8.0,Castro/Upper Market,Market/Castro,POINT (-122.434038 37.76076),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,38.0,3.0,5.0,5.0,38.0
1192911-06-181-1089434,1192911-06-181,1089434,Peihua Lee,Peihua Lee,1280 Union St Apt 5,San Francisco,CA,94109.0,2018-01-01T00:00:00.000,2020-12-31T00:00:00.000,2018-01-01T00:00:00.000,2020-12-31T00:00:00.000,,,,,,5400-5499 7100-7199,Multiple,"Professional, Scientific, and Technical Services; Arts, Entertainment, and Recreation",False,False,,,,3.0,Russian Hill,,POINT (-122.420313 37.799226),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,107.0,6.0,6.0,32.0,107.0
0912679-01-001-0912679,0912679-01-001,912679,Merryman Joan,Jmw Consultants,2754 Octavia St,San Francisco,CA,94123.0,1992-04-01T00:00:00.000,,2002-10-01T00:00:00.000,2024-07-24T00:00:00.000,,2425 Filbert St,San Francisco,94123.0,CA,4200-4299,Wholesale Trade,Wholesale Trade,False,False,,,,2.0,Marina,,POINT (-122.4285345 37.797543),2025-05-02T00:00:00.000,2025-05-02T04:12:57.000,15.0,4.0,6.0,13.0,15.0
