incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2024-08-10T20:30:00.000,2024-08-10T00:00:00.000,20:30,2024,Saturday,2024-08-11T12:20:00.000,141431528150,1414315,246099833,,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,LARCH ST \ VAN NESS AVE,25183000.0,Northern,Western Addition,5.0,6.0,37.78241729736328,-122.42080688476562,POINT (-122.42080688476562 37.78241729736328),100.0,,1.0,1.0,,,10.0,4.0
2024-08-12T12:21:00.000,2024-08-12T00:00:00.000,12:21,2024,Monday,2024-08-12T12:21:00.000,141445064020,1414450,240503638,242251441.0,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Exceptional Adult,18TH ST \ CAROLINA ST,23748000.0,Bayview,Potrero Hill,10.0,10.0,37.76234817504883,-122.400390625,POINT (-122.400390625 37.76234817504883),54.0,,,,,,9.0,2.0
2024-08-02T00:00:00.000,2024-08-02T00:00:00.000,00:00,2024,Friday,2024-08-12T09:30:00.000,141433551040,1414335,240482242,242151279.0,IS,Initial Supplement,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,05TH ST \ BLUXOME ST,23824000.0,Southern,Mission Bay,6.0,6.0,37.77593994140625,-122.3979721069336,POINT (-122.3979721069336 37.77593994140625),32.0,,,,,,10.0,1.0
2021-11-16T13:15:00.000,2021-11-16T00:00:00.000,13:15,2021,Tuesday,2021-12-21T08:16:00.000,110461806362,1104618,210842193,213550645.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Open or Active,MARKET ST \ RESERVOIR ST,25877000.0,Mission,Castro/Upper Market,8.0,8.0,37.76877212524414,-122.42745971679688,POINT (-122.42745971679688 37.76877212524414),28.0,,,,5.0,,5.0,3.0
2024-04-09T12:07:00.000,2024-04-09T00:00:00.000,12:07,2024,Tuesday,2024-04-09T12:07:00.000,138076162050,1380761,240222850,241001400.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,16TH ST \ MISSION ST,24170000.0,Mission,Mission,9.0,9.0,37.76505279541016,-122.41967010498048,POINT (-122.41967010498047 37.765052795410156),53.0,,,,3.0,,2.0,3.0
2024-04-09T16:00:00.000,2024-04-09T00:00:00.000,16:00,2024,Tuesday,2024-04-09T18:18:00.000,138085071013,1380850,240223745,241002639.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,VICTORIA ST \ RANDOLPH ST,22520000.0,Taraval,Oceanview/Merced/Ingleside,11.0,11.0,37.71428680419922,-122.46530151367188,POINT (-122.46530151367188 37.71428680419922),65.0,,,,,,1.0,10.0
2024-02-28T17:41:00.000,2024-02-28T00:00:00.000,17:41,2024,Wednesday,2024-04-08T12:43:00.000,138079106364,1380791,246048084,,II,Coplogic Initial,True,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,PINE ST \ FILLMORE ST,26609000.0,Northern,Pacific Heights,5.0,5.0,37.78794860839844,-122.43364715576172,POINT (-122.43364715576172 37.78794860839844),103.0,,,,,,11.0,4.0
2024-04-08T16:00:00.000,2024-04-08T00:00:00.000,16:00,2024,Monday,2024-04-09T16:44:00.000,138083306244,1380833,240223557,241002348.0,II,Initial,,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,23RD ST \ PENNSYLVANIA AVE,23621000.0,Bayview,Potrero Hill,10.0,10.0,37.75509643554688,-122.39288330078124,POINT (-122.39288330078125 37.755096435546875),54.0,,,,,,9.0,2.0
2024-04-08T21:00:00.000,2024-04-08T00:00:00.000,21:00,2024,Monday,2024-04-09T22:08:00.000,138089671013,1380896,240224141,241003197.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,25TH ST \ FOLSOM ST,23984000.0,Mission,Mission,9.0,9.0,37.75090408325195,-122.41392517089844,POINT (-122.41392517089844 37.75090408325195),53.0,,,,3.0,,2.0,3.0
2024-04-07T09:00:00.000,2024-04-07T00:00:00.000,09:00,2024,Sunday,2024-04-08T13:36:00.000,138049964070,1380499,240220848,240991533.0,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,JUDAH ST \ 17TH AVE,27356000.0,Taraval,Inner Sunset,7.0,5.0,37.76179504394531,-122.474853515625,POINT (-122.474853515625 37.76179504394531),109.0,,,,,,11.0,10.0
